instance,metric,statistic,baseline_value,candidate_value,absolute_delta,relative_delta,classification,gate_status,reason
r103C10,runtime_seconds,worst,0.6117318330070702,0.5977310840025893,-0.014000749004480895,-0.022887069544277057,improvement,pass,candidate improved because lower runtime_seconds worst is better
r103C10,runtime_seconds,standard_deviation,0.047476643959617475,0.04642116980461148,-0.0010554741550059948,-0.022231439861329638,improvement,pass,candidate improved because lower runtime_seconds standard_deviation is better
r103C10,total_charged_energy,best,62.15853602829506,62.15853602829506,0.0,0.0,unchanged,pass,total_charged_energy best is equal within tolerance 1e-09
r103C10,total_charged_energy,mean,70.45790254234521,70.45790254234521,0.0,0.0,unchanged,pass,total_charged_energy mean is equal within tolerance 1e-09
r103C10,total_charged_energy,median,62.15853602829506,62.15853602829506,0.0,0.0,unchanged,pass,total_charged_energy median is equal within tolerance 1e-09
r103C10,total_charged_energy,worst,87.05663557044551,87.05663557044551,0.0,0.0,unchanged,pass,total_charged_energy worst is equal within tolerance 1e-09
r103C10,total_charged_energy,standard_deviation,11.737076683274838,11.737076683274838,0.0,0.0,unchanged,pass,total_charged_energy standard_deviation is equal within tolerance 1e-09
r103C10,total_charging_time,best,30.45768265386458,30.45768265386458,0.0,0.0,unchanged,pass,total_charging_time best is equal within tolerance 1e-09
r103C10,total_charging_time,mean,34.524372245749156,34.524372245749156,0.0,0.0,unchanged,pass,total_charging_time mean is equal within tolerance 1e-09
r103C10,total_charging_time,median,30.45768265386458,30.45768265386458,0.0,0.0,unchanged,pass,total_charging_time median is equal within tolerance 1e-09
r103C10,total_charging_time,worst,42.6577514295183,42.6577514295183,0.0,0.0,unchanged,pass,total_charging_time worst is equal within tolerance 1e-09
