schema_version,run_label,experiment_id,scope,instance,seed,algorithm,operator_profile,repository_revision,repository_dirty,algorithm_source_sha256,configuration_sha256,instance_sha256,stage00_manifest_sha256,environment_sha256,reference_vrp_evrp_hub_revision,reference_vrp_evrp_hub_dirty,reference_py_ga_vrptw_revision,reference_py_ga_vrptw_dirty,start_utc,end_utc,time_limit_seconds,max_iterations,threads,objective_schema,objective_key,vehicle_count,total_distance,total_charging_time,charging_count,runtime_seconds,first_feasible_time,best_time,iterations,effective_iterations,accepted_moves,improving_moves,rejected_moves,charging_subproblem_calls,trace_started_calls,trace_completed_calls,trace_exact_calls,trace_cache_hits,trace_precomputed_routes,trace_route_evaluations,trace_deadline_events,trace_screening_calls,trace_screening_passes,trace_screening_rejections,trace_screening_cache_hits,trace_screening_exact_call_blocked,trace_screening_reason_counts,trace_cache_incremental_counts,trace_incremental_propagations,trace_incremental_fallbacks,trace_reconciliation_status,peak_tracemalloc_bytes,peak_rss_bytes,status,feasible,failure_reason,failure_path,raw_path,solution_path,trace_path,event_path,environment_path
1,stage03.2_cache_incremental_attempt02,c101C5-alns_stage02_constraint_guided-2014,formal,c101C5,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,1ca247adfbd983affea8ba9b4cb915c4c34dcd0cda4debaba0869aa7ac720a59,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:53:23.687032+00:00,2026-07-13T23:53:23.934967+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.24772858299547806,0.0025822909956332296,0.00408416599384509,1000,1000,755,1,245,17,17,17,17,4361,0,4378,0,13330,5741,61,7528,7589,"{""forward_time_window_prefilter"": 7589}","{""cache_evictions"": 0, ""cache_hits"": 4361, ""cache_lookups"": 4378, ""cache_misses"": 17, ""cache_oversize_not_cached"": 0, ""cache_stores"": 17, ""incremental_fallbacks"": 0, ""incremental_propagations"": 17}",17,0,pass,,4144840704,feasible,True,,,raw/c101C5-alns_stage02_constraint_guided-2014.json,solutions/c101C5-alns_stage02_constraint_guided-2014.json,traces/c101C5-alns_stage02_constraint_guided-2014.json,events/c101C5-alns_stage02_constraint_guided-2014.jsonl,environments/c101C5-alns_stage02_constraint_guided-2014.json
1,stage03.2_cache_incremental_attempt02,c101C5-alns_stage02_constraint_guided-2015,formal,c101C5,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,6d6c1dbed077a6bc2f23677b77f5ce5a32b326373148ae9d1a45b4d87e9948c9,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:53:24.499462+00:00,2026-07-13T23:53:24.748593+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.24615062499651685,0.0022672500053886324,0.0036717090115416795,1000,1000,779,1,221,17,17,17,17,4271,0,4288,0,13205,5691,61,7453,7514,"{""forward_time_window_prefilter"": 7514}","{""cache_evictions"": 0, ""cache_hits"": 4271, ""cache_lookups"": 4288, ""cache_misses"": 17, ""cache_oversize_not_cached"": 0, ""cache_stores"": 17, ""incremental_fallbacks"": 0, ""incremental_propagations"": 17}",17,0,pass,,4144840704,feasible,True,,,raw/c101C5-alns_stage02_constraint_guided-2015.json,solutions/c101C5-alns_stage02_constraint_guided-2015.json,traces/c101C5-alns_stage02_constraint_guided-2015.json,events/c101C5-alns_stage02_constraint_guided-2015.jsonl,environments/c101C5-alns_stage02_constraint_guided-2015.json
1,stage03.2_cache_incremental_attempt02,c101C5-alns_stage02_constraint_guided-2016,formal,c101C5,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,73fe7aaf279e9ed94d622534b9af8ed98f7f6fb9eac6f6abf59abe50a3aa3681,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:53:25.205389+00:00,2026-07-13T23:53:25.451911+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.24334945899317972,0.0022827089997008443,0.0037357499822974205,1000,1000,763,1,237,17,17,17,17,4352,0,4369,0,13333,5794,61,7478,7539,"{""forward_time_window_prefilter"": 7539}","{""cache_evictions"": 0, ""cache_hits"": 4352, ""cache_lookups"": 4369, ""cache_misses"": 17, ""cache_oversize_not_cached"": 0, ""cache_stores"": 17, ""incremental_fallbacks"": 0, ""incremental_propagations"": 17}",17,0,pass,,4144840704,feasible,True,,,raw/c101C5-alns_stage02_constraint_guided-2016.json,solutions/c101C5-alns_stage02_constraint_guided-2016.json,traces/c101C5-alns_stage02_constraint_guided-2016.json,events/c101C5-alns_stage02_constraint_guided-2016.jsonl,environments/c101C5-alns_stage02_constraint_guided-2016.json
1,stage03.2_cache_incremental_attempt02,c101_21-alns_stage02_constraint_guided-2014,formal,c101_21,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,83f2d0e7feb61133cd470259212ce0483cbf05cf041490b03d2cfdd372b43371,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:55:32.294651+00:00,2026-07-13T23:56:02.366218+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.000491167011205,0.5746013340249192,3.9262346670147963,220,220,174,13,46,1199,1199,1199,1199,25503,12,26714,4,573915,60557,30541,482817,513358,"{""capacity_prefilter"": 31781, ""forward_time_window_prefilter"": 481234, ""single_segment_energy_prefilter"": 343}","{""cache_evictions"": 0, ""cache_hits"": 25503, ""cache_lookups"": 26702, ""cache_misses"": 1199, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1199, ""incremental_fallbacks"": 0, ""incremental_propagations"": 40}",40,0,pass,,4144840704,feasible,True,,,raw/c101_21-alns_stage02_constraint_guided-2014.json,solutions/c101_21-alns_stage02_constraint_guided-2014.json,traces/c101_21-alns_stage02_constraint_guided-2014.json,events/c101_21-alns_stage02_constraint_guided-2014.jsonl,environments/c101_21-alns_stage02_constraint_guided-2014.json
1,stage03.2_cache_incremental_attempt02,c101_21-alns_stage02_constraint_guided-2015,formal,c101_21,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,2e285a1de3c08b0a28e51af3652c5eaab341a4f45752ebf698a3505afaacbfa0,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:56:21.098917+00:00,2026-07-13T23:56:51.329045+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.017120165983215,1.819803457998205,23.918773082987173,43,43,25,6,18,519,519,519,519,4511,12,5042,7,180259,28959,18236,133064,151300,"{""capacity_prefilter"": 5185, ""forward_time_window_prefilter"": 146015, ""single_segment_energy_prefilter"": 100}","{""cache_evictions"": 0, ""cache_hits"": 4511, ""cache_lookups"": 5030, ""cache_misses"": 519, ""cache_oversize_not_cached"": 0, ""cache_stores"": 519, ""incremental_fallbacks"": 0, ""incremental_propagations"": 40}",40,0,pass,,4411588608,feasible,True,,,raw/c101_21-alns_stage02_constraint_guided-2015.json,solutions/c101_21-alns_stage02_constraint_guided-2015.json,traces/c101_21-alns_stage02_constraint_guided-2015.json,events/c101_21-alns_stage02_constraint_guided-2015.jsonl,environments/c101_21-alns_stage02_constraint_guided-2015.json
1,stage03.2_cache_incremental_attempt02,c101_21-alns_stage02_constraint_guided-2016,formal,c101_21,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,8861a820ac572db6557c5a53bb46eda5742b412729db71915afbdfc6930bdd93,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:56:55.569553+00:00,2026-07-13T23:57:25.614026+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.001964625000255,0.3978504579863511,9.121746999997413,193,193,151,8,42,1178,1178,1178,1178,21069,12,22259,6,518001,54761,30967,432273,463240,"{""capacity_prefilter"": 25379, ""forward_time_window_prefilter"": 437538, ""single_segment_energy_prefilter"": 323}","{""cache_evictions"": 0, ""cache_hits"": 21069, ""cache_lookups"": 22247, ""cache_misses"": 1178, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1178, ""incremental_fallbacks"": 0, ""incremental_propagations"": 40}",40,0,pass,,4411588608,feasible,True,,,raw/c101_21-alns_stage02_constraint_guided-2016.json,solutions/c101_21-alns_stage02_constraint_guided-2016.json,traces/c101_21-alns_stage02_constraint_guided-2016.json,events/c101_21-alns_stage02_constraint_guided-2016.jsonl,environments/c101_21-alns_stage02_constraint_guided-2016.json
1,stage03.2_cache_incremental_attempt02,c104C10-alns_stage02_constraint_guided-2014,formal,c104C10,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9b6ac5254f8d9c384e7af3ee1bcc746e59ccb15301bf15187af51ab5b03383b1,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:53:30.686367+00:00,2026-07-13T23:53:33.816392+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 273.931237129, 589.151039592, 3]",2,273.9312371287162,589.1510395919971,3,3.123915957985446,0.029357166989939287,0.5694408749986906,1000,1000,749,32,251,2181,2181,2181,2181,37716,2,39899,0,67742,56658,824,10260,11084,"{""forward_time_window_prefilter"": 9287, ""single_segment_energy_prefilter"": 1797}","{""cache_evictions"": 0, ""cache_hits"": 37716, ""cache_lookups"": 39897, ""cache_misses"": 2181, ""cache_oversize_not_cached"": 0, ""cache_stores"": 2181, ""incremental_fallbacks"": 0, ""incremental_propagations"": 35}",35,0,pass,,4144840704,feasible,True,,,raw/c104C10-alns_stage02_constraint_guided-2014.json,solutions/c104C10-alns_stage02_constraint_guided-2014.json,traces/c104C10-alns_stage02_constraint_guided-2014.json,events/c104C10-alns_stage02_constraint_guided-2014.jsonl,environments/c104C10-alns_stage02_constraint_guided-2014.json
1,stage03.2_cache_incremental_attempt02,c104C10-alns_stage02_constraint_guided-2015,formal,c104C10,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,aecd483e676e23341f0094295bb6413de28268c1b1c0704f2d1b68970c13f13f,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:53:36.914061+00:00,2026-07-13T23:53:39.849540+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 279.933119059, 625.368886517, 3]",2,279.9331190586651,625.368886516508,3,2.909731207997538,0.029434374999254942,0.35497424998902716,1000,1000,818,21,182,1597,1597,1597,1597,38353,7,39957,0,70129,60818,478,8833,9311,"{""forward_time_window_prefilter"": 7540, ""single_segment_energy_prefilter"": 1771}","{""cache_evictions"": 0, ""cache_hits"": 38353, ""cache_lookups"": 39950, ""cache_misses"": 1597, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1597, ""incremental_fallbacks"": 0, ""incremental_propagations"": 35}",35,0,pass,,4144840704,feasible,True,,,raw/c104C10-alns_stage02_constraint_guided-2015.json,solutions/c104C10-alns_stage02_constraint_guided-2015.json,traces/c104C10-alns_stage02_constraint_guided-2015.json,events/c104C10-alns_stage02_constraint_guided-2015.jsonl,environments/c104C10-alns_stage02_constraint_guided-2015.json
1,stage03.2_cache_incremental_attempt02,c104C10-alns_stage02_constraint_guided-2016,formal,c104C10,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,14f3b8bbf88d7209330c70007414b987d308b0e71bb58e96da4c26989419a35f,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:53:43.019798+00:00,2026-07-13T23:53:46.003448+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 279.933119059, 625.368886517, 3]",2,279.9331190586651,625.368886516508,3,2.9568250000011176,0.029750749992672354,0.5235732089786325,1000,1000,832,17,168,1551,1551,1551,1551,38279,2,39832,0,70621,61072,487,9062,9549,"{""forward_time_window_prefilter"": 7742, ""single_segment_energy_prefilter"": 1807}","{""cache_evictions"": 0, ""cache_hits"": 38279, ""cache_lookups"": 39830, ""cache_misses"": 1551, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1551, ""incremental_fallbacks"": 0, ""incremental_propagations"": 35}",35,0,pass,,4144840704,feasible,True,,,raw/c104C10-alns_stage02_constraint_guided-2016.json,solutions/c104C10-alns_stage02_constraint_guided-2016.json,traces/c104C10-alns_stage02_constraint_guided-2016.json,events/c104C10-alns_stage02_constraint_guided-2016.jsonl,environments/c104C10-alns_stage02_constraint_guided-2016.json
1,stage03.2_cache_incremental_attempt02,c106C15-alns_stage02_constraint_guided-2014,formal,c106C15,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,468b2d71040b4d7e583c02ca2036c393a50a94c5,False,9f624c82445a8c93a5339e9ec5c2a2efc6ea99023cd1c72e12eb247273f53a01,4da5f1da3791d1a2538874fb51d25bff691c1a4039faef054d655af94410d49f,eba58a458a9fd13ae8fd404df8db1d04e49271326316256ee060468048881a86,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,0000fc2508670e7124d1157475f806ab658aa33b5801285059bdc10d2f9b0d5b,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T23:54:10.800470+00:00,2026-07-13T23:54:14.713183+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[3, 275.133168873, 437.989595186, 2]",3,275.1331688731623,437.989595186203,2,3.8921716250188183,0.020682709000539035,0.5366400000057183,1000,1000,795,15,205,1475,1475,1475,1475,57561,25,59061,0,185212,76499,5446,103267,108713,"{""forward_time_window_prefilter"": 108713}","{""cache_evictions"": 0, ""cache_hits"": 57561, ""cache_lookups"": 59036, ""cache_misses"": 1475, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1475, ""incremental_fallbacks"": 0, ""incremental_propagations"": 44}",44,0,pass,,4144840704,feasible,True,,,raw/c106C15-alns_stage02_constraint_guided-2014.json,solutions/c106C15-alns_stage02_constraint_guided-2014.json,traces/c106C15-alns_stage02_constraint_guided-2014.json,events/c106C15-alns_stage02_constraint_guided-2014.jsonl,environments/c106C15-alns_stage02_constraint_guided-2014.json
