instance,baseline,candidate,metric,statistic,baseline_value,candidate_value,absolute_delta,relative_delta,classification,gate_status,reason
c101_21,stage02_2,stage02_constraint_guided,objective,best,"[12,1055.920259047,1386.415951629,8]","[12,1055.920259047,1386.415951629,8]",,,equal,pass,vehicle-first objective comparison
c101_21,stage02_2,stage02_constraint_guided,vehicle_count,mean,12.0,12.0,0.0,0.0,unchanged,pass,descriptive comparison
c101_21,stage02_2,stage02_constraint_guided,total_distance,mean,1062.8618914331591,1062.8618914331591,0.0,0.0,unchanged,pass,descriptive comparison
c101_21,stage02_2,stage02_constraint_guided,total_charging_time,mean,1332.7144308589852,1332.7144308589852,0.0,0.0,unchanged,pass,descriptive comparison
c101_21,stage02_2,stage02_constraint_guided,charging_count,mean,7.666666666666667,7.666666666666667,0.0,0.0,unchanged,pass,descriptive comparison
r101_21,stage02_2,stage02_constraint_guided,objective,best,"[20,1799.548688513,463.254013128,27]","[20,1799.081744083,446.225328984,25]",,,better,pass,vehicle-first objective comparison
r101_21,stage02_2,stage02_constraint_guided,vehicle_count,mean,20.666666666666668,20.666666666666668,0.0,0.0,unchanged,pass,descriptive comparison
r101_21,stage02_2,stage02_constraint_guided,total_distance,mean,1812.683201209865,1812.5275530665604,-0.15564814330468835,-8.586615863202235e-05,improvement,pass,descriptive comparison
r101_21,stage02_2,stage02_constraint_guided,total_charging_time,mean,449.3485036151181,443.67227556719905,-5.6762280479190395,-0.012632128519962574,improvement,pass,descriptive comparison
r101_21,stage02_2,stage02_constraint_guided,charging_count,mean,26.333333333333332,25.666666666666668,-0.6666666666666643,-0.025316455696202445,improvement,pass,descriptive comparison
rc101_21,stage02_2,stage02_constraint_guided,objective,best,"[19,1925.362709303,325.819224421,19]","[19,1967.498078739,339.208415916,20]",,,worse,fail,vehicle-first objective comparison
rc101_21,stage02_2,stage02_constraint_guided,vehicle_count,mean,19.333333333333332,19.333333333333332,0.0,0.0,unchanged,pass,descriptive comparison
rc101_21,stage02_2,stage02_constraint_guided,total_distance,mean,1968.1000951143212,1966.8502954176965,-1.2497996966246774,-0.0006350285230549111,improvement,pass,descriptive comparison
rc101_21,stage02_2,stage02_constraint_guided,total_charging_time,mean,346.91528995511345,353.81305102124037,6.897761066126918,0.01988312785815639,regression,pass,descriptive comparison
rc101_21,stage02_2,stage02_constraint_guided,charging_count,mean,20.0,20.0,0.0,0.0,unchanged,pass,descriptive comparison
