run_label,instance,seed,reason,count
stage03.2_cache_incremental_attempt02,c101C5,2014,forward_time_window_prefilter,7589
stage03.2_cache_incremental_attempt02,c101C5,2014,screening_pass,5741
stage03.2_cache_incremental_attempt02,c101C5,2015,forward_time_window_prefilter,7514
stage03.2_cache_incremental_attempt02,c101C5,2015,screening_pass,5691
stage03.2_cache_incremental_attempt02,c101C5,2016,forward_time_window_prefilter,7539
stage03.2_cache_incremental_attempt02,c101C5,2016,screening_pass,5794
stage03.2_cache_incremental_attempt02,c101_21,2014,capacity_prefilter,31781
stage03.2_cache_incremental_attempt02,c101_21,2014,forward_time_window_prefilter,481234
stage03.2_cache_incremental_attempt02,c101_21,2014,screening_pass,60557
stage03.2_cache_incremental_attempt02,c101_21,2014,single_segment_energy_prefilter,343
stage03.2_cache_incremental_attempt02,c101_21,2015,capacity_prefilter,5185
stage03.2_cache_incremental_attempt02,c101_21,2015,forward_time_window_prefilter,146015
stage03.2_cache_incremental_attempt02,c101_21,2015,screening_pass,28959
stage03.2_cache_incremental_attempt02,c101_21,2015,single_segment_energy_prefilter,100
stage03.2_cache_incremental_attempt02,c101_21,2016,capacity_prefilter,25379
stage03.2_cache_incremental_attempt02,c101_21,2016,forward_time_window_prefilter,437538
stage03.2_cache_incremental_attempt02,c101_21,2016,screening_pass,54761
stage03.2_cache_incremental_attempt02,c101_21,2016,single_segment_energy_prefilter,323
stage03.2_cache_incremental_attempt02,c104C10,2014,forward_time_window_prefilter,9287
stage03.2_cache_incremental_attempt02,c104C10,2014,screening_pass,56658
stage03.2_cache_incremental_attempt02,c104C10,2014,single_segment_energy_prefilter,1797
stage03.2_cache_incremental_attempt02,c104C10,2015,forward_time_window_prefilter,7540
stage03.2_cache_incremental_attempt02,c104C10,2015,screening_pass,60818
stage03.2_cache_incremental_attempt02,c104C10,2015,single_segment_energy_prefilter,1771
stage03.2_cache_incremental_attempt02,c104C10,2016,forward_time_window_prefilter,7742
stage03.2_cache_incremental_attempt02,c104C10,2016,screening_pass,61072
stage03.2_cache_incremental_attempt02,c104C10,2016,single_segment_energy_prefilter,1807
stage03.2_cache_incremental_attempt02,c106C15,2014,forward_time_window_prefilter,108713
stage03.2_cache_incremental_attempt02,c106C15,2014,screening_pass,76499
stage03.2_cache_incremental_attempt02,c106C15,2015,forward_time_window_prefilter,106946
stage03.2_cache_incremental_attempt02,c106C15,2015,screening_pass,73010
stage03.2_cache_incremental_attempt02,c106C15,2016,forward_time_window_prefilter,112204
stage03.2_cache_incremental_attempt02,c106C15,2016,screening_pass,75724
stage03.2_cache_incremental_attempt02,r101_21,2014,capacity_prefilter,5566
stage03.2_cache_incremental_attempt02,r101_21,2014,forward_time_window_prefilter,502802
stage03.2_cache_incremental_attempt02,r101_21,2014,screening_pass,82181
stage03.2_cache_incremental_attempt02,r101_21,2014,single_segment_energy_prefilter,279
stage03.2_cache_incremental_attempt02,r101_21,2015,capacity_prefilter,3066
stage03.2_cache_incremental_attempt02,r101_21,2015,forward_time_window_prefilter,583005
stage03.2_cache_incremental_attempt02,r101_21,2015,screening_pass,99696
stage03.2_cache_incremental_attempt02,r101_21,2015,single_segment_energy_prefilter,507
stage03.2_cache_incremental_attempt02,r101_21,2016,capacity_prefilter,3555
stage03.2_cache_incremental_attempt02,r101_21,2016,forward_time_window_prefilter,662503
stage03.2_cache_incremental_attempt02,r101_21,2016,screening_pass,88254
stage03.2_cache_incremental_attempt02,r101_21,2016,single_segment_energy_prefilter,27
stage03.2_cache_incremental_attempt02,r103C10,2014,forward_time_window_prefilter,28876
stage03.2_cache_incremental_attempt02,r103C10,2014,screening_pass,32110
stage03.2_cache_incremental_attempt02,r103C10,2015,forward_time_window_prefilter,28437
stage03.2_cache_incremental_attempt02,r103C10,2015,screening_pass,33015
stage03.2_cache_incremental_attempt02,r103C10,2016,forward_time_window_prefilter,28531
stage03.2_cache_incremental_attempt02,r103C10,2016,screening_pass,31287
stage03.2_cache_incremental_attempt02,r105C15,2014,forward_time_window_prefilter,129813
stage03.2_cache_incremental_attempt02,r105C15,2014,screening_pass,47921
stage03.2_cache_incremental_attempt02,r105C15,2014,single_segment_energy_prefilter,7
stage03.2_cache_incremental_attempt02,r105C15,2015,forward_time_window_prefilter,126391
stage03.2_cache_incremental_attempt02,r105C15,2015,screening_pass,49316
stage03.2_cache_incremental_attempt02,r105C15,2015,single_segment_energy_prefilter,1
stage03.2_cache_incremental_attempt02,r105C15,2016,forward_time_window_prefilter,122521
stage03.2_cache_incremental_attempt02,r105C15,2016,screening_pass,47801
stage03.2_cache_incremental_attempt02,r105C15,2016,single_segment_energy_prefilter,5
stage03.2_cache_incremental_attempt02,r105C5,2014,forward_time_window_prefilter,6390
stage03.2_cache_incremental_attempt02,r105C5,2014,screening_pass,7461
stage03.2_cache_incremental_attempt02,r105C5,2015,forward_time_window_prefilter,6251
stage03.2_cache_incremental_attempt02,r105C5,2015,screening_pass,7449
stage03.2_cache_incremental_attempt02,r105C5,2016,forward_time_window_prefilter,6445
stage03.2_cache_incremental_attempt02,r105C5,2016,screening_pass,7589
stage03.2_cache_incremental_attempt02,rc101_21,2014,capacity_prefilter,12348
stage03.2_cache_incremental_attempt02,rc101_21,2014,forward_time_window_prefilter,328936
stage03.2_cache_incremental_attempt02,rc101_21,2014,screening_pass,72070
stage03.2_cache_incremental_attempt02,rc101_21,2014,single_segment_energy_prefilter,69
stage03.2_cache_incremental_attempt02,rc101_21,2015,capacity_prefilter,16815
stage03.2_cache_incremental_attempt02,rc101_21,2015,forward_time_window_prefilter,397728
stage03.2_cache_incremental_attempt02,rc101_21,2015,screening_pass,73027
stage03.2_cache_incremental_attempt02,rc101_21,2015,single_segment_energy_prefilter,76
stage03.2_cache_incremental_attempt02,rc101_21,2016,capacity_prefilter,9764
