run_label,instance,seed,started_calls,completed_calls,deadline_events,execution_errors,accepted_time_limit_candidates,classification
stage03.2_cache_incremental_attempt02,c101C5,2014,17,17,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c101C5,2015,17,17,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c101C5,2016,17,17,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c101_21,2014,1199,1199,4,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,c101_21,2015,519,519,7,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,c101_21,2016,1178,1178,6,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,c104C10,2014,2181,2181,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c104C10,2015,1597,1597,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c104C10,2016,1551,1551,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c106C15,2014,1475,1475,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c106C15,2015,1276,1276,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,c106C15,2016,1502,1502,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r101_21,2014,1526,1526,5,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,r101_21,2015,1470,1470,4,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,r101_21,2016,1348,1348,5,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,r103C10,2014,797,797,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r103C10,2015,1135,1135,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r103C10,2016,863,863,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r105C15,2014,373,373,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r105C15,2015,412,412,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r105C15,2016,452,452,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r105C5,2014,22,22,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r105C5,2015,22,22,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,r105C5,2016,22,22,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc101_21,2014,1568,1568,4,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,rc101_21,2015,1515,1515,5,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,rc101_21,2016,1572,1572,1,0,0,cooperative_deadline_observed
stage03.2_cache_incremental_attempt02,rc102C10,2014,136,136,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc102C10,2015,123,123,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc102C10,2016,138,138,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc103C15,2014,848,848,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc103C15,2015,810,810,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc103C15,2016,862,862,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc105C5,2014,22,22,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc105C5,2015,22,22,0,0,0,no_deadline_boundary_observed
stage03.2_cache_incremental_attempt02,rc105C5,2016,22,22,0,0,0,no_deadline_boundary_observed
