first_run,second_run,status,first_gate_status,second_gate_status,first_run_keys,second_run_keys,configuration_match,details
results/stage02-constraint-guided_attempt12,stage02_constraint_guided_rerun05,fail,pass,fail,36/36,36/36,True,first_gate=pass; second_gate=fail; first_keys=36/36; second_keys=36/36; configuration_match=True
