instance,seed,stage02_2_objective,stage02_3_objective,stage02_2_feasible,stage02_3_feasible,stage02_2_iterations,stage02_3_iterations,stage02_2_effective_iterations,stage02_3_effective_iterations,stage02_2_exact_charging_calls,stage02_3_exact_charging_calls,stage02_2_cache_hits,stage02_2_cache_misses,stage02_2_unique_route_evaluations,stage02_3_cache_hits,stage02_3_cache_misses,stage02_3_unique_route_evaluations,stage02_2_runtime_seconds,stage02_3_runtime_seconds,stage02_2_removal_tier_counts,stage02_3_removal_tier_counts,stage02_2_failure_events,stage02_3_failure_events,stage02_2_accepted_moves,stage02_3_accepted_moves,stage02_2_constraint_statistics,stage02_3_constraint_statistics,objective_comparison,readiness_status
c104C10,2015,"[2,279.933119059,625.368886517,3]","[2,279.933119059,625.368886517,3]",True,True,1000,1000,1000,1000,1542,1833,35351,1542,1542,42374,1833,1833,0.8921963749889983,1.1211224580038106,"{""large"":0,""medium"":0,""small"":0}","{""large"":325,""medium"":1,""small"":10}",539,875,818,818,{},"{""shaw_related"":{""accepted"":3,""best"":1,""calls"":86,""candidate_proposals"":89,""distance_improvements"":1,""exact_route_evaluations"":179,""failure_reasons"":{""candidate_rejected"":83,""constraint_removal_no_change"":43,""evaluation_budget_exhausted"":40},""feasible_candidates"":3,""feasible_repairs"":3,""improved"":1,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":83,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":87,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":33,""failure_reasons"":{""candidate_rejected"":87,""constraint_removal_no_change"":80,""evaluation_budget_exhausted"":7},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":87,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":1,""calls"":84,""candidate_proposals"":85,""distance_improvements"":1,""exact_route_evaluations"":47,""failure_reasons"":{""candidate_rejected"":83,""constraint_removal_no_change"":72,""evaluation_budget_exhausted"":11},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":83,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":1,""best"":1,""calls"":79,""candidate_proposals"":80,""distance_improvements"":1,""exact_route_evaluations"":27,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":73,""evaluation_budget_exhausted"":5},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
c104C10,2016,"[2,279.933119059,625.368886517,3]","[2,279.933119059,625.368886517,3]",True,True,1000,1000,1000,1000,1723,2273,34538,1723,1723,40267,2273,2273,0.9300315419968683,1.4466076250100741,"{""large"":0,""medium"":0,""small"":0}","{""large"":323,""medium"":2,""small"":11}",453,745,834,834,{},"{""shaw_related"":{""accepted"":8,""best"":2,""calls"":87,""candidate_proposals"":95,""distance_improvements"":2,""exact_route_evaluations"":275,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":14,""evaluation_budget_exhausted"":65},""feasible_candidates"":8,""feasible_repairs"":8,""improved"":2,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":0,""calls"":78,""candidate_proposals"":79,""distance_improvements"":1,""exact_route_evaluations"":81,""failure_reasons"":{""candidate_rejected"":77,""constraint_removal_no_change"":58,""evaluation_budget_exhausted"":19},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":77,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":32,""best"":2,""calls"":87,""candidate_proposals"":119,""distance_improvements"":2,""exact_route_evaluations"":114,""failure_reasons"":{""candidate_rejected"":55,""constraint_removal_no_change"":29,""evaluation_budget_exhausted"":26},""feasible_candidates"":32,""feasible_repairs"":32,""improved"":2,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":55,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":8,""best"":1,""calls"":84,""candidate_proposals"":92,""distance_improvements"":1,""exact_route_evaluations"":75,""failure_reasons"":{""candidate_rejected"":76,""constraint_removal_no_change"":59,""evaluation_budget_exhausted"":17},""feasible_candidates"":8,""feasible_repairs"":8,""improved"":1,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":76,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
r103C10,2014,"[2,209.465301215,47.758552329,2]","[2,209.465301215,47.758552329,2]",True,True,1000,1000,1000,1000,1179,1312,24150,1179,1179,29151,1312,1312,0.5858901250030613,0.9305870419921121,"{""large"":0,""medium"":0,""small"":0}","{""large"":324,""medium"":1,""small"":11}",599,798,758,758,{},"{""shaw_related"":{""accepted"":21,""best"":0,""calls"":85,""candidate_proposals"":106,""distance_improvements"":9,""exact_route_evaluations"":76,""failure_reasons"":{""candidate_rejected"":64,""constraint_removal_no_change"":47,""evaluation_budget_exhausted"":17},""feasible_candidates"":21,""feasible_repairs"":21,""improved"":9,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":64,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":27,""best"":0,""calls"":97,""candidate_proposals"":124,""distance_improvements"":27,""exact_route_evaluations"":24,""failure_reasons"":{""candidate_rejected"":70,""constraint_removal_no_change"":66,""evaluation_budget_exhausted"":4},""feasible_candidates"":27,""feasible_repairs"":27,""improved"":27,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":70,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":50,""best"":1,""calls"":76,""candidate_proposals"":126,""distance_improvements"":1,""exact_route_evaluations"":19,""failure_reasons"":{""candidate_rejected"":26,""constraint_removal_no_change"":23,""evaluation_budget_exhausted"":3},""feasible_candidates"":50,""feasible_repairs"":50,""improved"":1,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":26,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":25,""best"":1,""calls"":78,""candidate_proposals"":103,""distance_improvements"":25,""exact_route_evaluations"":15,""failure_reasons"":{""candidate_rejected"":53,""constraint_removal_no_change"":50,""evaluation_budget_exhausted"":3},""feasible_candidates"":25,""feasible_repairs"":25,""improved"":25,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":53,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
r103C10,2015,"[2,207.051154172,49.247992351,3]","[2,207.051154172,49.247992351,3]",True,True,1000,1000,1000,1000,1913,2062,28147,1913,1913,33129,2062,2062,0.8095249999896623,1.047936374990968,"{""large"":0,""medium"":0,""small"":0}","{""large"":327,""medium"":1,""small"":8}",455,660,601,601,{},"{""shaw_related"":{""accepted"":27,""best"":0,""calls"":86,""candidate_proposals"":113,""distance_improvements"":11,""exact_route_evaluations"":87,""failure_reasons"":{""candidate_rejected"":59,""constraint_removal_no_change"":41,""evaluation_budget_exhausted"":18},""feasible_candidates"":27,""feasible_repairs"":27,""improved"":11,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":59,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":22,""best"":0,""calls"":87,""candidate_proposals"":109,""distance_improvements"":22,""exact_route_evaluations"":26,""failure_reasons"":{""candidate_rejected"":65,""constraint_removal_no_change"":59,""evaluation_budget_exhausted"":6},""feasible_candidates"":22,""feasible_repairs"":22,""improved"":22,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":65,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":43,""best"":1,""calls"":84,""candidate_proposals"":127,""distance_improvements"":1,""exact_route_evaluations"":14,""failure_reasons"":{""candidate_rejected"":41,""constraint_removal_no_change"":39,""evaluation_budget_exhausted"":2},""feasible_candidates"":43,""feasible_repairs"":43,""improved"":1,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":41,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":25,""best"":1,""calls"":79,""candidate_proposals"":104,""distance_improvements"":25,""exact_route_evaluations"":19,""failure_reasons"":{""candidate_rejected"":54,""constraint_removal_no_change"":50,""evaluation_budget_exhausted"":4},""feasible_candidates"":25,""feasible_repairs"":25,""improved"":25,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":54,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
r103C10,2016,"[2,207.051154172,49.247992351,3]","[2,207.051154172,49.247992351,3]",True,True,1000,1000,1000,1000,2158,2304,24615,2158,2158,29597,2304,2304,0.9822548329975689,1.2597618330037221,"{""large"":0,""medium"":0,""small"":0}","{""large"":328,""medium"":0,""small"":8}",497,726,710,710,{},"{""shaw_related"":{""accepted"":17,""best"":0,""calls"":87,""candidate_proposals"":104,""distance_improvements"":7,""exact_route_evaluations"":85,""failure_reasons"":{""candidate_rejected"":70,""constraint_removal_no_change"":51,""evaluation_budget_exhausted"":19},""feasible_candidates"":17,""feasible_repairs"":17,""improved"":7,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":70,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":19,""best"":0,""calls"":78,""candidate_proposals"":97,""distance_improvements"":19,""exact_route_evaluations"":18,""failure_reasons"":{""candidate_rejected"":59,""constraint_removal_no_change"":55,""evaluation_budget_exhausted"":4},""feasible_candidates"":19,""feasible_repairs"":19,""improved"":19,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":59,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":37,""best"":1,""calls"":87,""candidate_proposals"":124,""distance_improvements"":1,""exact_route_evaluations"":12,""failure_reasons"":{""candidate_rejected"":50,""constraint_removal_no_change"":49,""evaluation_budget_exhausted"":1},""feasible_candidates"":37,""feasible_repairs"":37,""improved"":1,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":50,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":20,""best"":1,""calls"":84,""candidate_proposals"":104,""distance_improvements"":20,""exact_route_evaluations"":28,""failure_reasons"":{""candidate_rejected"":64,""constraint_removal_no_change"":59,""evaluation_budget_exhausted"":5},""feasible_candidates"":20,""feasible_repairs"":20,""improved"":20,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":64,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
rc102C10,2014,"[4,423.510181924,69.382613231,3]","[4,423.510181924,69.382613231,3]",True,True,1000,1000,1000,1000,671,718,33629,671,671,35067,718,718,0.2522625409910688,0.32697329099755734,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",1832,2156,779,779,{},"{""shaw_related"":{""accepted"":11,""best"":0,""calls"":85,""candidate_proposals"":96,""distance_improvements"":5,""exact_route_evaluations"":36,""failure_reasons"":{""candidate_rejected"":74,""constraint_removal_no_change"":60,""constraint_removal_no_existing_route_insertion"":10,""evaluation_budget_exhausted"":4},""feasible_candidates"":11,""feasible_repairs"":11,""improved"":5,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":74,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":97,""candidate_proposals"":97,""distance_improvements"":0,""exact_route_evaluations"":3,""failure_reasons"":{""candidate_rejected"":97,""constraint_removal_no_change"":1,""constraint_removal_no_existing_route_insertion"":96},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":97,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":0,""best"":0,""calls"":76,""candidate_proposals"":76,""distance_improvements"":0,""exact_route_evaluations"":4,""failure_reasons"":{""candidate_rejected"":76,""constraint_removal_no_change"":76},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":76,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":1,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":71,""constraint_removal_no_existing_route_insertion"":7},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
rc102C10,2015,"[4,423.510181924,69.382613231,3]","[4,423.510181924,69.382613231,3]",True,True,1000,1000,1000,1000,658,709,34003,658,658,35479,709,709,0.24703733299975283,0.3249238749995129,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",1290,1613,786,786,{},"{""shaw_related"":{""accepted"":11,""best"":0,""calls"":86,""candidate_proposals"":97,""distance_improvements"":5,""exact_route_evaluations"":32,""failure_reasons"":{""candidate_rejected"":75,""constraint_removal_no_change"":58,""constraint_removal_no_existing_route_insertion"":12,""evaluation_budget_exhausted"":5},""feasible_candidates"":11,""feasible_repairs"":11,""improved"":5,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":75,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":87,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":3,""failure_reasons"":{""candidate_rejected"":87,""constraint_removal_no_change"":1,""constraint_removal_no_existing_route_insertion"":86},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":87,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":0,""calls"":84,""candidate_proposals"":85,""distance_improvements"":0,""exact_route_evaluations"":9,""failure_reasons"":{""candidate_rejected"":83,""constraint_removal_no_change"":82,""evaluation_budget_exhausted"":1},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":83,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":79,""candidate_proposals"":79,""distance_improvements"":0,""exact_route_evaluations"":1,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":73,""constraint_removal_no_existing_route_insertion"":6},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
rc102C10,2016,"[4,423.510181924,69.382613231,3]","[4,423.510181924,69.382613231,3]",True,True,1000,1000,1000,1000,716,764,31842,716,716,33450,764,764,0.26389149999886286,0.33673991600517184,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",1626,1947,794,794,{},"{""shaw_related"":{""accepted"":13,""best"":0,""calls"":87,""candidate_proposals"":100,""distance_improvements"":6,""exact_route_evaluations"":29,""failure_reasons"":{""candidate_rejected"":74,""constraint_removal_no_change"":59,""constraint_removal_no_existing_route_insertion"":11,""evaluation_budget_exhausted"":4},""feasible_candidates"":13,""feasible_repairs"":13,""improved"":6,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":74,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":3,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":1,""constraint_removal_no_existing_route_insertion"":77},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":0,""calls"":87,""candidate_proposals"":88,""distance_improvements"":0,""exact_route_evaluations"":9,""failure_reasons"":{""candidate_rejected"":86,""constraint_removal_no_change"":85,""evaluation_budget_exhausted"":1},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":86,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":84,""candidate_proposals"":84,""distance_improvements"":0,""exact_route_evaluations"":1,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":84},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
c106C15,2014,"[3,275.133168873,437.989595186,2]","[3,275.133168873,437.989595186,2]",True,True,1000,1000,1000,1000,3440,4008,103751,3440,3440,110258,4008,4008,1.3614598339918302,1.8954737919993931,"{""large"":0,""medium"":0,""small"":0}","{""large"":326,""medium"":1,""small"":9}",2250,2546,795,795,{},"{""shaw_related"":{""accepted"":16,""best"":2,""calls"":85,""candidate_proposals"":101,""distance_improvements"":9,""exact_route_evaluations"":237,""failure_reasons"":{""candidate_rejected"":69,""constraint_removal_no_change"":16,""evaluation_budget_exhausted"":53},""feasible_candidates"":16,""feasible_repairs"":16,""improved"":10,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":69,""vehicle_reductions"":1,""weight"":1.0},""station_pressure"":{""accepted"":7,""best"":1,""calls"":97,""candidate_proposals"":104,""distance_improvements"":3,""exact_route_evaluations"":132,""failure_reasons"":{""candidate_rejected"":90,""constraint_removal_no_change"":63,""evaluation_budget_exhausted"":27},""feasible_candidates"":7,""feasible_repairs"":7,""improved"":3,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":90,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":8,""best"":0,""calls"":76,""candidate_proposals"":84,""distance_improvements"":4,""exact_route_evaluations"":101,""failure_reasons"":{""candidate_rejected"":68,""constraint_removal_no_change"":48,""evaluation_budget_exhausted"":20},""feasible_candidates"":8,""feasible_repairs"":8,""improved"":4,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":68,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":3,""best"":0,""calls"":78,""candidate_proposals"":81,""distance_improvements"":0,""exact_route_evaluations"":91,""failure_reasons"":{""candidate_rejected"":75,""constraint_removal_no_change"":56,""evaluation_budget_exhausted"":19},""feasible_candidates"":3,""feasible_repairs"":3,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":75,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
c106C15,2015,"[3,275.133168873,437.989595186,2]","[3,298.193048757,466.827628929,2]",True,True,1000,1000,1000,1000,5232,4394,99862,5232,5232,103102,4394,4394,1.9548244170000544,1.9588257919967873,"{""large"":0,""medium"":0,""small"":0}","{""large"":323,""medium"":1,""small"":12}",1620,2502,806,719,{},"{""shaw_related"":{""accepted"":1,""best"":0,""calls"":86,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":98,""failure_reasons"":{""candidate_rejected"":85,""constraint_removal_no_change"":67,""evaluation_budget_exhausted"":18},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":0,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":85,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":1,""calls"":87,""candidate_proposals"":88,""distance_improvements"":1,""exact_route_evaluations"":31,""failure_reasons"":{""candidate_rejected"":86,""constraint_removal_no_change"":74,""constraint_removal_no_existing_route_insertion"":5,""evaluation_budget_exhausted"":7},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":86,""vehicle_reductions"":1,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":0,""calls"":84,""candidate_proposals"":85,""distance_improvements"":1,""exact_route_evaluations"":22,""failure_reasons"":{""candidate_rejected"":83,""constraint_removal_no_change"":78,""evaluation_budget_exhausted"":5},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":83,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":79,""candidate_proposals"":79,""distance_improvements"":0,""exact_route_evaluations"":25,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":74,""evaluation_budget_exhausted"":5},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":0,""weight"":1.0}}",worse,objective_regression
c106C15,2016,"[3,275.133168873,437.989595186,2]","[3,275.133168873,437.989595186,2]",True,True,1000,1000,1000,1000,4416,4930,96159,4416,4416,103619,4930,4930,1.7740358329901937,2.142968500003917,"{""large"":0,""medium"":0,""small"":0}","{""large"":324,""medium"":2,""small"":10}",1503,1817,684,684,{},"{""shaw_related"":{""accepted"":7,""best"":1,""calls"":87,""candidate_proposals"":94,""distance_improvements"":3,""exact_route_evaluations"":241,""failure_reasons"":{""candidate_rejected"":80,""constraint_removal_no_change"":27,""constraint_removal_no_existing_route_insertion"":2,""evaluation_budget_exhausted"":51},""feasible_candidates"":7,""feasible_repairs"":7,""improved"":3,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":80,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":1,""calls"":78,""candidate_proposals"":79,""distance_improvements"":1,""exact_route_evaluations"":96,""failure_reasons"":{""candidate_rejected"":77,""constraint_removal_no_change"":54,""evaluation_budget_exhausted"":23},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":77,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":3,""best"":0,""calls"":87,""candidate_proposals"":90,""distance_improvements"":1,""exact_route_evaluations"":100,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":62,""evaluation_budget_exhausted"":22},""feasible_candidates"":3,""feasible_repairs"":3,""improved"":1,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":5,""best"":1,""calls"":84,""candidate_proposals"":89,""distance_improvements"":3,""exact_route_evaluations"":70,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":65,""evaluation_budget_exhausted"":14},""feasible_candidates"":5,""feasible_repairs"":5,""improved"":3,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":1,""weight"":1.0}}",equal,ready
r105C15,2014,"[4,336.1536021,80.684092212,4]","[4,336.1536021,80.684092212,4]",True,True,1000,1000,1000,1000,2258,2345,75018,2258,2258,77999,2345,2345,1.5548292500025127,1.7871513749996666,"{""large"":0,""medium"":0,""small"":0}","{""large"":326,""medium"":1,""small"":9}",1695,2027,884,884,{},"{""shaw_related"":{""accepted"":0,""best"":0,""calls"":85,""candidate_proposals"":85,""distance_improvements"":0,""exact_route_evaluations"":50,""failure_reasons"":{""candidate_rejected"":85,""constraint_removal_no_change"":68,""constraint_removal_no_existing_route_insertion"":10,""evaluation_budget_exhausted"":7},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":85,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":97,""candidate_proposals"":97,""distance_improvements"":0,""exact_route_evaluations"":3,""failure_reasons"":{""candidate_rejected"":97,""constraint_removal_no_existing_route_insertion"":97},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":97,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":1,""calls"":76,""candidate_proposals"":77,""distance_improvements"":1,""exact_route_evaluations"":18,""failure_reasons"":{""candidate_rejected"":75,""constraint_removal_no_change"":71,""evaluation_budget_exhausted"":4},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":75,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":1,""best"":1,""calls"":78,""candidate_proposals"":79,""distance_improvements"":1,""exact_route_evaluations"":9,""failure_reasons"":{""candidate_rejected"":77,""constraint_removal_no_existing_route_insertion"":76,""evaluation_budget_exhausted"":1},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":77,""vehicle_reductions"":1,""weight"":1.0}}",equal,ready
