run_label,instance,seed,metric,value
stage03.2_cache_incremental_attempt03,rc105C5,2014,cache_oversize_not_cached,0
stage03.2_cache_incremental_attempt03,rc105C5,2014,cache_stores,22
stage03.2_cache_incremental_attempt03,rc105C5,2014,incremental_fallbacks,0
stage03.2_cache_incremental_attempt03,rc105C5,2014,incremental_propagations,27
stage03.2_cache_incremental_attempt03,rc105C5,2015,cache_evictions,0
stage03.2_cache_incremental_attempt03,rc105C5,2015,cache_hits,3376
stage03.2_cache_incremental_attempt03,rc105C5,2015,cache_lookups,3398
stage03.2_cache_incremental_attempt03,rc105C5,2015,cache_misses,22
stage03.2_cache_incremental_attempt03,rc105C5,2015,cache_oversize_not_cached,0
stage03.2_cache_incremental_attempt03,rc105C5,2015,cache_stores,22
stage03.2_cache_incremental_attempt03,rc105C5,2015,incremental_fallbacks,0
stage03.2_cache_incremental_attempt03,rc105C5,2015,incremental_propagations,27
stage03.2_cache_incremental_attempt03,rc105C5,2016,cache_evictions,0
stage03.2_cache_incremental_attempt03,rc105C5,2016,cache_hits,3438
stage03.2_cache_incremental_attempt03,rc105C5,2016,cache_lookups,3460
stage03.2_cache_incremental_attempt03,rc105C5,2016,cache_misses,22
stage03.2_cache_incremental_attempt03,rc105C5,2016,cache_oversize_not_cached,0
stage03.2_cache_incremental_attempt03,rc105C5,2016,cache_stores,22
stage03.2_cache_incremental_attempt03,rc105C5,2016,incremental_fallbacks,0
stage03.2_cache_incremental_attempt03,rc105C5,2016,incremental_propagations,27
