run_label,instance,seed,started_calls,completed_calls,exact_calls,cache_hits,precomputed_routes,deadline_events,screening_calls,screening_passes,screening_rejections,screening_cache_hits,screening_exact_call_blocked,screening_reason_counts,cache_incremental_counts,reconciliation_status,reconciliation_checks
stage03.2_cache_incremental_attempt02,r105C15,2016,452,452,452,35557,14,0,170327,47801,4237,118289,122526,"{""forward_time_window_prefilter"": 122521, ""single_segment_energy_prefilter"": 5}","{""cache_evictions"": 0, ""cache_hits"": 35557, ""cache_lookups"": 36009, ""cache_misses"": 452, ""cache_oversize_not_cached"": 0, ""cache_stores"": 452, ""incremental_fallbacks"": 0, ""incremental_propagations"": 42}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,r105C5,2014,22,22,22,5854,0,0,13851,7461,52,6338,6390,"{""forward_time_window_prefilter"": 6390}","{""cache_evictions"": 0, ""cache_hits"": 5854, ""cache_lookups"": 5876, ""cache_misses"": 22, ""cache_oversize_not_cached"": 0, ""cache_stores"": 22, ""incremental_fallbacks"": 0, ""incremental_propagations"": 21}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,r105C5,2015,22,22,22,5843,0,0,13700,7449,52,6199,6251,"{""forward_time_window_prefilter"": 6251}","{""cache_evictions"": 0, ""cache_hits"": 5843, ""cache_lookups"": 5865, ""cache_misses"": 22, ""cache_oversize_not_cached"": 0, ""cache_stores"": 22, ""incremental_fallbacks"": 0, ""incremental_propagations"": 21}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,r105C5,2016,22,22,22,5907,0,0,14034,7589,49,6396,6445,"{""forward_time_window_prefilter"": 6445}","{""cache_evictions"": 0, ""cache_hits"": 5907, ""cache_lookups"": 5929, ""cache_misses"": 22, ""cache_oversize_not_cached"": 0, ""cache_stores"": 22, ""incremental_fallbacks"": 0, ""incremental_propagations"": 21}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc101_21,2014,1568,1568,1568,17482,135,4,413423,72070,44122,297231,341353,"{""capacity_prefilter"": 12348, ""forward_time_window_prefilter"": 328936, ""single_segment_energy_prefilter"": 69}","{""cache_evictions"": 0, ""cache_hits"": 17482, ""cache_lookups"": 19050, ""cache_misses"": 1568, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1568, ""incremental_fallbacks"": 0, ""incremental_propagations"": 40}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc101_21,2015,1515,1515,1515,18605,135,5,487646,73027,49779,364840,414619,"{""capacity_prefilter"": 16815, ""forward_time_window_prefilter"": 397728, ""single_segment_energy_prefilter"": 76}","{""cache_evictions"": 0, ""cache_hits"": 18605, ""cache_lookups"": 20120, ""cache_misses"": 1515, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1515, ""incremental_fallbacks"": 0, ""incremental_propagations"": 40}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc101_21,2016,1572,1572,1572,18849,115,1,387395,72872,43629,270894,314523,"{""capacity_prefilter"": 9764, ""forward_time_window_prefilter"": 304622, ""single_segment_energy_prefilter"": 137}","{""cache_evictions"": 0, ""cache_hits"": 18849, ""cache_lookups"": 20421, ""cache_misses"": 1572, ""cache_oversize_not_cached"": 0, ""cache_stores"": 1572, ""incremental_fallbacks"": 0, ""incremental_propagations"": 40}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc102C10,2014,136,136,136,19895,30,0,74063,25906,742,47415,48157,"{""forward_time_window_prefilter"": 48157}","{""cache_evictions"": 0, ""cache_hits"": 19895, ""cache_lookups"": 20031, ""cache_misses"": 136, ""cache_oversize_not_cached"": 0, ""cache_stores"": 136, ""incremental_fallbacks"": 0, ""incremental_propagations"": 33}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc102C10,2015,123,123,123,20091,31,0,74043,26088,739,47216,47955,"{""forward_time_window_prefilter"": 47955}","{""cache_evictions"": 0, ""cache_hits"": 20091, ""cache_lookups"": 20214, ""cache_misses"": 123, ""cache_oversize_not_cached"": 0, ""cache_stores"": 123, ""incremental_fallbacks"": 0, ""incremental_propagations"": 34}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc102C10,2016,138,138,138,19395,32,0,74407,25815,876,47716,48592,"{""forward_time_window_prefilter"": 48592}","{""cache_evictions"": 0, ""cache_hits"": 19395, ""cache_lookups"": 19533, ""cache_misses"": 138, ""cache_oversize_not_cached"": 0, ""cache_stores"": 138, ""incremental_fallbacks"": 0, ""incremental_propagations"": 34}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc103C15,2014,848,848,848,50734,16,0,183047,77031,2348,103668,106016,"{""forward_time_window_prefilter"": 105558, ""single_segment_energy_prefilter"": 458}","{""cache_evictions"": 0, ""cache_hits"": 50734, ""cache_lookups"": 51582, ""cache_misses"": 848, ""cache_oversize_not_cached"": 0, ""cache_stores"": 848, ""incremental_fallbacks"": 0, ""incremental_propagations"": 38}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc103C15,2015,810,810,810,52046,24,0,184268,78263,2297,103708,106005,"{""forward_time_window_prefilter"": 105571, ""single_segment_energy_prefilter"": 434}","{""cache_evictions"": 0, ""cache_hits"": 52046, ""cache_lookups"": 52856, ""cache_misses"": 810, ""cache_oversize_not_cached"": 0, ""cache_stores"": 810, ""incremental_fallbacks"": 0, ""incremental_propagations"": 38}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc103C15,2016,862,862,862,51860,56,0,182830,78556,2277,101997,104274,"{""forward_time_window_prefilter"": 103824, ""single_segment_energy_prefilter"": 450}","{""cache_evictions"": 0, ""cache_hits"": 51860, ""cache_lookups"": 52722, ""cache_misses"": 862, ""cache_oversize_not_cached"": 0, ""cache_stores"": 862, ""incremental_fallbacks"": 0, ""incremental_propagations"": 38}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc105C5,2014,22,22,22,5245,55,0,13590,6695,65,6830,6895,"{""forward_time_window_prefilter"": 6895}","{""cache_evictions"": 0, ""cache_hits"": 5245, ""cache_lookups"": 5267, ""cache_misses"": 22, ""cache_oversize_not_cached"": 0, ""cache_stores"": 22, ""incremental_fallbacks"": 0, ""incremental_propagations"": 27}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc105C5,2015,22,22,22,5232,63,0,13573,6707,60,6806,6866,"{""forward_time_window_prefilter"": 6866}","{""cache_evictions"": 0, ""cache_hits"": 5232, ""cache_lookups"": 5254, ""cache_misses"": 22, ""cache_oversize_not_cached"": 0, ""cache_stores"": 22, ""incremental_fallbacks"": 0, ""incremental_propagations"": 27}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
stage03.2_cache_incremental_attempt02,rc105C5,2016,22,22,22,5265,71,0,13650,6662,61,6927,6988,"{""forward_time_window_prefilter"": 6988}","{""cache_evictions"": 0, ""cache_hits"": 5265, ""cache_lookups"": 5287, ""cache_misses"": 22, ""cache_oversize_not_cached"": 0, ""cache_stores"": 22, ""incremental_fallbacks"": 0, ""incremental_propagations"": 27}",pass,"{""accepted_moves_equal_result"": true, ""cache_evictions_equal_result"": true, ""cache_hits_equal_result"": true, ""cache_lookups_equal_result"": true, ""cache_misses_equal_result"": true, ""cache_oversize_not_cached_equal_result"": true, ""cache_stores_equal_result"": true, ""completed_calls_equal_result"": true, ""exact_calls_equal_result"": true, ""improving_moves_equal_result"": true, ""incremental_fallbacks_equal_result"": true, ""incremental_propagations_equal_result"": true, ""legacy_candidate_states_equal_effective_iterations"": true, ""operator_calls_equal_result"": true, ""rejected_moves_equal_result"": true, ""screening_cache_hits_equal_result"": true, ""screening_calls_equal_result"": true, ""screening_exact_call_blocked_equal_result"": true, ""screening_passes_equal_result"": true, ""screening_reason_counts_equal_result"": true, ""screening_rejections_equal_result"": true, ""started_calls_not_less_than_completed"": true, ""unique_routes_equal_result"": true}"
