instance,seed,stage02_2_objective,stage02_3_objective,stage02_2_feasible,stage02_3_feasible,stage02_2_iterations,stage02_3_iterations,stage02_2_effective_iterations,stage02_3_effective_iterations,stage02_2_exact_charging_calls,stage02_3_exact_charging_calls,stage02_2_cache_hits,stage02_2_cache_misses,stage02_2_unique_route_evaluations,stage02_3_cache_hits,stage02_3_cache_misses,stage02_3_unique_route_evaluations,stage02_2_runtime_seconds,stage02_3_runtime_seconds,stage02_2_removal_tier_counts,stage02_3_removal_tier_counts,stage02_2_failure_events,stage02_3_failure_events,stage02_2_accepted_moves,stage02_3_accepted_moves,stage02_2_constraint_statistics,stage02_3_constraint_statistics,objective_comparison,readiness_status
c101C5,2014,"[2,257.747451864,472.556700052,3]","[2,257.747451864,472.556700052,3]",True,True,1000,1000,1000,1000,60,60,5014,60,60,5437,60,60,0.04871708400605712,0.07772637499147095,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",406,741,755,755,{},"{""shaw_related"":{""accepted"":1,""best"":1,""calls"":85,""candidate_proposals"":86,""distance_improvements"":1,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":84},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":97,""candidate_proposals"":97,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":97,""constraint_removal_no_change"":97},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":97,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":0,""best"":0,""calls"":76,""candidate_proposals"":76,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":76,""constraint_removal_no_change"":76},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":76,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":78},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
c101C5,2015,"[2,257.747451864,472.556700052,3]","[2,257.747451864,472.556700052,3]",True,True,1000,1000,1000,1000,60,60,4762,60,60,5197,60,60,0.04772950000187848,0.07466416699753609,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",386,721,779,779,{},"{""shaw_related"":{""accepted"":1,""best"":1,""calls"":86,""candidate_proposals"":87,""distance_improvements"":1,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":85,""constraint_removal_no_change"":85},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":85,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":87,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":87,""constraint_removal_no_change"":87},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":87,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":0,""best"":0,""calls"":84,""candidate_proposals"":84,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":84},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":79,""candidate_proposals"":79,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":79},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
c101C5,2016,"[2,257.747451864,472.556700052,3]","[2,257.747451864,472.556700052,3]",True,True,1000,1000,1000,1000,60,60,4906,60,60,5343,60,60,0.047304541993071325,0.07419708400266245,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",371,706,763,763,{},"{""shaw_related"":{""accepted"":1,""best"":1,""calls"":87,""candidate_proposals"":88,""distance_improvements"":1,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":86,""constraint_removal_no_change"":86},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":86,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":78},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":0,""best"":0,""calls"":87,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":87,""constraint_removal_no_change"":87},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":87,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":84,""candidate_proposals"":84,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":84},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
r105C5,2014,"[2,156.082069464,44.159902941,2]","[2,156.082069464,44.159902941,2]",True,True,1000,1000,1000,1000,58,58,7363,58,58,7848,58,58,0.0409693330002483,0.06901445900439285,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",377,712,876,876,{},"{""shaw_related"":{""accepted"":0,""best"":0,""calls"":85,""candidate_proposals"":85,""distance_improvements"":0,""exact_route_evaluations"":1,""failure_reasons"":{""candidate_rejected"":85,""constraint_removal_no_change"":85},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":85,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":97,""candidate_proposals"":97,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":97,""constraint_removal_no_change"":97},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":97,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":0,""calls"":76,""candidate_proposals"":77,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":75,""constraint_removal_no_change"":75},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":0,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":75,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":78},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
r105C5,2015,"[2,156.082069464,44.159902941,2]","[2,156.082069464,44.159902941,2]",True,True,1000,1000,1000,1000,58,58,7325,58,58,7820,58,58,0.04053395800292492,0.06841204199008644,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",307,642,890,890,{},"{""shaw_related"":{""accepted"":0,""best"":0,""calls"":86,""candidate_proposals"":86,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":86,""constraint_removal_no_change"":86},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":86,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":87,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":87,""constraint_removal_no_change"":87},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":87,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":0,""calls"":84,""candidate_proposals"":85,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":83,""constraint_removal_no_change"":83},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":83,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":79,""candidate_proposals"":79,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":79},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
r105C5,2016,"[2,156.082069464,44.159902941,2]","[2,156.082069464,44.159902941,2]",True,True,1000,1000,1000,1000,58,58,7392,58,58,7887,58,58,0.041182333006872796,0.06961599999340251,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",300,635,881,881,{},"{""shaw_related"":{""accepted"":0,""best"":0,""calls"":87,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":87,""constraint_removal_no_change"":87},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":87,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":78},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":1,""best"":0,""calls"":87,""candidate_proposals"":88,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":86,""constraint_removal_no_change"":86},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":86,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":84,""candidate_proposals"":84,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":84},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
rc105C5,2014,"[2,241.296391877,59.789763586,3]","[2,241.296391877,59.789763586,3]",True,True,1000,1000,1000,1000,50,54,6840,50,50,7434,54,54,0.04419045899703633,0.0749365000083344,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",314,623,916,916,{},"{""shaw_related"":{""accepted"":15,""best"":0,""calls"":85,""candidate_proposals"":100,""distance_improvements"":0,""exact_route_evaluations"":3,""failure_reasons"":{""candidate_rejected"":70,""constraint_removal_no_change"":54,""constraint_removal_no_existing_route_insertion"":16},""feasible_candidates"":15,""feasible_repairs"":15,""improved"":0,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":70,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":1,""calls"":97,""candidate_proposals"":98,""distance_improvements"":1,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":96,""constraint_removal_no_change"":9,""constraint_removal_no_existing_route_insertion"":87},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":96,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":11,""best"":0,""calls"":76,""candidate_proposals"":87,""distance_improvements"":0,""exact_route_evaluations"":1,""failure_reasons"":{""candidate_rejected"":65,""constraint_removal_no_change"":65},""feasible_candidates"":11,""feasible_repairs"":11,""improved"":0,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":65,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":9,""constraint_removal_no_existing_route_insertion"":69},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
rc105C5,2015,"[2,241.296391877,59.789763586,3]","[2,241.296391877,59.789763586,3]",True,True,1000,1000,1000,1000,50,54,6763,50,50,7402,54,54,0.04434579199005384,0.07495066699630115,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",317,622,923,923,{},"{""shaw_related"":{""accepted"":16,""best"":0,""calls"":86,""candidate_proposals"":102,""distance_improvements"":0,""exact_route_evaluations"":4,""failure_reasons"":{""candidate_rejected"":70,""constraint_removal_no_change"":54,""constraint_removal_no_existing_route_insertion"":16},""feasible_candidates"":16,""feasible_repairs"":16,""improved"":0,""new_routes_created"":0,""prefilter_passed"":172,""prefilter_rejected"":0,""rejected"":70,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":1,""calls"":87,""candidate_proposals"":88,""distance_improvements"":1,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":86,""constraint_removal_no_change"":4,""constraint_removal_no_existing_route_insertion"":82},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":86,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":14,""best"":0,""calls"":84,""candidate_proposals"":98,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":70,""constraint_removal_no_change"":70},""feasible_candidates"":14,""feasible_repairs"":14,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":70,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":79,""candidate_proposals"":79,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":79,""constraint_removal_no_change"":7,""constraint_removal_no_existing_route_insertion"":72},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":158,""prefilter_rejected"":0,""rejected"":79,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
rc105C5,2016,"[2,241.296391877,59.789763586,3]","[2,241.296391877,59.789763586,3]",True,True,1000,1000,1000,1000,50,54,6946,50,50,7551,54,54,0.04540800000540912,0.07382916699862108,"{""large"":0,""medium"":0,""small"":0}","{""large"":332,""medium"":0,""small"":4}",324,625,900,900,{},"{""shaw_related"":{""accepted"":20,""best"":0,""calls"":87,""candidate_proposals"":107,""distance_improvements"":0,""exact_route_evaluations"":5,""failure_reasons"":{""candidate_rejected"":67,""constraint_removal_no_change"":49,""constraint_removal_no_existing_route_insertion"":18},""feasible_candidates"":20,""feasible_repairs"":20,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":67,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":1,""calls"":78,""candidate_proposals"":79,""distance_improvements"":1,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":77,""constraint_removal_no_existing_route_insertion"":77},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":77,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":14,""best"":0,""calls"":87,""candidate_proposals"":101,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":73,""constraint_removal_no_change"":73},""feasible_candidates"":14,""feasible_repairs"":14,""improved"":0,""new_routes_created"":0,""prefilter_passed"":174,""prefilter_rejected"":0,""rejected"":73,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":84,""candidate_proposals"":84,""distance_improvements"":0,""exact_route_evaluations"":0,""failure_reasons"":{""candidate_rejected"":84,""constraint_removal_no_change"":1,""constraint_removal_no_existing_route_insertion"":83},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":168,""prefilter_rejected"":0,""rejected"":84,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
c104C10,2014,"[2,273.931237129,589.151039592,3]","[2,273.931237129,589.151039592,3]",True,True,1000,1000,1000,1000,2050,2456,34811,2050,2050,41229,2456,2456,1.1034339999896474,1.3954361670039361,"{""large"":0,""medium"":0,""small"":0}","{""large"":324,""medium"":1,""small"":11}",575,905,794,794,{},"{""shaw_related"":{""accepted"":3,""best"":0,""calls"":85,""candidate_proposals"":88,""distance_improvements"":0,""exact_route_evaluations"":252,""failure_reasons"":{""candidate_rejected"":82,""constraint_removal_no_change"":23,""evaluation_budget_exhausted"":59},""feasible_candidates"":3,""feasible_repairs"":3,""improved"":0,""new_routes_created"":0,""prefilter_passed"":170,""prefilter_rejected"":0,""rejected"":82,""vehicle_reductions"":0,""weight"":1.0},""station_pressure"":{""accepted"":1,""best"":1,""calls"":97,""candidate_proposals"":98,""distance_improvements"":1,""exact_route_evaluations"":60,""failure_reasons"":{""candidate_rejected"":96,""constraint_removal_no_change"":82,""evaluation_budget_exhausted"":14},""feasible_candidates"":1,""feasible_repairs"":1,""improved"":1,""new_routes_created"":0,""prefilter_passed"":194,""prefilter_rejected"":0,""rejected"":96,""vehicle_reductions"":0,""weight"":1.0},""time_window_conflict"":{""accepted"":2,""best"":1,""calls"":76,""candidate_proposals"":78,""distance_improvements"":2,""exact_route_evaluations"":58,""failure_reasons"":{""candidate_rejected"":74,""constraint_removal_no_change"":61,""evaluation_budget_exhausted"":13},""feasible_candidates"":2,""feasible_repairs"":2,""improved"":2,""new_routes_created"":0,""prefilter_passed"":152,""prefilter_rejected"":0,""rejected"":74,""vehicle_reductions"":0,""weight"":1.0},""worst_energy_detour"":{""accepted"":0,""best"":0,""calls"":78,""candidate_proposals"":78,""distance_improvements"":0,""exact_route_evaluations"":39,""failure_reasons"":{""candidate_rejected"":78,""constraint_removal_no_change"":70,""evaluation_budget_exhausted"":8},""feasible_candidates"":0,""feasible_repairs"":0,""improved"":0,""new_routes_created"":0,""prefilter_passed"":156,""prefilter_rejected"":0,""rejected"":78,""vehicle_reductions"":0,""weight"":1.0}}",equal,ready
