instance,algorithm,runs,feasible_runs,feasibility_rate,best_objective_key,best_vehicle_count,best_total_distance,best_total_charging_time,best_charging_count,mean_vehicle_count,median_vehicle_count,worst_vehicle_count,standard_deviation_vehicle_count,mean_total_distance,median_total_distance,worst_total_distance,standard_deviation_total_distance,mean_total_charging_time,median_total_charging_time,worst_total_charging_time,standard_deviation_total_charging_time,mean_charging_count,median_charging_count,worst_charging_count,standard_deviation_charging_count,mean_runtime_seconds,median_runtime_seconds,worst_runtime_seconds,standard_deviation_runtime_seconds,mean_iterations,median_iterations,worst_iterations,standard_deviation_iterations
c101C5,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[2,257.747451864,472.556700052,3]",2,257.7474518641999,472.55670005197175,3,2.0,2.0,2.0,0.0,257.7474518641999,257.7474518641999,257.7474518641999,0.0,472.55670005197175,472.55670005197175,472.55670005197175,0.0,3.0,3.0,3.0,0.0,0.26172572233190294,0.25637537500006147,0.2930937079945579,0.023731092441611187,1000.0,1000.0,1000.0,0.0
c101_21,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[12,1056.725378548,1379.753760032,8]",12,1056.7253785479868,1379.7537600322198,8,12.0,12.0,12.0,0.0,1065.3898657238954,1066.4668384831202,1072.9773801405793,6.678412570089358,1329.3986410774476,1379.7537600322198,1386.4159516285367,75.97247379900135,7.666666666666667,8.0,8.0,0.4714045207910317,30.009589222667273,30.004724917002022,30.023564959003124,0.010033291992152625,38.0,40.0,41.0,3.559026084010437
c104C10,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[2,273.931237129,589.151039592,3]",2,273.9312371287162,589.1510395919971,3,2.0,2.0,2.0,0.0,275.15312646067366,273.9312371287162,277.5969051245886,1.7280124649732556,579.1882900142712,589.1510395919971,589.1510395919971,14.089455571346877,3.0,3.0,3.0,0.0,1.675955097336555,1.6756929170078365,2.0493986250075977,0.30480838522048037,1000.0,1000.0,1000.0,0.0
c106C15,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[3,275.133168873,437.989595186,2]",3,275.1331688731623,437.989595186203,2,3.0,3.0,3.0,0.0,282.8197955011379,275.1331688731623,298.1930487570892,10.87053162618131,447.60227310060736,437.989595186203,466.82762892941594,13.594379477274888,2.0,2.0,2.0,0.0,2.255901250008416,2.278441875008866,2.666236375007429,0.3446081879086085,1000.0,1000.0,1000.0,0.0
r101_21,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[20,1799.548688513,463.254013128,27]",20,1799.5486885134083,463.25401312804536,27,20.333333333333332,20.0,21.0,0.4714045207910317,1797.5812694844965,1799.5486885134083,1804.7853927488916,6.8285507901708975,444.56773409001016,447.7886502305791,463.25401312804536,16.727985788944096,26.0,26.0,27.0,0.816496580927726,30.191528888666653,30.205593291000696,30.36322908299917,0.14627286091585448,74.0,57.0,113.0,27.65260686927485
r103C10,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[2,207.051154172,49.247992351,3]",2,207.0511541721048,49.24799235093133,3,2.0,2.0,2.0,0.0,207.0511541721048,207.0511541721048,207.0511541721048,0.0,49.24799235093133,49.24799235093133,49.24799235093133,0.0,3.0,3.0,3.0,0.0,1.1829940419944858,1.1744252499920549,1.2591380419908091,0.05898514408232771,1000.0,1000.0,1000.0,0.0
r105C15,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[4,336.1536021,80.684092212,4]",4,336.1536020996758,80.68409221221032,4,4.0,4.0,4.0,0.0,336.1536020996758,336.1536020996758,336.1536020996758,0.0,80.68409221221032,80.68409221221032,80.68409221221032,0.0,4.0,4.0,4.0,0.0,2.199251917001675,2.296547042002203,2.326371667004423,0.15915171829878325,1000.0,1000.0,1000.0,0.0
r105C5,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[2,156.082069464,44.159902941,2]",2,156.08206946417084,44.159902941361445,2,2.0,2.0,2.0,0.0,156.08206946417084,156.08206946417084,156.08206946417084,0.0,44.159902941361445,44.159902941361445,44.159902941361445,0.0,2.0,2.0,2.0,0.0,0.10431641633234297,0.10451350000221282,0.1218788330006646,0.014420785617375288,1000.0,1000.0,1000.0,0.0
rc101_21,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[19,2009.054600594,372.43380345,23]",19,2009.0546005938004,372.43380344982495,23,19.333333333333332,19.0,20.0,0.4714045207910317,2026.8100990976764,2009.0546005938004,2081.84874331674,39.72632644738986,371.6315888836078,372.43380344982495,403.11040949287616,26.0360322576341,21.666666666666668,22.0,23.0,1.247219128924647,30.009943721995416,30.01172774999577,30.017684957987512,0.007161008884163206,52.0,57.0,58.0,7.788880963698615
rc102C10,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[4,423.510181924,69.382613231,3]",4,423.5101819239308,69.38261323056489,3,4.0,4.0,4.0,0.0,423.5101819239308,423.5101819239308,423.5101819239308,0.0,69.38261323056489,69.38261323056489,69.38261323056489,0.0,3.0,3.0,3.0,0.0,0.7244992079989364,0.7214398749929387,0.7435218330065254,0.014445835295440801,1000.0,1000.0,1000.0,0.0
rc103C15,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[4,397.669856913,67.687714099,4]",4,397.6698569130491,67.68771409904316,4,4.0,4.0,4.0,0.0,397.66985691304916,397.6698569130491,397.6698569130491,0.0,67.68771409904316,67.68771409904316,67.68771409904316,0.0,4.0,4.0,4.0,0.0,2.7591639723298917,2.682764249999309,2.945616124998196,0.13255547295387182,1000.0,1000.0,1000.0,0.0
rc105C5,ALNS_STAGE02_ROUTE_QUALITY,3,3,1.0,"[2,241.296391877,59.789763586,3]",2,241.29639187672765,59.789763585628236,3,2.0,2.0,2.0,0.0,241.29639187672765,241.29639187672765,241.29639187672765,0.0,59.789763585628236,59.789763585628236,59.789763585628236,0.0,3.0,3.0,3.0,0.0,0.08655706932768226,0.08654737498727627,0.08927104200120084,0.002212002332411652,1000.0,1000.0,1000.0,0.0
