instance,algorithm,runs,feasible_runs,feasibility_rate,best_objective_key,best_vehicle_count,best_total_distance,best_total_charging_time,best_charging_count,mean_vehicle_count,median_vehicle_count,worst_vehicle_count,standard_deviation_vehicle_count,mean_total_distance,median_total_distance,worst_total_distance,standard_deviation_total_distance,mean_total_charging_time,median_total_charging_time,worst_total_charging_time,standard_deviation_total_charging_time,mean_charging_count,median_charging_count,worst_charging_count,standard_deviation_charging_count,mean_runtime_seconds,median_runtime_seconds,worst_runtime_seconds,standard_deviation_runtime_seconds,mean_iterations,median_iterations,worst_iterations,standard_deviation_iterations
c101C5,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[2,257.747451864,472.556700052,3]",2,257.7474518641999,472.55670005197175,3,2.0,2.0,2.0,0.0,257.7474518641999,257.7474518641999,257.7474518641999,0.0,472.55670005197175,472.55670005197175,472.55670005197175,0.0,3.0,3.0,3.0,0.0,0.0743399026687257,0.07449549999728333,0.07476308300101664,0.0004235861592755709,1000.0,1000.0,1000.0,0.0
c101_21,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[12,1055.920259047,1386.415951629,8]",12,1055.9202590469108,1386.4159516285367,8,12.0,12.0,12.0,0.0,1062.8618914331591,1055.9202590469108,1076.7451562056556,9.816950665640592,1332.7144308589852,1386.4159516285367,1386.4159516285367,75.94541899235998,7.666666666666667,8.0,8.0,0.4714045207910317,30.0083995553335,30.00797608299763,30.01157079199038,0.0024349044825184053,25.0,24.0,29.0,2.943920288775949
c104C10,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[2,273.931237129,589.151039592,3]",2,273.9312371287162,589.1510395919971,3,2.0,2.0,2.0,0.0,277.93249174868214,279.9331190586651,279.9331190586651,2.829314275031924,613.2962708750043,625.368886516508,625.368886516508,17.073256773532012,3.0,3.0,3.0,0.0,1.0307117639943801,0.9816756249929313,1.189260999992257,0.114797679386285,1000.0,1000.0,1000.0,0.0
c106C15,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[3,275.133168873,437.989595186,2]",3,275.1331688731623,437.989595186203,2,3.0,3.0,3.0,0.0,275.1331688731623,275.1331688731623,275.1331688731623,0.0,437.98959518620296,437.989595186203,437.989595186203,0.0,2.0,2.0,2.0,0.0,1.7756836946597712,1.8416902079916326,2.037944208990666,0.24555832886836734,1000.0,1000.0,1000.0,0.0
r101_21,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[20,1799.548688513,463.254013128,27]",20,1799.5486885134083,463.25401312804536,27,20.666666666666668,21.0,21.0,0.4714045207910317,1812.683201209865,1819.2504575580936,1819.2504575580936,9.28750299524546,449.3485036151181,442.39574885865443,463.25401312804536,9.83268007244493,26.333333333333332,26.0,27.0,0.4714045207910317,30.022006291668124,30.022980458001257,30.041582874997403,0.01639639113321182,45.0,48.0,51.0,6.48074069840786
r103C10,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[2,207.051154172,49.247992351,3]",2,207.0511541721048,49.24799235093133,3,2.0,2.0,2.0,0.0,207.85586985323093,207.0511541721048,209.46530121548315,1.1380398301028636,48.75151234354644,49.24799235093133,49.24799235093133,0.7021287598908047,2.6666666666666665,3.0,3.0,0.4714045207910317,0.8342676113340227,0.8490355829999316,1.0271039590006694,0.16381239612645376,1000.0,1000.0,1000.0,0.0
r105C15,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[4,336.1536021,80.684092212,4]",4,336.1536020996758,80.68409221221032,4,4.0,4.0,4.0,0.0,343.7192122947591,338.8885439761397,356.1154908084618,8.836317766614256,84.77248102152096,80.68409221221032,92.94925864014223,5.781854902381495,4.0,4.0,4.0,0.0,1.8399533749907278,1.9406007919897093,1.9760648749943357,0.1680387135573606,1000.0,1000.0,1000.0,0.0
r105C5,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[2,156.082069464,44.159902941,2]",2,156.08206946417084,44.159902941361445,2,2.0,2.0,2.0,0.0,156.08206946417084,156.08206946417084,156.08206946417084,0.0,44.159902941361445,44.159902941361445,44.159902941361445,0.0,2.0,2.0,2.0,0.0,0.06697013866505586,0.06698508300178219,0.06719495799916331,0.0001899593676205498,1000.0,1000.0,1000.0,0.0
rc101_21,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[19,1925.362709303,325.819224421,19]",19,1925.3627093025516,325.8192244207476,19,19.333333333333332,19.0,20.0,0.4714045207910317,1968.1000951143212,1967.4980787393333,2011.4394973010783,35.14327983007697,346.91528995511345,339.2084159158358,375.71822952875686,21.08750986224234,20.0,20.0,21.0,0.816496580927726,30.010947375000494,30.012953708006535,30.01348316700023,0.0032190326065032818,23.666666666666668,23.0,25.0,0.9428090415820634
rc102C10,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[4,423.510181924,69.382613231,3]",4,423.5101819239308,69.38261323056489,3,4.0,4.0,4.0,0.0,423.5101819239308,423.5101819239308,423.5101819239308,0.0,69.38261323056489,69.38261323056489,69.38261323056489,0.0,3.0,3.0,3.0,0.0,0.2933715833351016,0.2953038749983534,0.3005209580005612,0.006765697118184726,1000.0,1000.0,1000.0,0.0
rc103C15,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[4,397.669856913,67.687714099,4]",4,397.6698569130491,67.68771409904316,4,4.0,4.0,4.0,0.0,397.66985691304916,397.6698569130491,397.6698569130491,0.0,67.68771409904316,67.68771409904316,67.68771409904316,0.0,4.0,4.0,4.0,0.0,1.1218769443269896,1.1040943749976577,1.164546457992401,0.03031098352513124,1000.0,1000.0,1000.0,0.0
rc105C5,ALNS_STAGE02_CONSTRAINT_GUIDED,3,3,1.0,"[2,241.296391877,59.789763586,3]",2,241.29639187672765,59.789763585628236,3,2.0,2.0,2.0,0.0,241.29639187672765,241.29639187672765,241.29639187672765,0.0,59.789763585628236,59.789763585628236,59.789763585628236,0.0,3.0,3.0,3.0,0.0,0.07184168033321232,0.07179979099601042,0.07213191701157484,0.00022186215532747684,1000.0,1000.0,1000.0,0.0
