axis,effective_iterations,effective_iterations_per_second,instance,peak_rss_bytes,runtime_seconds,seed,started_calls
serial_fixed_exact_calls,50,3667.5936617235384,c101C5,81395712,0.013632917005452327,2014,2
parallel_fixed_exact_calls,50,443.33839594282864,c101C5,81395712,0.1127806669974234,2014,2
serial_wall_clock,1000,5908.288590663908,c101C5,81395712,0.16925374999118503,2014,2
parallel_wall_clock,1000,3765.068505325617,c101C5,81395712,0.26559941700543277,2014,2
serial_fixed_exact_calls,50,3643.584559952782,c101C5,260079616,0.013722749994485639,2015,2
parallel_fixed_exact_calls,50,446.40199856309766,c101C5,260079616,0.1120066669973312,2015,2
serial_wall_clock,1000,5579.027516371201,c101C5,260079616,0.17924270799267106,2015,2
parallel_wall_clock,1000,3724.5063266950733,c101C5,260079616,0.26849195901013445,2015,2
serial_fixed_exact_calls,50,3721.103306997739,c101C5,269451264,0.013436875000479631,2016,2
parallel_fixed_exact_calls,50,443.3058026584339,c101C5,269451264,0.11278895899886265,2016,2
serial_wall_clock,1000,5941.50587453259,c101C5,269451264,0.16830750000372063,2016,2
parallel_wall_clock,1000,3714.8258235692592,c101C5,269451264,0.2691916249896167,2016,2
serial_fixed_exact_calls,50,3.28436730334274,c101_21,560775168,15.223632249995717,2014,22
parallel_fixed_exact_calls,50,3.2325690032795977,c101_21,560775168,15.46757391699066,2014,22
serial_wall_clock,109,3.5964354787621198,c101_21,560775168,30.307786874996964,2014,24
parallel_wall_clock,109,3.573720835713479,c101_21,560775168,30.500423791003413,2014,24
serial_fixed_exact_calls,50,3.1912593363393,c101_21,1959690240,15.667795917004696,2015,22
parallel_fixed_exact_calls,50,3.148607893004127,c101_21,1959690240,15.880033875000663,2015,22
serial_wall_clock,109,3.6253950073384575,c101_21,1959690240,30.06568933298695,2015,26
parallel_wall_clock,109,3.6297181442239035,c101_21,1959690240,30.029879916008213,2015,26
serial_fixed_exact_calls,50,3.0837123202917462,c101_21,1969242112,16.21422325000458,2016,20
parallel_fixed_exact_calls,50,3.0985959840067454,c101_21,1969242112,16.136340541997924,2016,20
serial_wall_clock,109,3.595160211735759,c101_21,1969242112,30.318537583996658,2016,23
parallel_wall_clock,109,3.5690325572028927,c101_21,1969242112,30.540489124992746,2016,23
serial_fixed_exact_calls,59,3.72019562703967,r101_21,1992474624,15.859381041998859,2014,30
parallel_fixed_exact_calls,59,3.692434698501958,r101_21,1992474624,15.978617042012047,2014,30
serial_wall_clock,124,4.063724215181275,r101_21,1992474624,30.513881708990084,2014,32
parallel_wall_clock,124,4.128591531184888,r101_21,1992474624,30.034455834000255,2014,32
serial_fixed_exact_calls,55,3.5386892144209856,r101_21,3003498496,15.542478207993554,2015,25
parallel_fixed_exact_calls,55,3.5919243384725994,r101_21,3003498496,15.31212654200499,2015,25
serial_wall_clock,121,4.01453262469053,r101_21,3003498496,30.140494874998694,2015,32
parallel_wall_clock,121,3.9647865191625584,r101_21,3003498496,30.51866712499759,2015,32
serial_fixed_exact_calls,99,4.264218249100769,r101_21,3003498496,23.216447708997293,2016,35
parallel_fixed_exact_calls,99,4.277585854120427,r101_21,3003498496,23.14389549999032,2016,35
serial_wall_clock,130,4.2712071306954105,r101_21,3003498496,30.436360499996226,2016,36
parallel_wall_clock,127,4.2205223830456,r101_21,3003498496,30.091061833998538,2016,36
serial_fixed_exact_calls,50,3296.567379041721,r105C5,272433152,0.015167291989200749,2014,2
parallel_fixed_exact_calls,50,439.68912641547274,r105C5,272433152,0.11371670800144784,2014,2
serial_wall_clock,1000,5615.227738281162,r105C5,272433152,0.17808716700528748,2014,2
parallel_wall_clock,1000,3595.1770656785848,r105C5,272433152,0.27815041699795984,2014,2
serial_fixed_exact_calls,50,3277.0321758245223,r105C5,272433152,0.01525770798616577,2015,2
parallel_fixed_exact_calls,50,432.1066772100962,r105C5,272433152,0.11571216701122466,2015,2
serial_wall_clock,1000,5492.589124442442,r105C5,272433152,0.1820634999894537,2015,2
parallel_wall_clock,1000,3539.7399973305173,r105C5,272433152,0.2825066249934025,2015,2
serial_fixed_exact_calls,50,3343.80143854489,r105C5,272777216,0.014953040998079814,2016,2
parallel_fixed_exact_calls,50,433.5938413824356,r105C5,272777216,0.11531529101193883,2016,2
serial_wall_clock,1000,5522.281233805613,r105C5,272777216,0.18108458400820382,2016,2
parallel_wall_clock,1000,3548.4476207371085,r105C5,272777216,0.2818133749970002,2016,2
serial_fixed_exact_calls,78,3.68468058507155,rc101_21,3077373952,21.168727708994993,2014,32
parallel_fixed_exact_calls,78,3.6411068216860047,rc101_21,3077373952,21.422057582996786,2014,32
serial_wall_clock,112,3.687003926989953,rc101_21,3077373952,30.376967916992726,2014,34
parallel_wall_clock,118,3.8843898698699,rc101_21,3077373952,30.378001167002367,2014,34
