axis,effective_iterations,effective_iterations_per_second,instance,peak_rss_bytes,runtime_seconds,seed,started_calls
serial_fixed_exact_calls,92,3.8878219065707795,rc101_21,3077373952,23.663635374992737,2015,35
parallel_fixed_exact_calls,92,3.6628293822688724,rc101_21,3077373952,25.11719504199573,2015,35
serial_wall_clock,118,3.8913135568212205,rc101_21,3077373952,30.323950582998805,2015,37
parallel_wall_clock,115,3.8313769257621764,rc101_21,3077373952,30.015318834004574,2015,37
serial_fixed_exact_calls,67,3.8697482123795885,rc101_21,3077373952,17.31378795800265,2016,33
parallel_fixed_exact_calls,67,3.8708057066917565,rc101_21,3077373952,17.30905787499796,2016,33
serial_wall_clock,130,4.265983957601264,rc101_21,3077373952,30.473626082995906,2016,37
parallel_wall_clock,130,4.27632864898473,rc101_21,3077373952,30.39990858300007,2016,37
serial_fixed_exact_calls,50,3810.0077159120674,rc105C5,272777216,0.013123333003022708,2014,2
parallel_fixed_exact_calls,50,441.2517429366273,rc105C5,272777216,0.1133140000019921,2014,2
serial_wall_clock,1000,6134.563164689577,rc105C5,272777216,0.16301079199183732,2014,2
parallel_wall_clock,1000,3757.673286251648,rc105C5,272777216,0.26612212500185706,2014,2
serial_fixed_exact_calls,50,3713.9285622714565,rc105C5,272777216,0.013462832997902296,2015,2
parallel_fixed_exact_calls,50,443.3261159425419,rc105C5,272777216,0.1127837909880327,2015,2
serial_wall_clock,1000,5989.9563407594205,rc105C5,272777216,0.16694612499850336,2015,2
parallel_wall_clock,1000,3526.483750236697,rc105C5,272777216,0.28356858299230225,2015,2
serial_fixed_exact_calls,50,3744.3835201338693,rc105C5,272777216,0.01335333299357444,2016,2
parallel_fixed_exact_calls,50,436.6947316332856,rc105C5,272777216,0.11449645800166763,2016,2
serial_wall_clock,1000,6052.377248250647,rc105C5,272777216,0.16522433400677983,2016,2
parallel_wall_clock,1000,3601.4022058509954,rc105C5,272777216,0.27766962500754744,2016,2
