"source_path","source_sha256","source_bytes","disposition","target_path","target_sha256","reason"
".github/PULL_REQUEST_TEMPLATE.md","2aa2ca7b1dbe22299af51dac17c6aad1f5900723cb71d9fdf9f6e0adabd951d1","403","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
".gitignore","d51e5e45ef75294953162382448cbab2fd27738d5790e31cd20f980d08b2f131","2069","migrated_modified_publication",".gitignore","08b09eff8ea95905457fc99688d7aa7c76ae55f1c7a49ed9a7a47f5c5e3b7b9a","Retained and updated for repository separation or publication packaging"
".python-version","56c16a411e41fec3219e828087f312d9891641e3b29093c69d08a05ec1e5d693","8","migrated_modified_publication",".python-version","02e735b3dfe1c32833eb550b7ff8ffa17f5f2bc3fa1e7bae61a8f5a3883ce398","Retained and updated for repository separation or publication packaging"
"AGENTS.md","6025eb639bc206e79bd60d3b556bb34b0245c7af010c6a0ef0b3a42837d5bb71","66514","migrated_modified_publication","AGENTS.md","5c9a97b3d1bc3719a2409c3229ed6d74de5ea33ff4c5cc6744d15aec1f7da0f5","Retained and updated for repository separation or publication packaging"
"CMakeLists.txt","abba58122c82e4cdef754d2109625256d17d5d79e2dfedecc1cdc9024ca4c9b6","534","migrated_unchanged","CMakeLists.txt","abba58122c82e4cdef754d2109625256d17d5d79e2dfedecc1cdc9024ca4c9b6","Byte-identical scientific source retained"
"EVRP-TW主Baseline分阶段改进路线图.md","554bcc90c85c93dd513fe1acc4bf1822ba5d8a7d9cc0c14510de33aebf2aec69","73350","local_external_artifact","","","Moved to an ignored local planning file; excluded from the public Git tree"
"FURP_Showcase_PLACEHOLDER.md","b0e679abdd35442bfcbbe2543c82294ede59b5a4594defdbf9d61ffe9879b659","632","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"README.md","47118fcb2a4b9c74bf4af9073df3c3881fe5a42c35ab378ffcbf3d5ea93691f1","15187","migrated_modified_publication","README.md","6ab8b1b3eeb4023c772e28d641e298a3ac3d8e4a8be84bfadf523097b3b8e252","Retained and updated for repository separation or publication packaging"
"configs/performance.toml","c8c1c62be018354b2e4cd9028812c45debfa45ee1702f9427a8a13820f1b3e84","598","migrated_unchanged","configs/performance.toml","c8c1c62be018354b2e4cd9028812c45debfa45ee1702f9427a8a13820f1b3e84","Byte-identical scientific source retained"
"configs/reproduction.toml","04f38d76b2fa632c182841cb3979a5d54902c2eadd5466ff5701549f035d3b14","577","migrated_unchanged","configs/reproduction.toml","04f38d76b2fa632c182841cb3979a5d54902c2eadd5466ff5701549f035d3b14","Byte-identical scientific source retained"
"configs/stage00_baseline.toml","5913e3ac5fe65f9e6035b5b436ef7253623ad672f2c6839850e533e0c80be85f","896","migrated_unchanged","configs/stage00_baseline.toml","5913e3ac5fe65f9e6035b5b436ef7253623ad672f2c6839850e533e0c80be85f","Byte-identical scientific source retained"
"configs/stage02_constraint_guided.toml","f8fa22d72a95e1b1aeddc31953995053b8c571d97d20ea60271dd19e3b85d32a","2799","migrated_unchanged","configs/stage02_constraint_guided.toml","f8fa22d72a95e1b1aeddc31953995053b8c571d97d20ea60271dd19e3b85d32a","Byte-identical scientific source retained"
"configs/stage02_route_quality.toml","133a7c08b7c86cc985de921b139fbbfb31f02f6ae75b9d7cb85da04427bd8c73","1575","migrated_unchanged","configs/stage02_route_quality.toml","133a7c08b7c86cc985de921b139fbbfb31f02f6ae75b9d7cb85da04427bd8c73","Byte-identical scientific source retained"
"configs/stage02_route_reduction.toml","094e71e48cdec0acd8095e7adafbff0f27d0ee47b305cbb9414cd46df8c47a27","1133","migrated_unchanged","configs/stage02_route_reduction.toml","094e71e48cdec0acd8095e7adafbff0f27d0ee47b305cbb9414cd46df8c47a27","Byte-identical scientific source retained"
"configs/stage031_cheap_screening.toml","14553d1fcf47bc9ba1104e91660b5df895b930a1a8e613834c3a67a6c4351075","1339","migrated_unchanged","configs/stage031_cheap_screening.toml","14553d1fcf47bc9ba1104e91660b5df895b930a1a8e613834c3a67a6c4351075","Byte-identical scientific source retained"
"configs/stage032_cache_incremental.toml","38742ab8fafedd74857bf5951cde9d796162161350cdaad5d3e817134e471488","1751","migrated_unchanged","configs/stage032_cache_incremental.toml","38742ab8fafedd74857bf5951cde9d796162161350cdaad5d3e817134e471488","Byte-identical scientific source retained"
"configs/stage033_exact_deadline.toml","360d50b585d6579a02e392d15bb5f7907a80d9ef5b28c0cfcf15ee33a7dbd21a","1379","migrated_unchanged","configs/stage033_exact_deadline.toml","360d50b585d6579a02e392d15bb5f7907a80d9ef5b28c0cfcf15ee33a7dbd21a","Byte-identical scientific source retained"
"configs/stage034_control_parallel.toml","41ecd51f36489138224e19ea35243c17ce0a4fbda7664596e6da9b8eba5d88b1","2033","migrated_unchanged","configs/stage034_control_parallel.toml","41ecd51f36489138224e19ea35243c17ce0a4fbda7664596e6da9b8eba5d88b1","Byte-identical scientific source retained"
"configs/stage03_measurement.toml","5709766061c8e3cf2c38c33de6450371e6b1e1457686e3a282e773ceb3904ebe","947","migrated_unchanged","configs/stage03_measurement.toml","5709766061c8e3cf2c38c33de6450371e6b1e1457686e3a282e773ceb3904ebe","Byte-identical scientific source retained"
"configs/stage04_weights.toml","e11577f996ca15033ed57578326954c0cbf630c5d54f61e183ab898fc66ff72f","3782","migrated_unchanged","configs/stage04_weights.toml","e11577f996ca15033ed57578326954c0cbf630c5d54f61e183ab898fc66ff72f","Byte-identical scientific source retained"
"configs/stage051_best_known.toml","02b2d8e538cea4976a9125acfa36ae174f5241b3e4aa921e88258c1d9081b5d0","543","migrated_unchanged","configs/stage051_best_known.toml","02b2d8e538cea4976a9125acfa36ae174f5241b3e4aa921e88258c1d9081b5d0","Byte-identical scientific source retained"
"configs/stage052_performance.toml","cb4d490642fb40dcf9d8241d1036ab17b4d94a3a9cac97f087050cab57e3177a","2052","migrated_modified_publication","configs/stage052_performance.toml","10ad99c2989fd1b7f836ecc3abfd579ad7b7318a4124548ff16a668dc334ef2f","Retained and updated for repository separation or publication packaging"
"configs/stage052_storage_roots.example.toml","8398faac786dc452e42d34bd45ae9abf9cdbac46999af19f300c2d6bde9ae894","493","migrated_unchanged","configs/stage052_storage_roots.example.toml","8398faac786dc452e42d34bd45ae9abf9cdbac46999af19f300c2d6bde9ae894","Byte-identical scientific source retained"
"cpp/evrptw_core.cpp","ac19a068374a225b28110adb000451d19f3579fa858a094b62b04a2daeab681d","132489","migrated_modified_publication","cpp/evrptw_core.cpp","2b70420bca37c3662f5bab229f2c6330726e24d9e89408834038737eaf121148","Retained and updated for repository separation or publication packaging"
"docs/00_weekly.md","6308e9be5a4080f578d42c4acfde894b45edee609b6b1449808b59622e685de0","794","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/01_weekly.md","c9744e95c208f9683065a54ea7d4b8df0ff2b2b73a2df047bd89f1c63d6e1b9d","4448","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/02_weekly.md","4e00e476b4b3a8b61705bcc8b0c00f42907256a3a7e3eaec99e71f9917e1f995","2438","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/03_weekly.md","0058b0da2d0a95d1e0657ef09553f2c38687d4151e0e371846bb65a24bb1b6f0","4251","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/04_weekly.md","00235eb272b0b1b60e9dc3c168b4a5e7cc23653906e989b299ea8bf25df17b70","3201","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/05_weekly.md","22511dc050c3176c1fcb7107c224ac4a0ac21ad827a871f6a136b9d47241899f","2465","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/05_weekly_v2_alns_bpc_benchmark_rebuild.md","e3c1b32309e5adf1e61742d9665f9c24e8df49bfc5ad3e623861abbddee6e5d8","11185","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/agents/domain.md","afe1315d86c4f8060bf565c6e753759f21685c776234063332a0a1bb503f7151","236","migrated_unchanged","docs/agents/domain.md","afe1315d86c4f8060bf565c6e753759f21685c776234063332a0a1bb503f7151","Byte-identical scientific source retained"
"docs/agents/issue-tracker.md","55f552026ccba55954df89c5b0d6eb5dfe6dcab39819d2f0218b5eff19a85dd2","220","migrated_unchanged","docs/agents/issue-tracker.md","55f552026ccba55954df89c5b0d6eb5dfe6dcab39819d2f0218b5eff19a85dd2","Byte-identical scientific source retained"
"docs/agents/triage-labels.md","626fc603cfc3fc3ab85d08151c4c642433b522277bfb4abe87d8d54c838326db","421","migrated_unchanged","docs/agents/triage-labels.md","626fc603cfc3fc3ab85d08151c4c642433b522277bfb4abe87d8d54c838326db","Byte-identical scientific source retained"
"docs/cpu_batch_pilot.md","1bcece2cba0708e69382f25aeae8b01b8dfb46bb264e491e3f1913160a8a8f74","1932","migrated_unchanged","docs/cpu_batch_pilot.md","1bcece2cba0708e69382f25aeae8b01b8dfb46bb264e491e3f1913160a8a8f74","Byte-identical scientific source retained"
"docs/environment.md","2e1a7b9ee6f96d7ab13e60cafaf82ff007edad411aec505a795aca713870488e","4674","migrated_modified_publication","docs/environment.md","8ef088759086fac3620b4e969eae592f89dfd2bb50ccd793920fb8db1e881441","Retained and updated for repository separation or publication packaging"
"docs/experiment_artifact_storage.md","7d31169822765d91c99db9a251a1aaf0f76afd7fdbb0bbf3f81fb2b68ef58b31","12812","migrated_unchanged","docs/experiment_artifact_storage.md","7d31169822765d91c99db9a251a1aaf0f76afd7fdbb0bbf3f81fb2b68ef58b31","Byte-identical scientific source retained"
"docs/meeting_notes/.gitkeep","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/meeting_notes/TEMPLATE.md","cfb5a6ba28dd9830f629fc986c4e9cdc4e4ff3bc24ddfc391c28d29acb189823","551","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/reference_selection.md","7055ad9e642aa569a12c455e50f971d9bd400ee01dfe5d74f5e543bd18ab56ac","4537","migrated_unchanged","docs/reference_selection.md","7055ad9e642aa569a12c455e50f971d9bd400ee01dfe5d74f5e543bd18ab56ac","Byte-identical scientific source retained"
"docs/references.bib","2ac1a519cd4909c539301df529d19a0d07bd699fefb50169ce0211408f2cd5ec","408","migrated_modified_publication","docs/references.bib","1b75deb1afddc571fc488372e09c73b914d1f0c3654156bf3bc57c8620f51f6d","Expanded with the complete public citation set for the local literature collection"
"docs/stage00_baseline.md","2a4a75aa51a55b758bc58b3dd60ae3d520bbd62a7a0d0cb1e5581b5dec870122","5774","migrated_unchanged","docs/stage00_baseline.md","2a4a75aa51a55b758bc58b3dd60ae3d520bbd62a7a0d0cb1e5581b5dec870122","Byte-identical scientific source retained"
"docs/stage01_lexicographic_objective.md","4c0c0eda248384f72b108b0450faf9da60954eb00715aaf6738e35a34ec6949c","4981","migrated_unchanged","docs/stage01_lexicographic_objective.md","4c0c0eda248384f72b108b0450faf9da60954eb00715aaf6738e35a34ec6949c","Byte-identical scientific source retained"
"docs/stage02_constraint_guided.md","925615644336dd346a9d39fba6d3782a9076c09d8cd903d244f3ea2c09f0ac85","14007","migrated_unchanged","docs/stage02_constraint_guided.md","925615644336dd346a9d39fba6d3782a9076c09d8cd903d244f3ea2c09f0ac85","Byte-identical scientific source retained"
"docs/stage02_constraint_guided_review.md","453cc5967d0083a30e7c2fbeee13e9800d65022160ceeb1fcb16b356cff96dad","5352","migrated_unchanged","docs/stage02_constraint_guided_review.md","453cc5967d0083a30e7c2fbeee13e9800d65022160ceeb1fcb16b356cff96dad","Byte-identical scientific source retained"
"docs/stage02_route_quality.md","9705e8e2f9cf4cd15855afa5af6d1ba6c35aef47abf434b40530ee8b5bfc40d3","4809","migrated_unchanged","docs/stage02_route_quality.md","9705e8e2f9cf4cd15855afa5af6d1ba6c35aef47abf434b40530ee8b5bfc40d3","Byte-identical scientific source retained"
"docs/stage02_route_reduction.md","a042a3fcc5ac479e54e3addcca81cbfc317ef1daf69ebd692190454ece596837","6241","migrated_unchanged","docs/stage02_route_reduction.md","a042a3fcc5ac479e54e3addcca81cbfc317ef1daf69ebd692190454ece596837","Byte-identical scientific source retained"
"docs/stage031_cheap_screening.md","eb32b02c47a96052eaa8af52f408532f50d425c85bc78c8080ed960be6352d81","6959","migrated_unchanged","docs/stage031_cheap_screening.md","eb32b02c47a96052eaa8af52f408532f50d425c85bc78c8080ed960be6352d81","Byte-identical scientific source retained"
"docs/stage032_cache_incremental.md","6185a3322d76d39e8b36b9d03dc3f37341d3f908a8ad4efb3bd10cb912eefcb8","5693","migrated_unchanged","docs/stage032_cache_incremental.md","6185a3322d76d39e8b36b9d03dc3f37341d3f908a8ad4efb3bd10cb912eefcb8","Byte-identical scientific source retained"
"docs/stage033_exact_deadline.md","222e3e2c4c873d33a577763e3bb86662cefc1d6c3dce2f8dd0d8931e77d0a871","3087","migrated_unchanged","docs/stage033_exact_deadline.md","222e3e2c4c873d33a577763e3bb86662cefc1d6c3dce2f8dd0d8931e77d0a871","Byte-identical scientific source retained"
"docs/stage034_control_parallel.md","f9eaa47d427640fc2579dd2f0c752a6646e9d6d5541885781f0352031f994d50","3735","migrated_unchanged","docs/stage034_control_parallel.md","f9eaa47d427640fc2579dd2f0c752a6646e9d6d5541885781f0352031f994d50","Byte-identical scientific source retained"
"docs/stage03_artifact_registry.md","3a589b2f9c6d3158f6939cf8c1c96842679156506c5ad846172412d700590b86","8155","migrated_unchanged","docs/stage03_artifact_registry.md","3a589b2f9c6d3158f6939cf8c1c96842679156506c5ad846172412d700590b86","Byte-identical scientific source retained"
"docs/stage03_measurement.md","7d2a9a8292c3107fd2ca9360662e55801e1c81a84e1205c11efd8983ca89f618","8529","migrated_unchanged","docs/stage03_measurement.md","7d2a9a8292c3107fd2ca9360662e55801e1c81a84e1205c11efd8983ca89f618","Byte-identical scientific source retained"
"docs/stage051_best_known.md","47f7252161eb7861dc6c150bab3feabddef98b2b99a33cf5defe8235d0abb83e","4959","migrated_unchanged","docs/stage051_best_known.md","47f7252161eb7861dc6c150bab3feabddef98b2b99a33cf5defe8235d0abb83e","Byte-identical scientific source retained"
"docs/stage052_change_log.md","2a7dad3e92051a9ada631c6993c63d9cfccdc3a7f38c79e704767ea8417c6202","94330","migrated_modified_publication","docs/stage052_change_log.md","27dba0f4045082d1216ff5f52f8db35cf633cba07f02f09602e74957414d7389","Retained and updated for repository separation or publication packaging"
"docs/stage052_performance_benchmark_workflow.md","9de0bb72b38c927d22e1037d84201b5364326bdeabcd8d8b1489ebd59a957111","33582","migrated_modified_publication","docs/stage052_performance_benchmark_workflow.md","792c980397252a0457ae3ff8e111779bb308cc42a1961d97cbceea6474fd3ee5","Retained and updated for repository separation or publication packaging"
"docs/week01_ortools_vrptw_checkpoint.md","46d5e3c3e3556216891121b128e478edf53f99ee46855d93da6ac1ae27d91105","3062","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/week02_baseline_recreation.md","cd66f9b581ece03eafd55fbb2a4cdbb1ab6b4ac8971848edfa124fca9d0e8512","5120","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/week03_experiment_design_and_evaluation.md","73bfa7d84dbb4c0cef8ce6b44cf082fcaba6f7e9f869664bdaaee74bb879b609","5555","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/week04_extend_read_explore.md","60305868bbba08282b88b26adee00f4d08fb376c1e3af96a41af7ae7606ed798","6393","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/week04_reading_notes.md","dfe0ba70acbb44bfe1656fb47232e1cf9508c4fb4c1d28c4bb5ab61023203d6f","5003","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/week05_alns_bpc_methodology.md","71c0902be5c18e7cad0999ff1f21f1878a3732ccb0313313410542bd1f91eba1","7180","declarative_rename","docs/methodology/alns-exact-charging.md","0ee52339a1baef594fd7c067440d8d36dbc456bdddd9ceba5f4671cc9edae0a3","Scientific content retained under publication-facing path"
"docs/week05_consolidation_and_route_splitting.md","723136663c77e7f522f60f2320d9ba8b13f1c6990078bd30990cedb71aebd027","4334","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"docs/week05_project_checkpoint.md","2944f31892a4c03081a8daf97783c7fb82bdb62424a258f1a61471e000eab598","3351","school_specific_exclusion","","","Week 1-5 administration, runner, report, template, or school showcase content"
"experiments/baselines/schneider_best_known.csv","8d1e29358b3f2599d4cb49d854ac908269764e144ac7e50b8cf7a9bf099e6bce","39634","migrated_unchanged","experiments/baselines/schneider_best_known.csv","8d1e29358b3f2599d4cb49d854ac908269764e144ac7e50b8cf7a9bf099e6bce","Byte-identical scientific source retained"
"experiments/baselines/stage00/comparison_template.csv","f12e1e45f23b02d0ab8db75981c51c89818d073f907b620a4822c0c10d96c861","121","migrated_unchanged","experiments/baselines/stage00/comparison_template.csv","f12e1e45f23b02d0ab8db75981c51c89818d073f907b620a4822c0c10d96c861","Byte-identical scientific source retained"
"experiments/baselines/stage00/environment.json","94387083e0a53656ad884dfdeb5d1c3005060021611814a0c226708eb5d13c22","3134","migrated_unchanged","experiments/baselines/stage00/environment.json","94387083e0a53656ad884dfdeb5d1c3005060021611814a0c226708eb5d13c22","Byte-identical scientific source retained"
"experiments/baselines/stage00/failure_cases.csv","777d8ae2db624115233dc669a426bc23dc88ad133826d0ca73da55608eb7837d","635","migrated_unchanged","experiments/baselines/stage00/failure_cases.csv","777d8ae2db624115233dc669a426bc23dc88ad133826d0ca73da55608eb7837d","Byte-identical scientific source retained"
"experiments/baselines/stage00/manifest.json","b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da","5669","migrated_unchanged","experiments/baselines/stage00/manifest.json","b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da","Byte-identical scientific source retained"
"experiments/baselines/stage00/parameters.toml","47b12bd926e596f0ff026314b9fe5701a710090b82c3dbd636396c03985c4e3b","593","migrated_unchanged","experiments/baselines/stage00/parameters.toml","47b12bd926e596f0ff026314b9fe5701a710090b82c3dbd636396c03985c4e3b","Byte-identical scientific source retained"
"experiments/baselines/stage00/per_run_results.csv","b78c7f6f3c01f06ba263c7d5897e7fc20cad136b064179f7f09287f7e86001aa","24342","migrated_unchanged","experiments/baselines/stage00/per_run_results.csv","b78c7f6f3c01f06ba263c7d5897e7fc20cad136b064179f7f09287f7e86001aa","Byte-identical scientific source retained"
"experiments/baselines/stage00/reproduction_audit/README.md","1b1087f0affbbf483591f817c1b5732a6ae256ee3656862a54a6f2da922a1549","693","migrated_unchanged","experiments/baselines/stage00/reproduction_audit/README.md","1b1087f0affbbf483591f817c1b5732a6ae256ee3656862a54a6f2da922a1549","Byte-identical scientific source retained"
"experiments/baselines/stage00/reproduction_audit/comparison_report.csv","a07b841bfdadcf1e285dccb5016d3c2d0430eeabc96f8126ef8f3faeb5c704b2","63850","migrated_unchanged","experiments/baselines/stage00/reproduction_audit/comparison_report.csv","a07b841bfdadcf1e285dccb5016d3c2d0430eeabc96f8126ef8f3faeb5c704b2","Byte-identical scientific source retained"
"experiments/baselines/stage00/reproduction_audit/reproduction_environment.json","2debe810daa41ababf801ba68098b85ff396c6cc610c9d3f0dfa95b402115ac2","3133","migrated_unchanged","experiments/baselines/stage00/reproduction_audit/reproduction_environment.json","2debe810daa41ababf801ba68098b85ff396c6cc610c9d3f0dfa95b402115ac2","Byte-identical scientific source retained"
"experiments/baselines/stage00/reproduction_audit/reproduction_per_run_results.csv","4ab55e83b858e5a52ffea49d9fad0a5b5b4a795f9ff4ae9b0bd89fb85f4f2f47","21467","migrated_unchanged","experiments/baselines/stage00/reproduction_audit/reproduction_per_run_results.csv","4ab55e83b858e5a52ffea49d9fad0a5b5b4a795f9ff4ae9b0bd89fb85f4f2f47","Byte-identical scientific source retained"
"experiments/baselines/stage00/reproduction_audit/reproduction_summary_results.csv","dcbd46f8afb0b8e9afb2c628214aa509f66645b50b446817e36f5f58bf3c00b6","14099","migrated_unchanged","experiments/baselines/stage00/reproduction_audit/reproduction_summary_results.csv","dcbd46f8afb0b8e9afb2c628214aa509f66645b50b446817e36f5f58bf3c00b6","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c101C5-alns_exact_charging-2014.json","3b6131f02bd68a07d5928cb57ecddf78066643944a6bd6cbd256b59821311138","260","migrated_unchanged","experiments/baselines/stage00/solutions/c101C5-alns_exact_charging-2014.json","3b6131f02bd68a07d5928cb57ecddf78066643944a6bd6cbd256b59821311138","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c101C5-alns_exact_charging-2015.json","4ea982bf9cb8f89871dfb8d13db61f115ef8b19b693c18c8258fc68cc36a8e1c","260","migrated_unchanged","experiments/baselines/stage00/solutions/c101C5-alns_exact_charging-2015.json","4ea982bf9cb8f89871dfb8d13db61f115ef8b19b693c18c8258fc68cc36a8e1c","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c101C5-alns_exact_charging-2016.json","a2bd86ba9840e0ca2e1528b48ac7903bbeda8ca7de01f27b76be4af61a6a5b5a","260","migrated_unchanged","experiments/baselines/stage00/solutions/c101C5-alns_exact_charging-2016.json","a2bd86ba9840e0ca2e1528b48ac7903bbeda8ca7de01f27b76be4af61a6a5b5a","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c101_21-alns_exact_charging-2014.json","a51419cc240dccfec02e3ebbd4ae55faed0c0e96222d84f63361e3b1e1a48f90","1960","migrated_unchanged","experiments/baselines/stage00/solutions/c101_21-alns_exact_charging-2014.json","a51419cc240dccfec02e3ebbd4ae55faed0c0e96222d84f63361e3b1e1a48f90","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c101_21-alns_exact_charging-2015.json","5f09204376a416e40fbef26f6572f1c778fe66734091ac96146f1e8e7d29547e","1960","migrated_unchanged","experiments/baselines/stage00/solutions/c101_21-alns_exact_charging-2015.json","5f09204376a416e40fbef26f6572f1c778fe66734091ac96146f1e8e7d29547e","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c101_21-alns_exact_charging-2016.json","4c8115a52a09c36a1ac193580415476261a801ddaacac458ea83ecb5799c5b31","1960","migrated_unchanged","experiments/baselines/stage00/solutions/c101_21-alns_exact_charging-2016.json","4c8115a52a09c36a1ac193580415476261a801ddaacac458ea83ecb5799c5b31","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c104C10-alns_exact_charging-2014.json","95b5c6b339fd67157ad6bdc2025edaacc8b951a5a679623ea561d438a35f526f","301","migrated_unchanged","experiments/baselines/stage00/solutions/c104C10-alns_exact_charging-2014.json","95b5c6b339fd67157ad6bdc2025edaacc8b951a5a679623ea561d438a35f526f","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c104C10-alns_exact_charging-2015.json","33cac77362a5aa79ceb5ce2329753c9d1c2dc055cb5656f6d2dfde9d3506a825","301","migrated_unchanged","experiments/baselines/stage00/solutions/c104C10-alns_exact_charging-2015.json","33cac77362a5aa79ceb5ce2329753c9d1c2dc055cb5656f6d2dfde9d3506a825","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c104C10-alns_exact_charging-2016.json","88fd0b950b2f30352125bf46b4256fdd3151153466e531cf2f16d36ab5723b54","301","migrated_unchanged","experiments/baselines/stage00/solutions/c104C10-alns_exact_charging-2016.json","88fd0b950b2f30352125bf46b4256fdd3151153466e531cf2f16d36ab5723b54","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c106C15-alns_exact_charging-2014.json","dfdd3364711d49487ce0c9b014fd996d21e17ee9907e1c71be82e9d51408f59e","389","migrated_unchanged","experiments/baselines/stage00/solutions/c106C15-alns_exact_charging-2014.json","dfdd3364711d49487ce0c9b014fd996d21e17ee9907e1c71be82e9d51408f59e","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c106C15-alns_exact_charging-2015.json","c553fc007a9315b466a5c1dca1a73103a289c32f59efd0c12ff7081707b91fa4","389","migrated_unchanged","experiments/baselines/stage00/solutions/c106C15-alns_exact_charging-2015.json","c553fc007a9315b466a5c1dca1a73103a289c32f59efd0c12ff7081707b91fa4","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/c106C15-alns_exact_charging-2016.json","f138eb7b21b72c3ff5ba15fd994c3e1c1456dee8721bb0692ce04d292bead9a9","389","migrated_unchanged","experiments/baselines/stage00/solutions/c106C15-alns_exact_charging-2016.json","f138eb7b21b72c3ff5ba15fd994c3e1c1456dee8721bb0692ce04d292bead9a9","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r101_21-alns_exact_charging-2014.json","cbd6e219a9d497033a2ab8e7c78d8b0fc6ae483813acf83559fe0b8efd44c0ca","2467","migrated_unchanged","experiments/baselines/stage00/solutions/r101_21-alns_exact_charging-2014.json","cbd6e219a9d497033a2ab8e7c78d8b0fc6ae483813acf83559fe0b8efd44c0ca","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r101_21-alns_exact_charging-2015.json","46dbbda5dfff4e23b89716b511e833b81efd5bdeff03fc47d714c8e0143308a1","2432","migrated_unchanged","experiments/baselines/stage00/solutions/r101_21-alns_exact_charging-2015.json","46dbbda5dfff4e23b89716b511e833b81efd5bdeff03fc47d714c8e0143308a1","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r101_21-alns_exact_charging-2016.json","14c12ff385c725e1e59b57e8634fae1d8910c8ac17f9bc197350e80a2cbf1416","2673","migrated_unchanged","experiments/baselines/stage00/solutions/r101_21-alns_exact_charging-2016.json","14c12ff385c725e1e59b57e8634fae1d8910c8ac17f9bc197350e80a2cbf1416","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r103C10-alns_exact_charging-2014.json","e8a27a3a0a33b3fc39eabb24d64cb829aac8ecb5a1c0a6189c9e55583c74c0fd","325","migrated_unchanged","experiments/baselines/stage00/solutions/r103C10-alns_exact_charging-2014.json","e8a27a3a0a33b3fc39eabb24d64cb829aac8ecb5a1c0a6189c9e55583c74c0fd","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r103C10-alns_exact_charging-2015.json","3d531c391938b99bc599ea2c7836f0fc1f107285448ea091d7c998253b50a8d0","325","migrated_unchanged","experiments/baselines/stage00/solutions/r103C10-alns_exact_charging-2015.json","3d531c391938b99bc599ea2c7836f0fc1f107285448ea091d7c998253b50a8d0","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r103C10-alns_exact_charging-2016.json","cbbe8a357d71648617e72f25731b24ea96917c987e754a3d9b16335a55f96462","325","migrated_unchanged","experiments/baselines/stage00/solutions/r103C10-alns_exact_charging-2016.json","cbbe8a357d71648617e72f25731b24ea96917c987e754a3d9b16335a55f96462","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r105C15-alns_exact_charging-2014.json","0cc2b4ea7d0ce119a6c47ceb3f9742af0c6de2a0ccbe022246a4d0ba3a5d891b","448","migrated_unchanged","experiments/baselines/stage00/solutions/r105C15-alns_exact_charging-2014.json","0cc2b4ea7d0ce119a6c47ceb3f9742af0c6de2a0ccbe022246a4d0ba3a5d891b","Byte-identical scientific source retained"
"experiments/baselines/stage00/solutions/r105C15-alns_exact_charging-2015.json","ad3232b1672a7bafc3f5a01ac18a45bb95372ccf42c81dcfa4ecd8c4fb890569","448","migrated_unchanged","experiments/baselines/stage00/solutions/r105C15-alns_exact_charging-2015.json","ad3232b1672a7bafc3f5a01ac18a45bb95372ccf42c81dcfa4ecd8c4fb890569","Byte-identical scientific source retained"
