axis,effective_iterations,effective_iterations_per_second,instance,peak_rss_bytes,runtime_seconds,seed,started_calls
serial_fixed_exact_calls,50,3486.1019928935716,c101C5,2190082048,0.014342666996526532,2014,2
parallel_fixed_exact_calls,50,360.1557296030351,c101C5,2190082048,0.13882883400219725,2014,2
serial_wall_clock,1000,5740.230210076968,c101C5,2190082048,0.17420904099708423,2014,2
parallel_wall_clock,1000,3521.094736036806,c101C5,2190082048,0.2840025829937076,2014,2
serial_fixed_exact_calls,50,3555.1975722558745,c101C5,2190082048,0.014063915994483978,2015,2
parallel_fixed_exact_calls,50,401.84150459601744,c101C5,2190082048,0.12442716700024903,2015,2
serial_wall_clock,1000,5765.908419595208,c101C5,2190082048,0.17343320899817627,2015,2
parallel_wall_clock,1000,3495.636212070228,c101C5,2190082048,0.28607095799816307,2015,2
serial_fixed_exact_calls,50,3480.5511329165993,c101C5,2190082048,0.014365540999278892,2016,2
parallel_fixed_exact_calls,50,399.82514526492685,c101C5,2190082048,0.12505466600123327,2016,2
serial_wall_clock,1000,5759.768665518276,c101C5,2190082048,0.1736180840016459,2016,2
parallel_wall_clock,1000,3475.1262090536966,c101C5,2190082048,0.2877593329976662,2016,2
serial_fixed_exact_calls,50,3.3426474998108304,c101_21,2190082048,14.958203041998786,2014,22
parallel_fixed_exact_calls,50,3.262766065724901,c101_21,2190082048,15.3244207500029,2014,22
serial_wall_clock,112,3.6919338991335198,c101_21,2190082048,30.336404458998004,2014,24
parallel_wall_clock,112,3.6666597998646435,c101_21,2190082048,30.545511749995057,2014,24
serial_fixed_exact_calls,50,3.261824047473709,c101_21,2435612672,15.328846459000488,2015,22
parallel_fixed_exact_calls,50,3.2787428569075883,c101_21,2435612672,15.24974729099631,2015,22
serial_wall_clock,115,3.7622041866393934,c101_21,2435612672,30.567187291002483,2015,26
parallel_wall_clock,115,3.773010468251835,c101_21,2435612672,30.479639791003137,2015,26
serial_fixed_exact_calls,50,3.132300765057717,c101_21,2452226048,15.962707207996573,2016,20
parallel_fixed_exact_calls,50,3.165654747980138,c101_21,2452226048,15.794520874995214,2016,20
serial_wall_clock,112,3.704849396280006,c101_21,2452226048,30.23064854200493,2016,24
parallel_wall_clock,112,3.6809325438834577,c101_21,2452226048,30.42707212499954,2016,24
serial_fixed_exact_calls,52,452.1635919332544,c104C10,2190082048,0.1150026249961229,2014,20
parallel_fixed_exact_calls,52,214.38027866061748,c104C10,2190082048,0.24255962500319583,2014,20
serial_wall_clock,1000,845.8238910358853,c104C10,2190082048,1.1822792079983628,2014,67
parallel_wall_clock,1000,745.1313121904047,c104C10,2190082048,1.3420453330036253,2014,67
serial_fixed_exact_calls,50,435.2512910528815,c104C10,2190082048,0.11487616700469516,2015,14
parallel_fixed_exact_calls,50,215.2208877876243,c104C10,2190082048,0.2323194579948904,2015,14
serial_wall_clock,1000,837.5843643457338,c104C10,2190082048,1.1939095839989022,2015,59
parallel_wall_clock,1000,750.0161487867482,c104C10,2190082048,1.333304624997254,2015,59
serial_fixed_exact_calls,50,515.7599052061441,c104C10,2190082048,0.0969443330031936,2016,14
parallel_fixed_exact_calls,50,231.97657964766245,c104C10,2190082048,0.21553899999707937,2016,14
serial_wall_clock,1000,829.9329713876896,c104C10,2190082048,1.2049165829957929,2016,94
parallel_wall_clock,1000,729.8320934333,c104C10,2190082048,1.3701781670024502,2016,94
serial_fixed_exact_calls,51,286.9751952377556,c106C15,2190082048,0.1777157079995959,2014,18
parallel_fixed_exact_calls,51,169.62275447024228,c106C15,2190082048,0.30066720800095936,2014,18
serial_wall_clock,1000,476.0627610210146,c106C15,2190082048,2.100563374995545,2014,58
parallel_wall_clock,1000,435.1856598691284,c106C15,2190082048,2.2978698339939,2014,58
serial_fixed_exact_calls,70,324.08570214971877,c106C15,2190082048,0.21599224999954458,2015,16
parallel_fixed_exact_calls,70,203.0259079933431,c106C15,2190082048,0.3447835830011172,2015,16
serial_wall_clock,1000,438.46908518883185,c106C15,2190082048,2.280662500001199,2015,67
parallel_wall_clock,1000,422.4243173280415,c106C15,2190082048,2.36728795900126,2015,67
serial_fixed_exact_calls,50,297.29719685852416,c106C15,2190082048,0.16818187500030035,2016,12
parallel_fixed_exact_calls,50,173.4032626133456,c106C15,2190082048,0.28834520900272764,2016,12
serial_wall_clock,1000,469.23504423232714,c106C15,2190082048,2.131128125001851,2016,51
parallel_wall_clock,1000,444.91712756404416,c106C15,2190082048,2.24760958400293,2016,51
serial_fixed_exact_calls,59,3.809103240253913,r101_21,2454503424,15.489210000007006,2014,30
parallel_fixed_exact_calls,59,3.7612435084099247,r101_21,2454503424,15.686301582994929,2014,30
serial_wall_clock,127,4.1557077259010695,r101_21,2454503424,30.56037825000385,2014,32
parallel_wall_clock,125,4.165337403367618,r101_21,2454503424,30.009573750001437,2014,32
serial_fixed_exact_calls,55,3.731957691424403,r101_21,3046473728,14.73757329199725,2015,25
parallel_fixed_exact_calls,55,3.5901279997623665,r101_21,3046473728,15.319788041997526,2015,25
serial_wall_clock,124,4.0708746887972795,r101_21,3046473728,30.460284209002566,2015,33
parallel_wall_clock,124,4.1059545943329105,r101_21,3046473728,30.200041707998025,2015,33
serial_fixed_exact_calls,99,4.32129356744392,r101_21,3085975552,22.909806625000783,2016,35
parallel_fixed_exact_calls,99,4.318477367693864,r101_21,3085975552,22.92474675000267,2016,35
serial_wall_clock,133,4.3680011163210235,r101_21,3085975552,30.44871016700199,2016,36
parallel_wall_clock,133,4.389815410407394,r101_21,3085975552,30.297401499999978,2016,36
serial_fixed_exact_calls,126,908.5528373475812,r103C10,2190082048,0.13868208300118567,2014,27
parallel_fixed_exact_calls,126,486.0873580885694,r103C10,2190082048,0.2592126660019858,2014,27
serial_wall_clock,1000,1083.7221412267857,r103C10,2190082048,0.9227457500019227,2014,138
parallel_wall_clock,1000,934.2359032498456,r103C10,2190082048,1.0703934589982964,2014,138
serial_fixed_exact_calls,103,842.9288093227261,r103C10,2190082048,0.12219300000288058,2015,32
parallel_fixed_exact_calls,103,408.7353619936141,r103C10,2190082048,0.25199679200159153,2015,32
serial_wall_clock,1000,1222.265273121039,r103C10,2190082048,0.8181530000001658,2015,86
parallel_wall_clock,1000,1036.0944664470503,r103C10,2190082048,0.9651629579966539,2015,86
serial_fixed_exact_calls,50,725.7310949614603,r103C10,2190082048,0.06889604200114263,2016,14
parallel_fixed_exact_calls,50,235.03392126750643,r103C10,2190082048,0.21273525000287918,2016,14
serial_wall_clock,1000,1159.8346930721145,r103C10,2190082048,0.8621918330027256,2016,102
parallel_wall_clock,1000,951.3796253256646,r103C10,2190082048,1.0511051249995944,2016,102
serial_fixed_exact_calls,51,314.41435766947563,r105C15,2190082048,0.16220633299963083,2014,12
parallel_fixed_exact_calls,51,176.75853461434562,r105C15,2190082048,0.2885292080027284,2014,12
serial_wall_clock,1000,477.1922579416342,r105C15,2190082048,2.0955914169971948,2014,67
parallel_wall_clock,1000,449.25182149753664,r105C15,2190082048,2.225923083999078,2014,67
serial_fixed_exact_calls,60,317.43071578352806,r105C15,2190082048,0.1890176250017248,2015,16
parallel_fixed_exact_calls,60,191.54114403331562,r105C15,2190082048,0.3132486250033253,2015,16
serial_wall_clock,1000,489.51827175528496,r105C15,2190082048,2.042824666001252,2015,66
parallel_wall_clock,1000,447.66571421609865,r105C15,2190082048,2.23380966699915,2015,66
serial_fixed_exact_calls,66,340.2565365199871,r105C15,2190082048,0.1939712919993326,2016,14
parallel_fixed_exact_calls,66,204.52826064622306,r105C15,2190082048,0.32269379200442927,2016,14
serial_wall_clock,1000,509.74797422925917,r105C15,2190082048,1.9617537500016624,2016,67
parallel_wall_clock,1000,462.5392540938089,r105C15,2190082048,2.1619786669980385,2016,67
serial_fixed_exact_calls,50,3219.1689411316183,r105C5,2190082048,0.01553195899759885,2014,2
parallel_fixed_exact_calls,50,390.72319056041135,r105C5,2190082048,0.1279678330029128,2014,2
serial_wall_clock,1000,5134.642099845348,r105C5,2190082048,0.19475554100063164,2014,2
parallel_wall_clock,1000,3394.1273356617257,r105C5,2190082048,0.2946265419959673,2014,2
serial_fixed_exact_calls,50,3129.0824753587876,r105C5,2190082048,0.01597912499710219,2015,2
parallel_fixed_exact_calls,50,393.4143724484041,r105C5,2190082048,0.12709245899895905,2015,2
