schema_version,experiment_id,instance,seed,algorithm,repository_revision,repository_dirty,algorithm_source_sha256,instance_sha256,start_utc,end_utc,time_limit_seconds,max_iterations,threads,vehicle_count,total_distance,total_energy,total_charged_energy,total_charging_time,runtime_seconds,iterations,accepted_moves,improving_moves,rejected_moves,charging_subproblem_calls,charging_subproblem_average_seconds,coverage_violations,route_structure_violations,capacity_violations,time_window_violations,energy_violations,objective_violations,other_violations,total_violation_count,status,feasible,failure_reason,raw_log_path,solution_path
1,c104C10-alns_exact_charging-2015,c104C10,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,2026-07-12T22:33:47.399892+00:00,2026-07-12T22:33:47.755792+00:00,30.0,1000,1,2,279.9331190586651,279.9331190586651,180.22158112867666,625.368886516508,0.355835416004993,1000,949,8,51,737,0.00041749970146903156,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c104C10-alns_exact_charging-2015.json,solutions/c104C10-alns_exact_charging-2015.json
1,c104C10-alns_exact_charging-2016,c104C10,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,2026-07-12T22:33:47.756278+00:00,2026-07-12T22:33:48.500979+00:00,30.0,1000,1,2,279.9331190586651,279.9331190586651,180.22158112867666,625.368886516508,0.7445774579973659,1000,967,18,33,1605,0.00042908050584450157,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c104C10-alns_exact_charging-2016.json,solutions/c104C10-alns_exact_charging-2016.json
1,r103C10-alns_exact_charging-2014,r103C10,2014,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,00debfb0e1fa34796b1644a045a064f52cb1f35052df9faa485db4b4f5ff512e,2026-07-12T22:33:48.503571+00:00,2026-07-12T22:33:49.115398+00:00,30.0,1000,1,3,202.85268574464004,202.85268574464004,62.15853602829506,30.45768265386458,0.6117318330070702,1000,954,58,46,1551,0.0003661487523062085,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/r103C10-alns_exact_charging-2014.json,solutions/r103C10-alns_exact_charging-2014.json
1,r103C10-alns_exact_charging-2015,r103C10,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,00debfb0e1fa34796b1644a045a064f52cb1f35052df9faa485db4b4f5ff512e,2026-07-12T22:33:49.115742+00:00,2026-07-12T22:33:49.641946+00:00,30.0,1000,1,3,202.85268574464004,202.85268574464004,62.15853602829506,30.45768265386458,0.526106625002285,1000,925,57,75,1441,0.00033565730050664735,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/r103C10-alns_exact_charging-2015.json,solutions/r103C10-alns_exact_charging-2015.json
1,r103C10-alns_exact_charging-2016,r103C10,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,00debfb0e1fa34796b1644a045a064f52cb1f35052df9faa485db4b4f5ff512e,2026-07-12T22:33:49.642270+00:00,2026-07-12T22:33:50.143151+00:00,30.0,1000,1,3,202.85268574464004,202.85268574464004,87.05663557044551,42.6577514295183,0.5007695000022068,1000,958,55,42,1320,0.0003474441591055383,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/r103C10-alns_exact_charging-2016.json,solutions/r103C10-alns_exact_charging-2016.json
1,rc102C10-alns_exact_charging-2014,rc102C10,2014,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,b85edffa9a896007203a8f6688731b66fcaeedada2b6deae0a3e3ca4a1a0d1a6,2026-07-12T22:33:50.145647+00:00,2026-07-12T22:33:50.290310+00:00,30.0,1000,1,4,423.5101819239308,423.5101819239308,177.90413648862793,69.38261323056489,0.14461745799781056,1000,904,14,96,609,0.00020198131540992062,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/rc102C10-alns_exact_charging-2014.json,solutions/rc102C10-alns_exact_charging-2014.json
1,rc102C10-alns_exact_charging-2015,rc102C10,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,b85edffa9a896007203a8f6688731b66fcaeedada2b6deae0a3e3ca4a1a0d1a6,2026-07-12T22:33:50.290658+00:00,2026-07-12T22:33:50.430468+00:00,30.0,1000,1,4,423.5101819239308,423.5101819239308,177.90413648862793,69.38261323056489,0.139763082996069,1000,920,20,80,584,0.00020236456666306404,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/rc102C10-alns_exact_charging-2015.json,solutions/rc102C10-alns_exact_charging-2015.json
1,rc102C10-alns_exact_charging-2016,rc102C10,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,b85edffa9a896007203a8f6688731b66fcaeedada2b6deae0a3e3ca4a1a0d1a6,2026-07-12T22:33:50.430784+00:00,2026-07-12T22:33:50.566011+00:00,30.0,1000,1,4,423.5101819239308,423.5101819239308,177.90413648862793,69.38261323056489,0.13518745799956378,1000,916,24,84,580,0.00019566362580948846,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/rc102C10-alns_exact_charging-2016.json,solutions/rc102C10-alns_exact_charging-2016.json
1,c106C15-alns_exact_charging-2014,c106C15,2014,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,eba58a458a9fd13ae8fd404df8db1d04e49271326316256ee060468048881a86,2026-07-12T22:33:50.566567+00:00,2026-07-12T22:33:51.967298+00:00,30.0,1000,1,3,275.1331688731623,275.1331688731623,126.22178535625447,437.989595186203,1.4004961250029737,1000,978,17,22,3877,0.0003404874314353244,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c106C15-alns_exact_charging-2014.json,solutions/c106C15-alns_exact_charging-2014.json
1,c106C15-alns_exact_charging-2015,c106C15,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,eba58a458a9fd13ae8fd404df8db1d04e49271326316256ee060468048881a86,2026-07-12T22:33:51.967790+00:00,2026-07-12T22:33:53.248463+00:00,30.0,1000,1,3,275.1331688731623,275.1331688731623,126.22178535625447,437.989595186203,1.2804575420013862,1000,981,12,19,3638,0.00033200378288248864,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c106C15-alns_exact_charging-2015.json,solutions/c106C15-alns_exact_charging-2015.json
