acceptance_trajectory_hash,axis,backend,cache_lifecycle_valid,candidate_hashes_valid,candidate_reconciliation_valid,candidate_transaction_valid,candidate_work_hash,completed_calls,deadline_transaction_valid,effective_iterations,exact_reconciliation_valid,inherited_initial_solution_valid,instance,objective_key,objective_not_worse,paired_semantics_valid,parallel_ordering_valid,recomputed_candidate_work_hash,recomputed_route_result_hash,route_result_hash,seed,started_calls,termination_reason,unchanged_exact_calls,valid
6e4d21620bc9f881f0a5e266be0c910206b6ff6a3bfb83ccbaf8988166a4ea19,serial_wall_clock,cpu_batch,True,True,True,True,aa51844a5d20339371a8767d7ed605f5bdab6137d79a0b406b84f2f453f7aede,2,True,1000,True,True,c101C5,"[2,257.747451864,472.556700052,3]",True,True,True,aa51844a5d20339371a8767d7ed605f5bdab6137d79a0b406b84f2f453f7aede,5c6a40c1779b9262ba7202463c36bd70a8633b15ad2f2231f8429103fe43886b,5c6a40c1779b9262ba7202463c36bd70a8633b15ad2f2231f8429103fe43886b,2016,2,iteration_limit,0,True
6e4d21620bc9f881f0a5e266be0c910206b6ff6a3bfb83ccbaf8988166a4ea19,parallel_wall_clock,cpu_batch,True,True,True,True,aa51844a5d20339371a8767d7ed605f5bdab6137d79a0b406b84f2f453f7aede,2,True,1000,True,True,c101C5,"[2,257.747451864,472.556700052,3]",True,True,True,aa51844a5d20339371a8767d7ed605f5bdab6137d79a0b406b84f2f453f7aede,5c6a40c1779b9262ba7202463c36bd70a8633b15ad2f2231f8429103fe43886b,5c6a40c1779b9262ba7202463c36bd70a8633b15ad2f2231f8429103fe43886b,2016,2,iteration_limit,0,True
3a8363264899f772983306c2bdf1d0abf64cf9b2625603bd898e38eb0f9a1dad,serial_fixed_exact_calls,cpu_batch,True,True,True,True,5b73c227c2ac7ddd4c7a480b77a4443cbe8adf6a973fc054e9a51ff73eb030a2,22,True,50,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,5b73c227c2ac7ddd4c7a480b77a4443cbe8adf6a973fc054e9a51ff73eb030a2,1d7b095cf313684da2d1e43821efd2cd960ccafaf0064165d29459b0fad68d64,1d7b095cf313684da2d1e43821efd2cd960ccafaf0064165d29459b0fad68d64,2014,22,candidate_control_exhausted,0,True
3a8363264899f772983306c2bdf1d0abf64cf9b2625603bd898e38eb0f9a1dad,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,5b73c227c2ac7ddd4c7a480b77a4443cbe8adf6a973fc054e9a51ff73eb030a2,22,True,50,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,5b73c227c2ac7ddd4c7a480b77a4443cbe8adf6a973fc054e9a51ff73eb030a2,1d7b095cf313684da2d1e43821efd2cd960ccafaf0064165d29459b0fad68d64,1d7b095cf313684da2d1e43821efd2cd960ccafaf0064165d29459b0fad68d64,2014,22,candidate_control_exhausted,0,True
e7334ae1b19ff9fb009016cd5f80cf8bdeaa966231a8fe059187d1f75d3faf92,serial_wall_clock,cpu_batch,True,True,True,True,c00101f4414c6f1b65bba0d844001d8707aad8b665b4a8912d3609e0928b2cf1,24,True,100,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,c00101f4414c6f1b65bba0d844001d8707aad8b665b4a8912d3609e0928b2cf1,471614c853172c7681828d1765bb777fbc12833d28883383e114313709342a2b,471614c853172c7681828d1765bb777fbc12833d28883383e114313709342a2b,2014,24,wall_clock_deadline,0,True
1adc9bc80d45dd274f2cb229966a6d0dbd33a1dd17e5bb4fda5f589846ec3ac5,parallel_wall_clock,cpu_batch,True,True,True,True,c00101f4414c6f1b65bba0d844001d8707aad8b665b4a8912d3609e0928b2cf1,24,True,97,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,c00101f4414c6f1b65bba0d844001d8707aad8b665b4a8912d3609e0928b2cf1,471614c853172c7681828d1765bb777fbc12833d28883383e114313709342a2b,471614c853172c7681828d1765bb777fbc12833d28883383e114313709342a2b,2014,24,wall_clock_deadline,0,True
4dabf6698258290eaf3634126a7241260b393382237d9459f2127ca00b890fc1,serial_fixed_exact_calls,cpu_batch,True,True,True,True,cc0d79e3a24943448e3bccb4e210fe3308946dadfc6281ba53331e907a48b545,22,True,50,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,cc0d79e3a24943448e3bccb4e210fe3308946dadfc6281ba53331e907a48b545,e01f408c52f1b71a475d93f07f89516cc9f9a2a9a299263f9596dc587c3d2172,e01f408c52f1b71a475d93f07f89516cc9f9a2a9a299263f9596dc587c3d2172,2015,22,candidate_control_exhausted,0,True
4dabf6698258290eaf3634126a7241260b393382237d9459f2127ca00b890fc1,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,cc0d79e3a24943448e3bccb4e210fe3308946dadfc6281ba53331e907a48b545,22,True,50,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,cc0d79e3a24943448e3bccb4e210fe3308946dadfc6281ba53331e907a48b545,e01f408c52f1b71a475d93f07f89516cc9f9a2a9a299263f9596dc587c3d2172,e01f408c52f1b71a475d93f07f89516cc9f9a2a9a299263f9596dc587c3d2172,2015,22,candidate_control_exhausted,0,True
787854c33ebfe9ebee99e3988156bf722b853c657cdb0790b269ce74c48d2e50,serial_wall_clock,cpu_batch,True,True,True,True,923036b076516f72a5bcca0e28c0fa99240cb51cdbe8f4e3e63e8cb75e83aeca,26,True,100,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,923036b076516f72a5bcca0e28c0fa99240cb51cdbe8f4e3e63e8cb75e83aeca,f17c0ad646f2690e1b53ecda3056184dbeff327d329cd733b08a331f8bab62b3,f17c0ad646f2690e1b53ecda3056184dbeff327d329cd733b08a331f8bab62b3,2015,26,wall_clock_deadline,0,True
787854c33ebfe9ebee99e3988156bf722b853c657cdb0790b269ce74c48d2e50,parallel_wall_clock,cpu_batch,True,True,True,True,923036b076516f72a5bcca0e28c0fa99240cb51cdbe8f4e3e63e8cb75e83aeca,26,True,100,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,923036b076516f72a5bcca0e28c0fa99240cb51cdbe8f4e3e63e8cb75e83aeca,f17c0ad646f2690e1b53ecda3056184dbeff327d329cd733b08a331f8bab62b3,f17c0ad646f2690e1b53ecda3056184dbeff327d329cd733b08a331f8bab62b3,2015,26,wall_clock_deadline,0,True
a8933f2eda255eeea3f75c7461baa1dc58ec042e9c960249fa532cda312859aa,serial_fixed_exact_calls,cpu_batch,True,True,True,True,cfa61f42604d3f790cf8f2a44ee027159b7ddb3c90ea2a18c1377cd33e4edc14,20,True,50,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,cfa61f42604d3f790cf8f2a44ee027159b7ddb3c90ea2a18c1377cd33e4edc14,6afc5707ec98852343f77119999aef688937086945ab2f4b7bfb9e8910acd7d6,6afc5707ec98852343f77119999aef688937086945ab2f4b7bfb9e8910acd7d6,2016,20,candidate_control_exhausted,0,True
a8933f2eda255eeea3f75c7461baa1dc58ec042e9c960249fa532cda312859aa,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,cfa61f42604d3f790cf8f2a44ee027159b7ddb3c90ea2a18c1377cd33e4edc14,20,True,50,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,cfa61f42604d3f790cf8f2a44ee027159b7ddb3c90ea2a18c1377cd33e4edc14,6afc5707ec98852343f77119999aef688937086945ab2f4b7bfb9e8910acd7d6,6afc5707ec98852343f77119999aef688937086945ab2f4b7bfb9e8910acd7d6,2016,20,candidate_control_exhausted,0,True
5737c07c2db32f754101bfff1980a2f608e36049d79500a931f1ec9d389823c6,serial_wall_clock,cpu_batch,True,True,True,True,e3364c6682023382781ba1ac30ea6ca960854e2302c0675f7677fd791d746159,22,True,100,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,e3364c6682023382781ba1ac30ea6ca960854e2302c0675f7677fd791d746159,b80d35a595af83168a87a64036f263cdc986dbf96bbeaa16fa99be90b4cf5465,b80d35a595af83168a87a64036f263cdc986dbf96bbeaa16fa99be90b4cf5465,2016,22,wall_clock_deadline,0,True
878bdb864a93576ee1d7f270e854cb4a0f9aeb5a5f35d9d7b68c465c64a89300,parallel_wall_clock,cpu_batch,True,True,True,True,e3364c6682023382781ba1ac30ea6ca960854e2302c0675f7677fd791d746159,22,True,97,True,True,c101_21,"[12,1055.920259047,1386.415951629,8]",True,True,True,e3364c6682023382781ba1ac30ea6ca960854e2302c0675f7677fd791d746159,b80d35a595af83168a87a64036f263cdc986dbf96bbeaa16fa99be90b4cf5465,b80d35a595af83168a87a64036f263cdc986dbf96bbeaa16fa99be90b4cf5465,2016,22,wall_clock_deadline,0,True
84cc8225a927fe4f131cd3f81bf8a1d0714630a902dd97605aff5fa9322e9c2a,serial_fixed_exact_calls,cpu_batch,True,True,True,True,8f7cce3fc2ef0ad0425978146ff6c51fc054d9384922d6403128df7a0762995d,20,True,52,True,True,c104C10,"[2,273.931237129,589.151039592,3]",True,True,True,8f7cce3fc2ef0ad0425978146ff6c51fc054d9384922d6403128df7a0762995d,dd503df6e7f561f4cb44a7ee92ed6d20462ef2b2ddf40972698c3038dced27ac,dd503df6e7f561f4cb44a7ee92ed6d20462ef2b2ddf40972698c3038dced27ac,2014,20,candidate_control_exhausted,0,True
84cc8225a927fe4f131cd3f81bf8a1d0714630a902dd97605aff5fa9322e9c2a,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,8f7cce3fc2ef0ad0425978146ff6c51fc054d9384922d6403128df7a0762995d,20,True,52,True,True,c104C10,"[2,273.931237129,589.151039592,3]",True,True,True,8f7cce3fc2ef0ad0425978146ff6c51fc054d9384922d6403128df7a0762995d,dd503df6e7f561f4cb44a7ee92ed6d20462ef2b2ddf40972698c3038dced27ac,dd503df6e7f561f4cb44a7ee92ed6d20462ef2b2ddf40972698c3038dced27ac,2014,20,candidate_control_exhausted,0,True
3e1eee1ae7208faacb19dee63e7d0221a2e1f4a7e888835abd276eadec0fd56f,serial_wall_clock,cpu_batch,True,True,True,True,542fbe5f570fd6b937a5ad99cbc1ab6dbe69f457b17c3ed8731e26e60f7a8e90,67,True,1000,True,True,c104C10,"[2,273.931237129,589.151039592,3]",True,True,True,542fbe5f570fd6b937a5ad99cbc1ab6dbe69f457b17c3ed8731e26e60f7a8e90,08f93e5296e428bec31a82894bc52c23bc59c3b975d4e007948bbb01f0585361,08f93e5296e428bec31a82894bc52c23bc59c3b975d4e007948bbb01f0585361,2014,67,iteration_limit,0,True
3e1eee1ae7208faacb19dee63e7d0221a2e1f4a7e888835abd276eadec0fd56f,parallel_wall_clock,cpu_batch,True,True,True,True,542fbe5f570fd6b937a5ad99cbc1ab6dbe69f457b17c3ed8731e26e60f7a8e90,67,True,1000,True,True,c104C10,"[2,273.931237129,589.151039592,3]",True,True,True,542fbe5f570fd6b937a5ad99cbc1ab6dbe69f457b17c3ed8731e26e60f7a8e90,08f93e5296e428bec31a82894bc52c23bc59c3b975d4e007948bbb01f0585361,08f93e5296e428bec31a82894bc52c23bc59c3b975d4e007948bbb01f0585361,2014,67,iteration_limit,0,True
90412ac02d6531e741ed6aed0d9b51d7815fc41cd2e25136c4db95b84f37cd36,serial_fixed_exact_calls,cpu_batch,True,True,True,True,d7785e59d8a17ca9fa2786576ec235c01895213bce9e1a01896a655206b9c188,14,True,50,True,True,c104C10,"[2,279.933119059,625.368886517,3]",True,True,True,d7785e59d8a17ca9fa2786576ec235c01895213bce9e1a01896a655206b9c188,04b2cc98e786b84bb1dc1aa53f21cc31d2dc025966c401863770005489e3425d,04b2cc98e786b84bb1dc1aa53f21cc31d2dc025966c401863770005489e3425d,2015,14,candidate_control_exhausted,0,True
90412ac02d6531e741ed6aed0d9b51d7815fc41cd2e25136c4db95b84f37cd36,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,d7785e59d8a17ca9fa2786576ec235c01895213bce9e1a01896a655206b9c188,14,True,50,True,True,c104C10,"[2,279.933119059,625.368886517,3]",True,True,True,d7785e59d8a17ca9fa2786576ec235c01895213bce9e1a01896a655206b9c188,04b2cc98e786b84bb1dc1aa53f21cc31d2dc025966c401863770005489e3425d,04b2cc98e786b84bb1dc1aa53f21cc31d2dc025966c401863770005489e3425d,2015,14,candidate_control_exhausted,0,True
5b0518daaeffc45ac466c9ca1f9f45c77ebc6381e6a8dd6f9a528d0348381f94,serial_wall_clock,cpu_batch,True,True,True,True,a497749a98d39132f025fe5d650dab1eae657f1bd65b4d10d3b1f8c73e227891,59,True,1000,True,True,c104C10,"[2,279.933119059,625.368886517,3]",True,True,True,a497749a98d39132f025fe5d650dab1eae657f1bd65b4d10d3b1f8c73e227891,c9af327c961b5ad97eb8d1b8d8e5d68eefb240bbecfdf9e86cc6c2401ae7c23f,c9af327c961b5ad97eb8d1b8d8e5d68eefb240bbecfdf9e86cc6c2401ae7c23f,2015,59,iteration_limit,0,True
5b0518daaeffc45ac466c9ca1f9f45c77ebc6381e6a8dd6f9a528d0348381f94,parallel_wall_clock,cpu_batch,True,True,True,True,a497749a98d39132f025fe5d650dab1eae657f1bd65b4d10d3b1f8c73e227891,59,True,1000,True,True,c104C10,"[2,279.933119059,625.368886517,3]",True,True,True,a497749a98d39132f025fe5d650dab1eae657f1bd65b4d10d3b1f8c73e227891,c9af327c961b5ad97eb8d1b8d8e5d68eefb240bbecfdf9e86cc6c2401ae7c23f,c9af327c961b5ad97eb8d1b8d8e5d68eefb240bbecfdf9e86cc6c2401ae7c23f,2015,59,iteration_limit,0,True
5bd290a30eb31523194ed5cc6d741a844f6838c3daf32bda861c5f7233c26b36,serial_fixed_exact_calls,cpu_batch,True,True,True,True,e0a2a13ea75cf506737467b82db1247ff562c6822b31ee2de9669aeb7dc693a4,14,True,50,True,True,c104C10,"[2,279.933119059,625.368886517,3]",True,True,True,e0a2a13ea75cf506737467b82db1247ff562c6822b31ee2de9669aeb7dc693a4,888934228c55c65b780bfc63b6457906a708008983e9353d1925bee443522638,888934228c55c65b780bfc63b6457906a708008983e9353d1925bee443522638,2016,14,candidate_control_exhausted,0,True
5bd290a30eb31523194ed5cc6d741a844f6838c3daf32bda861c5f7233c26b36,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,e0a2a13ea75cf506737467b82db1247ff562c6822b31ee2de9669aeb7dc693a4,14,True,50,True,True,c104C10,"[2,279.933119059,625.368886517,3]",True,True,True,e0a2a13ea75cf506737467b82db1247ff562c6822b31ee2de9669aeb7dc693a4,888934228c55c65b780bfc63b6457906a708008983e9353d1925bee443522638,888934228c55c65b780bfc63b6457906a708008983e9353d1925bee443522638,2016,14,candidate_control_exhausted,0,True
a343da9cb07b18bdbfa70539217898fbe7ec7aac157bd3716363e14e40be713b,serial_wall_clock,cpu_batch,True,True,True,True,28540f97a093fbeb7c4635e62dfe66a59d37d69c75372fed8340da42a04620e9,94,True,1000,True,True,c104C10,"[2,273.931237129,589.151039592,3]",True,True,True,28540f97a093fbeb7c4635e62dfe66a59d37d69c75372fed8340da42a04620e9,5e827725e183bebc484b24b73c742a530de009bc3358314e7d67a2dd5fa3e38e,5e827725e183bebc484b24b73c742a530de009bc3358314e7d67a2dd5fa3e38e,2016,94,iteration_limit,0,True
a343da9cb07b18bdbfa70539217898fbe7ec7aac157bd3716363e14e40be713b,parallel_wall_clock,cpu_batch,True,True,True,True,28540f97a093fbeb7c4635e62dfe66a59d37d69c75372fed8340da42a04620e9,94,True,1000,True,True,c104C10,"[2,273.931237129,589.151039592,3]",True,True,True,28540f97a093fbeb7c4635e62dfe66a59d37d69c75372fed8340da42a04620e9,5e827725e183bebc484b24b73c742a530de009bc3358314e7d67a2dd5fa3e38e,5e827725e183bebc484b24b73c742a530de009bc3358314e7d67a2dd5fa3e38e,2016,94,iteration_limit,0,True
65f90d93fc94f2220cdbe3efb9baaf183863c99761cd6897d626d08b50c9c882,serial_fixed_exact_calls,cpu_batch,True,True,True,True,66e6035d06b5fb25a57a743244770fd4beac73853e69cead25cbdbda2d5ab448,18,True,51,True,True,c106C15,"[3,275.133168873,437.989595186,2]",True,True,True,66e6035d06b5fb25a57a743244770fd4beac73853e69cead25cbdbda2d5ab448,b21ad4475072f49803253189acde2ccba0180b710a8698468c7531f696326bc3,b21ad4475072f49803253189acde2ccba0180b710a8698468c7531f696326bc3,2014,18,candidate_control_exhausted,0,True
65f90d93fc94f2220cdbe3efb9baaf183863c99761cd6897d626d08b50c9c882,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,66e6035d06b5fb25a57a743244770fd4beac73853e69cead25cbdbda2d5ab448,18,True,51,True,True,c106C15,"[3,275.133168873,437.989595186,2]",True,True,True,66e6035d06b5fb25a57a743244770fd4beac73853e69cead25cbdbda2d5ab448,b21ad4475072f49803253189acde2ccba0180b710a8698468c7531f696326bc3,b21ad4475072f49803253189acde2ccba0180b710a8698468c7531f696326bc3,2014,18,candidate_control_exhausted,0,True
f722f34c288bad04535b94f749179514ef02540cfcaef7fe87cce8ed071cbd96,serial_wall_clock,cpu_batch,True,True,True,True,9876bd26f29990773ec6b4d2cf460b91aefa5f7c8eb7e9d9dcc0aa82ccc47b36,58,True,1000,True,True,c106C15,"[3,275.133168873,437.989595186,2]",True,True,True,9876bd26f29990773ec6b4d2cf460b91aefa5f7c8eb7e9d9dcc0aa82ccc47b36,7ae05abdd2604ebc2af5b1e96c57b78e9172f9257d155d383711902e7c9e9394,7ae05abdd2604ebc2af5b1e96c57b78e9172f9257d155d383711902e7c9e9394,2014,58,iteration_limit,0,True
f722f34c288bad04535b94f749179514ef02540cfcaef7fe87cce8ed071cbd96,parallel_wall_clock,cpu_batch,True,True,True,True,9876bd26f29990773ec6b4d2cf460b91aefa5f7c8eb7e9d9dcc0aa82ccc47b36,58,True,1000,True,True,c106C15,"[3,275.133168873,437.989595186,2]",True,True,True,9876bd26f29990773ec6b4d2cf460b91aefa5f7c8eb7e9d9dcc0aa82ccc47b36,7ae05abdd2604ebc2af5b1e96c57b78e9172f9257d155d383711902e7c9e9394,7ae05abdd2604ebc2af5b1e96c57b78e9172f9257d155d383711902e7c9e9394,2014,58,iteration_limit,0,True
701d43a6b4a5736f29c95198009ba207a902fded4d4066febc833538d2a795b7,serial_fixed_exact_calls,cpu_batch,True,True,True,True,8676b4dc187e0fb83ff6fcf937c465cf977c4fcf53246995b3423b8e6a54d3fc,16,True,70,True,True,c106C15,"[3,298.193048757,466.827628929,2]",True,True,True,8676b4dc187e0fb83ff6fcf937c465cf977c4fcf53246995b3423b8e6a54d3fc,dc2ae65fe12441237696a0ce0466496c78fe535c12ed8d4cee7f39baeb0e23e5,dc2ae65fe12441237696a0ce0466496c78fe535c12ed8d4cee7f39baeb0e23e5,2015,16,candidate_control_exhausted,0,True
701d43a6b4a5736f29c95198009ba207a902fded4d4066febc833538d2a795b7,parallel_fixed_exact_calls,cpu_batch,True,True,True,True,8676b4dc187e0fb83ff6fcf937c465cf977c4fcf53246995b3423b8e6a54d3fc,16,True,70,True,True,c106C15,"[3,298.193048757,466.827628929,2]",True,True,True,8676b4dc187e0fb83ff6fcf937c465cf977c4fcf53246995b3423b8e6a54d3fc,dc2ae65fe12441237696a0ce0466496c78fe535c12ed8d4cee7f39baeb0e23e5,dc2ae65fe12441237696a0ce0466496c78fe535c12ed8d4cee7f39baeb0e23e5,2015,16,candidate_control_exhausted,0,True
83b2f6f1746fd17d1346357177dcf43b32e28d161e1de096770253516fbe2017,serial_wall_clock,cpu_batch,True,True,True,True,eb4e40c8dbb8d111a455fdab52fb76b431e8ca7ee6f6a3c62c46fffc2acf8591,67,True,1000,True,True,c106C15,"[3,298.193048757,466.827628929,2]",True,True,True,eb4e40c8dbb8d111a455fdab52fb76b431e8ca7ee6f6a3c62c46fffc2acf8591,497d88de5295419a6c7480c30443c040e9ce57072ff50d81368deac1789bfdca,497d88de5295419a6c7480c30443c040e9ce57072ff50d81368deac1789bfdca,2015,67,iteration_limit,0,True
83b2f6f1746fd17d1346357177dcf43b32e28d161e1de096770253516fbe2017,parallel_wall_clock,cpu_batch,True,True,True,True,eb4e40c8dbb8d111a455fdab52fb76b431e8ca7ee6f6a3c62c46fffc2acf8591,67,True,1000,True,True,c106C15,"[3,298.193048757,466.827628929,2]",True,True,True,eb4e40c8dbb8d111a455fdab52fb76b431e8ca7ee6f6a3c62c46fffc2acf8591,497d88de5295419a6c7480c30443c040e9ce57072ff50d81368deac1789bfdca,497d88de5295419a6c7480c30443c040e9ce57072ff50d81368deac1789bfdca,2015,67,iteration_limit,0,True
d81007277276b0391d59965c98beb25b15e8ac40c1591a9fff815ecf3f0903c6,serial_fixed_exact_calls,cpu_batch,True,True,True,True,3731fc2c8de6fe1da58e621bf6541caa6647d5423ac7fc7d39eaa4b8a47513dc,12,True,50,True,True,c106C15,"[3,275.133168873,437.989595186,2]",True,True,True,3731fc2c8de6fe1da58e621bf6541caa6647d5423ac7fc7d39eaa4b8a47513dc,79f208fa41c9ee856a0f5a3c715954e57bba0391c98023edd429e961153d2978,79f208fa41c9ee856a0f5a3c715954e57bba0391c98023edd429e961153d2978,2016,12,candidate_control_exhausted,0,True
