axis,backend,batch_launches,batch_size,budget_exhaustions,checkpoint_count,completed_calls,exact_call_budget,exact_calls,instance,interrupted_calls,label_management_seconds,mode,packing_seconds,schema_version,seed,started_calls,total_seconds,transition_batches,transition_seconds,transitions,unpacking_seconds,watchdog_seconds,work_batches
parallel_fixed_exact_calls,cpu_batch,19,128,0,13624,33,100,33,rc101_21,0,0.3817054241662845,exact_call_budget,0.0009309149609180167,stage033-exact-deadline-v1,2016,33,0.4438115879893303,5802,0.06210616382304579,203389,0.0019042090279981494,120.0,19
serial_wall_clock,cpu_batch,19,128,0,14057,36,,36,rc101_21,0,0.3874765804503113,wall_clock,0.0007119599904399365,stage033-exact-deadline-v1,2016,36,0.45332049901480787,6413,0.06584391856449656,228050,0.0016092509758891538,,19
parallel_wall_clock,cpu_batch,21,128,0,15478,35,,35,rc101_21,0,0.40556484360422473,wall_clock,0.0011725440417649224,stage033-exact-deadline-v1,2016,35,0.4712474970292533,6706,0.06568265342502855,222459,0.002119040975230746,,21
serial_fixed_exact_calls,cpu_batch,16,128,0,1124,19,100,19,rc102C10,0,0.005688136981916614,exact_call_budget,0.00011570898641366512,stage033-exact-deadline-v1,2014,19,0.006511086001410149,486,0.0008229490194935352,2349,0.00025245698634535074,120.0,16
parallel_fixed_exact_calls,cpu_batch,19,128,0,1258,19,100,19,rc102C10,0,0.007163464106270112,exact_call_budget,0.00031745801970828325,stage033-exact-deadline-v1,2014,19,0.008000791058293544,542,0.0008373269520234317,2349,0.00039621000178158283,120.0,19
serial_wall_clock,cpu_batch,53,128,0,3106,56,,56,rc102C10,0,0.014280815594247542,wall_clock,0.00044642195280175656,stage033-exact-deadline-v1,2014,56,0.01610942094703205,1334,0.001828605352784507,6002,0.000675044022500515,,53
parallel_wall_clock,cpu_batch,56,128,0,3240,56,,56,rc102C10,0,0.01628180200350471,wall_clock,0.0007683719595661387,stage033-exact-deadline-v1,2014,56,0.018338539972319268,1390,0.0020567379688145593,6002,0.000981335004325956,,56
serial_fixed_exact_calls,cpu_batch,19,128,0,1320,22,100,22,rc102C10,0,0.006161302124382928,exact_call_budget,0.00013345698243938386,stage033-exact-deadline-v1,2015,22,0.006995458024903201,588,0.0008341559005202726,2782,0.00024279199715238065,120.0,19
parallel_fixed_exact_calls,cpu_batch,22,128,0,1454,22,100,22,rc102C10,0,0.007022240053629503,exact_call_budget,0.00030220599728636444,stage033-exact-deadline-v1,2015,22,0.007916955975815654,644,0.0008947159221861511,2782,0.0004075839533470571,120.0,22
serial_wall_clock,cpu_batch,49,128,0,2996,52,,52,rc102C10,0,0.016365860879886895,wall_clock,0.0004552580212475732,stage033-exact-deadline-v1,2015,52,0.018202915918664075,1310,0.00183705503877718,5896,0.0006166599487187341,,49
parallel_wall_clock,cpu_batch,52,128,0,3130,52,,52,rc102C10,0,0.01636365982994903,wall_clock,0.0007849580142647028,stage033-exact-deadline-v1,2015,52,0.01844620607153047,1366,0.00208254624158144,5896,0.0008514980436302722,,52
serial_fixed_exact_calls,cpu_batch,13,128,0,932,16,100,16,rc102C10,0,0.004767077029100619,exact_call_budget,9.650099673308432e-05,stage033-exact-deadline-v1,2016,16,0.005383707015425898,414,0.0006166299863252789,2034,0.00018229297711513937,120.0,13
parallel_fixed_exact_calls,cpu_batch,16,128,0,1066,16,100,16,rc102C10,0,0.005454819911392406,exact_call_budget,0.00022141500085126609,stage033-exact-deadline-v1,2016,16,0.006137042015325278,470,0.0006822221039328724,2034,0.00035824801307171583,120.0,16
serial_wall_clock,cpu_batch,75,128,0,4528,78,,78,rc102C10,0,0.020282093290006742,wall_clock,0.0006617520848521963,stage033-exact-deadline-v1,2016,78,0.02302629905170761,1980,0.0027442057617008686,8794,0.0008639140432933345,,75
parallel_wall_clock,cpu_batch,78,128,0,4662,78,,78,rc102C10,0,0.02413500584952999,wall_clock,0.0011686618818202987,stage033-exact-deadline-v1,2016,78,0.027118749043438584,2036,0.0029837431939085945,8794,0.0012665370159083977,,78
serial_fixed_exact_calls,cpu_batch,18,128,0,1704,21,100,21,rc103C15,0,0.009726797114126384,exact_call_budget,0.00015508601791225374,stage033-exact-deadline-v1,2014,21,0.01114941698324401,758,0.001422619869117625,4801,0.00032591600029263645,120.0,18
parallel_fixed_exact_calls,cpu_batch,21,128,0,2018,21,100,21,rc103C15,0,0.011337142059346661,exact_call_budget,0.0003289159940322861,stage033-exact-deadline-v1,2014,21,0.012878831970738247,900,0.001541689911391586,4801,0.0004988780128769577,120.0,21
serial_wall_clock,cpu_batch,136,128,0,13088,139,,139,rc103C15,0,0.0701334300392773,wall_clock,0.0012812519271392375,stage033-exact-deadline-v1,2014,139,0.08034555103222374,5880,0.010212120992946438,32087,0.00245920084125828,,136
parallel_wall_clock,cpu_batch,139,128,0,13402,139,,139,rc103C15,0,0.07083051148219965,wall_clock,0.002087214103084989,stage033-exact-deadline-v1,2014,139,0.08068213688966352,6022,0.009851625407463871,32087,0.0028625339473364875,,139
serial_fixed_exact_calls,cpu_batch,21,128,0,1910,24,100,24,rc103C15,0,0.010941811138764024,exact_call_budget,0.0001852510031312704,stage033-exact-deadline-v1,2015,24,0.012530833002529107,830,0.0015890218637650833,5186,0.0003747499722521752,120.0,21
parallel_fixed_exact_calls,cpu_batch,24,128,0,2224,24,100,24,rc103C15,0,0.013026137021370232,exact_call_budget,0.00036441595875658095,stage033-exact-deadline-v1,2015,24,0.014718123973580077,972,0.0016919869522098452,5186,0.0005863299738848582,120.0,24
serial_wall_clock,cpu_batch,155,128,0,15006,158,,158,rc103C15,0,0.07961217926640529,wall_clock,0.0013684161676792428,stage033-exact-deadline-v1,2015,158,0.09081533797143493,6748,0.011203158705029637,36734,0.0026262870960636064,,155
parallel_wall_clock,cpu_batch,158,128,0,15320,158,,158,rc103C15,0,0.08104207114956807,wall_clock,0.0023689550143899396,stage033-exact-deadline-v1,2015,158,0.09226920401852112,6890,0.01122713286895305,36734,0.0033282030635746196,,158
serial_fixed_exact_calls,cpu_batch,19,128,0,1896,22,100,22,rc103C15,0,0.010874644838622771,exact_call_budget,0.00017499901878181845,stage033-exact-deadline-v1,2016,22,0.012385961003019474,830,0.0015113161643967032,5192,0.00035974702041130513,120.0,19
parallel_fixed_exact_calls,cpu_batch,22,128,0,2210,22,100,22,rc103C15,0,0.014687030066852458,exact_call_budget,0.00038879303610883653,stage033-exact-deadline-v1,2016,22,0.016600624032435007,972,0.0019135939655825496,5192,0.0006019170250510797,120.0,22
serial_wall_clock,cpu_batch,105,128,0,9966,108,,108,rc103C15,0,0.05407677464245353,wall_clock,0.0010295898537151515,stage033-exact-deadline-v1,2016,108,0.06146625608380418,4450,0.007389481441350654,24478,0.0017592860094737262,,105
parallel_wall_clock,cpu_batch,108,128,0,10280,108,,108,rc103C15,0,0.062135170825058594,wall_clock,0.002004623136599548,stage033-exact-deadline-v1,2016,108,0.07075574692862574,4592,0.008620576103567146,24478,0.0025921230553649366,,108
serial_fixed_exact_calls,cpu_batch,1,128,0,88,2,100,2,rc105C5,0,0.0009222460212185979,exact_call_budget,3.420800203457475e-05,stage033-exact-deadline-v1,2014,2,0.0010297080007148907,40,0.00010746197949629277,310,4.004199581686407e-05,120.0,1
parallel_fixed_exact_calls,cpu_batch,2,128,0,166,2,100,2,rc105C5,0,0.000882289998116903,exact_call_budget,2.345898246858269e-05,stage033-exact-deadline-v1,2014,2,0.0009818329999689013,72,9.954300185199827e-05,310,4.98329900437966e-05,120.0,2
serial_wall_clock,cpu_batch,1,128,0,88,2,,2,rc105C5,0,0.000630669979727827,wall_clock,1.0249990737065673e-05,stage033-exact-deadline-v1,2014,2,0.0007191670010797679,40,8.849702135194093e-05,310,2.387500717304647e-05,,1
parallel_wall_clock,cpu_batch,2,128,0,166,2,,2,rc105C5,0,0.0007348740036832169,wall_clock,2.2792009986005723e-05,stage033-exact-deadline-v1,2014,2,0.0008304999937536195,72,9.562599007040262e-05,310,4.5208988012745976e-05,,2
serial_fixed_exact_calls,cpu_batch,1,128,0,88,2,100,2,rc105C5,0,0.0007287489861482754,exact_call_budget,1.1916999937966466e-05,stage033-exact-deadline-v1,2015,2,0.0008174169925041497,40,8.866800635587424e-05,310,3.558400203473866e-05,120.0,1
parallel_fixed_exact_calls,cpu_batch,2,128,0,166,2,100,2,rc105C5,0,0.0009486230264883488,exact_call_budget,4.3082982301712036e-05,stage033-exact-deadline-v1,2015,2,0.001068832993041724,72,0.00012020996655337512,310,5.68750110687688e-05,120.0,2
serial_wall_clock,cpu_batch,1,128,0,88,2,,2,rc105C5,0,0.0006490410305559635,wall_clock,1.0915988241322339e-05,stage033-exact-deadline-v1,2015,2,0.000738916001864709,40,8.987497130874544e-05,310,2.3832995793782175e-05,,1
parallel_wall_clock,cpu_batch,2,128,0,166,2,,2,rc105C5,0,0.001195330056361854,wall_clock,2.9167000320740044e-05,stage033-exact-deadline-v1,2015,2,0.0013367500068852678,72,0.00014141995052341372,310,7.87919998401776e-05,,2
serial_fixed_exact_calls,cpu_batch,1,128,0,88,2,100,2,rc105C5,0,0.0006163709913380444,exact_call_budget,1.2082993634976447e-05,stage033-exact-deadline-v1,2016,2,0.0007009580003796145,40,8.458700904157013e-05,310,2.8708993340842426e-05,120.0,1
parallel_fixed_exact_calls,cpu_batch,2,128,0,166,2,100,2,rc105C5,0,0.0007204101420938969,exact_call_budget,2.374999166931957e-05,stage033-exact-deadline-v1,2016,2,0.0008150840149028227,72,9.467387280892581e-05,310,4.34170215157792e-05,120.0,2
serial_wall_clock,cpu_batch,1,128,0,88,2,,2,rc105C5,0,0.0006209180282894522,wall_clock,1.0042000212706625e-05,stage033-exact-deadline-v1,2016,2,0.0007087080011842772,40,8.778997289482504e-05,310,2.4082997697405517e-05,,1
parallel_wall_clock,cpu_batch,2,128,0,166,2,,2,rc105C5,0,0.0007246690947795287,wall_clock,2.3833999875932932e-05,stage033-exact-deadline-v1,2016,2,0.0008209170191548765,72,9.624792437534779e-05,310,4.41250012954697e-05,,2
