aggregation,axis,evaluation_count,instance,label,mean_duration_seconds,seed,total_duration_seconds
route,parallel_wall_clock,2,c104C10,267,0.0007089999999152496,2016,0.0014179999998304993
route,parallel_wall_clock,2,c104C10,269,0.0007446250019711442,2016,0.0014892500039422885
route,parallel_wall_clock,2,c104C10,277,0.000568604504223913,2016,0.001137209008447826
route,parallel_wall_clock,1,c104C10,284,0.0010392500116722658,2016,0.0010392500116722658
route,parallel_wall_clock,3,c104C10,285,0.00024009699700400233,2016,0.000720290991012007
route,parallel_wall_clock,36,c104C10,289,3.36574177910936e-05,2016,0.0012116670404793695
route,parallel_wall_clock,8,c104C10,291,0.0001322396237810608,2016,0.0010579169902484864
route,parallel_wall_clock,1,c104C10,293,0.0013367089995881543,2016,0.0013367089995881543
route,parallel_wall_clock,17,c104C10,294,8.050723323215018e-05,2016,0.0013686229649465531
route,parallel_wall_clock,2,c104C10,296,0.0008819790018606,2016,0.0017639580037212
route,parallel_wall_clock,312,c104C10,297,4.523785043066033e-06,2016,0.0014114209334366024
route,parallel_wall_clock,2,c104C10,307,0.0007145630006561987,2016,0.0014291260013123974
route,parallel_wall_clock,4,c104C10,308,0.0003706874995259568,2016,0.0014827499981038272
route,parallel_wall_clock,3,c104C10,310,0.0003889726698010539,2016,0.0011669180094031617
route,parallel_wall_clock,2,c104C10,311,0.0006373334981617518,2016,0.0012746669963235036
route,parallel_wall_clock,4,c104C10,313,0.0003157190039928537,2016,0.0012628760159714147
route,parallel_wall_clock,2,c104C10,320,0.0007107284982339479,2016,0.0014214569964678958
route,parallel_wall_clock,135,c104C10,323,7.946859006080087e-06,2016,0.0010728259658208117
route,parallel_wall_clock,6,c104C10,333,0.00018968083168147132,2016,0.001138084990088828
route,parallel_wall_clock,9,c104C10,334,0.0001320327767947068,2016,0.001188294991152361
route,parallel_wall_clock,1,c104C10,345,0.001022209005896002,2016,0.001022209005896002
route,parallel_wall_clock,1,c104C10,348,0.0010242499993182719,2016,0.0010242499993182719
route,parallel_wall_clock,2,c104C10,356,0.0004603540073730983,2016,0.0009207080147461966
route,parallel_wall_clock,2,c104C10,359,0.0004877085011685267,2016,0.0009754170023370534
route,parallel_wall_clock,2,c104C10,367,0.0004852085039601661,2016,0.0009704170079203323
route,parallel_wall_clock,2,c104C10,410,0.0006904370020492934,2016,0.0013808740040985867
route,parallel_wall_clock,2,c104C10,413,0.0007146460047806613,2016,0.0014292920095613226
route,parallel_wall_clock,4,c104C10,416,0.00030768724900553934,2016,0.0012307489960221574
route,parallel_wall_clock,1,c104C10,418,0.0016666250012349337,2016,0.0016666250012349337
route,parallel_wall_clock,1,c104C10,420,0.0010628339950926602,2016,0.0010628339950926602
route,parallel_wall_clock,2,c104C10,471,0.0007741669978713617,2016,0.0015483339957427233
route,parallel_wall_clock,4,c104C10,480,0.00033335425177938305,2016,0.0013334170071175322
route,parallel_wall_clock,2,c104C10,488,0.0005088959951535799,2016,0.0010177919903071597
route,parallel_wall_clock,4,c104C10,489,0.000283572753687622,2016,0.001134291014750488
route,parallel_wall_clock,4,c104C10,516,0.00021355250282795168,2016,0.0008542100113118067
route,parallel_wall_clock,2,c104C10,52,0.0004644584987545386,2016,0.0009289169975090772
route,parallel_wall_clock,3,c104C10,524,0.00041311066403674584,2016,0.0012393319921102375
route,parallel_wall_clock,7,c104C10,530,0.00017582171338809921,2016,0.0012307519937166944
route,parallel_wall_clock,10,c104C10,543,9.179599874187261e-05,2016,0.0009179599874187261
route,parallel_wall_clock,8,c104C10,546,0.0001334529988525901,2016,0.0010676239908207208
route,parallel_wall_clock,2,c104C10,58,0.000496812499477528,2016,0.000993624998955056
route,parallel_wall_clock,186,c104C10,595,5.456988708496655e-06,2016,0.0010149998997803777
route,parallel_wall_clock,7,c104C10,611,0.00014686885905185982,2016,0.0010280820133630186
route,parallel_wall_clock,3,c104C10,631,0.000350611003038163,2016,0.001051833009114489
route,parallel_wall_clock,3,c104C10,643,0.000296402329695411,2016,0.0008892069890862331
route,parallel_wall_clock,5,c104C10,648,0.00027542440220713617,2016,0.0013771220110356808
route,parallel_wall_clock,2,c104C10,649,0.0004936670011375099,2016,0.0009873340022750199
route,parallel_wall_clock,380,c104C10,651,0.00032829037085512505,2016,0.12475034092494752
route,parallel_wall_clock,2,c104C10,66,0.0003287499930593185,2016,0.000657499986118637
route,parallel_wall_clock,2,c104C10,697,0.0005004380000173114,2016,0.0010008760000346228
route,parallel_wall_clock,4,c104C10,702,0.00027618775129667483,2016,0.0011047510051866993
route,parallel_wall_clock,8,c104C10,71,0.00011841662308142986,2016,0.0009473329846514389
route,parallel_wall_clock,2,c104C10,72,0.000617354002315551,2016,0.001234708004631102
route,parallel_wall_clock,2,c104C10,737,0.0008098965045064688,2016,0.0016197930090129375
route,parallel_wall_clock,2,c104C10,755,0.000417709001339972,2016,0.000835418002679944
route,parallel_wall_clock,4,c104C10,76,0.00018445825480739586,2016,0.0007378330192295834
route,parallel_wall_clock,2,c104C10,762,0.0004567084979498759,2016,0.0009134169958997518
route,parallel_wall_clock,2,c104C10,793,0.00041172899364028126,2016,0.0008234579872805625
route,parallel_wall_clock,2,c104C10,798,0.0004780414965352975,2016,0.000956082993070595
route,parallel_wall_clock,7,c104C10,82,0.00013608343059396638,2016,0.0009525840141577646
route,parallel_wall_clock,2,c104C10,84,0.0002893335040425882,2016,0.0005786670080851763
route,parallel_wall_clock,5,c104C10,851,0.00010650000185705722,2016,0.0005325000092852861
route,parallel_wall_clock,2,c104C10,855,0.0006170210035634227,2016,0.0012340420071268454
route,parallel_wall_clock,1,c104C10,876,0.0007214999932330102,2016,0.0007214999932330102
route,parallel_wall_clock,312,c104C10,882,2.403621972637036e-06,2016,0.0007499300554627553
route,parallel_wall_clock,1,c104C10,884,0.0011438329966040328,2016,0.0011438329966040328
route,parallel_wall_clock,1,c104C10,885,0.0016143749962793663,2016,0.0016143749962793663
route,parallel_wall_clock,17,c104C10,895,6.31347656428047e-05,2016,0.0010732910159276798
route,parallel_wall_clock,2,c104C10,905,0.0007147290016291663,2016,0.0014294580032583326
route,parallel_wall_clock,6,c104C10,914,0.000262965001941969,2016,0.001577790011651814
route,parallel_wall_clock,4,c104C10,936,0.0002236774962511845,2016,0.000894709985004738
route,parallel_wall_clock,3,c104C10,949,0.0003496113301177199,2016,0.0010488339903531596
route,parallel_wall_clock,24,c104C10,957,6.430220795058024e-05,2016,0.0015432529908139259
operator,serial_fixed_exact_calls,9,c106C15,energy,9.743533317103154e-05,2014,0.0008769179985392839
operator,serial_fixed_exact_calls,65,c106C15,greedy,5.326721562036815e-05,2014,0.0034623690153239295
operator,serial_fixed_exact_calls,6,c106C15,initial_solution,0.0008619101669561738,2014,0.005171461001737043
operator,serial_fixed_exact_calls,32,c106C15,regret2,8.002215781743871e-05,2014,0.0025607090501580387
operator,serial_fixed_exact_calls,1,c106C15,relocate,2.500019036233425e-07,2014,2.500019036233425e-07
operator,serial_fixed_exact_calls,30,c106C15,route_elimination,5.518046770400057e-05,2014,0.0016554140311200172
operator,serial_fixed_exact_calls,36,c106C15,route_merge,8.312499024517214e-06,2014,0.0002992499648826197
operator,serial_fixed_exact_calls,3,c106C15,shaw_related,0.0002408473325582842,2014,0.0007225419976748526
operator,serial_fixed_exact_calls,3,c106C15,standard,2.0800022563586632e-07,2014,6.24000676907599e-07
operator,serial_fixed_exact_calls,1,c106C15,swap,2.9199873097240925e-07,2014,2.9199873097240925e-07
operator,serial_fixed_exact_calls,1,c106C15,two_opt_star,2.9099464882165194e-07,2014,2.9099464882165194e-07
operator,serial_fixed_exact_calls,66,c106C15,vehicle_count_aware_repair,2.941369805767229e-07,2014,1.9413040718063712e-05
route,serial_fixed_exact_calls,3,c106C15,1084,0.0002186110020071889,2014,0.0006558330060215667
route,serial_fixed_exact_calls,39,c106C15,1100,1.8748922276501664e-05,2014,0.0007312079687835649
route,serial_fixed_exact_calls,1,c106C15,1131,0.0010974999895552173,2014,0.0010974999895552173
route,serial_fixed_exact_calls,4,c106C15,1137,0.00020002074597869068,2014,0.0008000829839147627
route,serial_fixed_exact_calls,1,c106C15,156,0.00025437500153202564,2014,0.00025437500153202564
route,serial_fixed_exact_calls,4,c106C15,194,0.00012615625382750295,2014,0.0005046250153100118
route,serial_fixed_exact_calls,57,c106C15,209,3.0451755217080445e-05,2014,0.0017357500473735854
route,serial_fixed_exact_calls,1,c106C15,23,0.0002985829924000427,2014,0.0002985829924000427
route,serial_fixed_exact_calls,9,c106C15,25,3.271299970543219e-05,2014,0.0002944169973488897
route,serial_fixed_exact_calls,83,c106C15,3,2.1068192562593304e-05,2014,0.0017486599826952443
route,serial_fixed_exact_calls,1,c106C15,500,0.0015703749959357083,2014,0.0015703749959357083
route,serial_fixed_exact_calls,1,c106C15,55,0.0005582910089287907,2014,0.0005582910089287907
route,serial_fixed_exact_calls,7,c106C15,592,8.526171482766845e-05,2014,0.0005968320037936792
route,serial_fixed_exact_calls,2,c106C15,609,0.00024025050515774637,2014,0.00048050101031549275
route,serial_fixed_exact_calls,1,c106C15,70,0.0008382079977309331,2014,0.0008382079977309331
route,serial_fixed_exact_calls,32,c106C15,882,5.402997157943901e-05,2014,0.0017289590905420482
route,serial_fixed_exact_calls,1,c106C15,902,0.0007323750032810494,2014,0.0007323750032810494
route,serial_fixed_exact_calls,6,c106C15,92,2.382633344192679e-05,2014,0.00014295800065156072
operator,parallel_fixed_exact_calls,9,c106C15,energy,0.00018976844472086264,2014,0.0017079160024877638
operator,parallel_fixed_exact_calls,65,c106C15,greedy,7.984360048654848e-05,2014,0.005189834031625651
operator,parallel_fixed_exact_calls,6,c106C15,initial_solution,0.06894995149680956,2014,0.4136997089808574
operator,parallel_fixed_exact_calls,32,c106C15,regret2,0.00010903387556027155,2014,0.0034890840179286897
operator,parallel_fixed_exact_calls,1,c106C15,relocate,7.920025382190943e-07,2014,7.920025382190943e-07
operator,parallel_fixed_exact_calls,30,c106C15,route_elimination,0.00010193743316146234,2014,0.0030581229948438704
operator,parallel_fixed_exact_calls,36,c106C15,route_merge,1.870713943693166e-05,2014,0.0006734570197295398
operator,parallel_fixed_exact_calls,3,c106C15,shaw_related,0.000449999997120661,2014,0.0013499999913619831
operator,parallel_fixed_exact_calls,3,c106C15,standard,1.943311265980204e-07,2014,5.829933797940612e-07
operator,parallel_fixed_exact_calls,1,c106C15,swap,2.4998735170811415e-07,2014,2.4998735170811415e-07
operator,parallel_fixed_exact_calls,1,c106C15,two_opt_star,5.830079317092896e-07,2014,5.830079317092896e-07
operator,parallel_fixed_exact_calls,66,c106C15,vehicle_count_aware_repair,2.5193973366792005e-07,2014,1.6628022422082722e-05
route,parallel_fixed_exact_calls,3,c106C15,1084,0.00032716665979630005,2014,0.0009814999793889
route,parallel_fixed_exact_calls,39,c106C15,1100,3.484497443796733e-05,2014,0.0013589540030807257
route,parallel_fixed_exact_calls,1,c106C15,1131,0.001044208009261638,2014,0.001044208009261638
route,parallel_fixed_exact_calls,4,c106C15,1137,0.00032098975134431385,2014,0.0012839590053772554
route,parallel_fixed_exact_calls,1,c106C15,156,0.0007867079984862357,2014,0.0007867079984862357
route,parallel_fixed_exact_calls,4,c106C15,194,0.00023462525496142916,2014,0.0009385010198457167
route,parallel_fixed_exact_calls,57,c106C15,209,0.0024195029466666214,2014,0.13791166795999743
route,parallel_fixed_exact_calls,1,c106C15,23,0.0008912500052247196,2014,0.0008912500052247196
route,parallel_fixed_exact_calls,9,c106C15,25,7.43103317088551e-05,2014,0.0006687929853796959
route,parallel_fixed_exact_calls,83,c106C15,3,0.0016617299164841737,2014,0.13792358306818642
route,parallel_fixed_exact_calls,1,c106C15,500,0.0016285000019706786,2014,0.0016285000019706786
route,parallel_fixed_exact_calls,1,c106C15,55,0.00115666700003203,2014,0.00115666700003203
route,parallel_fixed_exact_calls,7,c106C15,592,0.0001392084252854277,2014,0.0009744589769979939
route,parallel_fixed_exact_calls,2,c106C15,609,0.000458416499895975,2014,0.00091683299979195
route,parallel_fixed_exact_calls,1,c106C15,70,0.0011094999936176464,2014,0.0011094999936176464
route,parallel_fixed_exact_calls,32,c106C15,882,0.0043095286573588965,2014,0.1379049170354847
route,parallel_fixed_exact_calls,1,c106C15,902,0.001037000009091571,2014,0.001037000009091571
route,parallel_fixed_exact_calls,6,c106C15,92,0.00011165983354051907,2014,0.0006699590012431145
operator,serial_wall_clock,171,c106C15,energy,6.90967317708708e-05,2014,0.011815541132818907
operator,serial_wall_clock,213,c106C15,greedy,6.120562004942028e-05,2014,0.013036797070526518
operator,serial_wall_clock,6,c106C15,initial_solution,0.0008348405026481487,2014,0.005009043015888892
operator,serial_wall_clock,251,c106C15,regret2,3.688129037757779e-05,2014,0.009257203884772025
operator,serial_wall_clock,1,c106C15,relocate,2.0899460650980473e-07,2014,2.0899460650980473e-07
operator,serial_wall_clock,171,c106C15,route_elimination,8.287759683617766e-06,2014,0.001417206905898638
operator,serial_wall_clock,180,c106C15,route_merge,1.8965056773999498e-06,2014,0.000341371021931991
operator,serial_wall_clock,18,c106C15,shaw_related,3.9914388455347056e-05,2014,0.000718458992196247
operator,serial_wall_clock,9,c106C15,standard,2.2200078496502505e-07,2014,1.9980070646852255e-06
operator,serial_wall_clock,1,c106C15,swap,2.500019036233425e-07,2014,2.500019036233425e-07
operator,serial_wall_clock,1,c106C15,two_opt_star,2.500019036233425e-07,2014,2.500019036233425e-07
operator,serial_wall_clock,2454,c106C15,vehicle_count_aware_repair,3.5900421061658567e-07,2014,0.0008809963328531012
route,serial_wall_clock,3,c106C15,1066,0.00030277766442547244,2014,0.0009083329932764173
route,serial_wall_clock,12,c106C15,1084,5.528449886090433e-05,2014,0.0006634139863308519
route,serial_wall_clock,1,c106C15,1087,0.0011594590032473207,2014,0.0011594590032473207
route,serial_wall_clock,955,c106C15,1100,9.109277682895748e-07,2014,0.0008699360187165439
route,serial_wall_clock,56,c106C15,1102,1.3250054377879548e-05,2014,0.0007420030451612547
route,serial_wall_clock,3,c106C15,1113,0.0003302636663041388,2014,0.0009907909989124164
route,serial_wall_clock,2,c106C15,1114,0.0003932504987460561,2014,0.0007865009974921122
route,serial_wall_clock,4,c106C15,1119,0.00031105225207284093,2014,0.0012442090082913637
route,serial_wall_clock,2,c106C15,1123,0.0003861250006593764,2014,0.0007722500013187528
route,serial_wall_clock,1,c106C15,1127,0.0006348750030156225,2014,0.0006348750030156225
route,serial_wall_clock,4,c106C15,1131,0.0002846142524504103,2014,0.001138457009801641
route,serial_wall_clock,1,c106C15,1134,0.000891542003955692,2014,0.000891542003955692
route,serial_wall_clock,32,c106C15,1137,2.3936188426887384e-05,2014,0.0007659580296603963
route,serial_wall_clock,2,c106C15,1139,0.0005703749993699603,2014,0.0011407499987399206
route,serial_wall_clock,5,c106C15,1146,0.00010226679441984742,2014,0.0005113339720992371
route,serial_wall_clock,2,c106C15,1168,0.00022927099780645221,2014,0.00045854199561290443
route,serial_wall_clock,5,c106C15,1174,8.642500033602118e-05,2014,0.0004321250016801059
route,serial_wall_clock,5,c106C15,12,6.169160187710076e-05,2014,0.00030845800938550383
route,serial_wall_clock,6,c106C15,1230,4.8444499649728336e-05,2014,0.00029066699789837003
route,serial_wall_clock,1,c106C15,156,0.00025983399245887995,2014,0.00025983399245887995
route,serial_wall_clock,26,c106C15,194,1.902573253923597e-05,2014,0.0004946690460201353
route,serial_wall_clock,10,c106C15,2,1.1612502567004412e-05,2014,0.00011612502567004412
route,serial_wall_clock,24,c106C15,202,5.037150185671635e-05,2014,0.0012089160445611924
route,serial_wall_clock,966,c106C15,209,1.913053134222964e-06,2014,0.0018480093276593834
route,serial_wall_clock,1,c106C15,23,0.00031275000947061926,2014,0.00031275000947061926
route,serial_wall_clock,29,c106C15,236,2.725431063324855e-05,2014,0.000790375008364208
route,serial_wall_clock,53,c106C15,24,5.8608486554321815e-06,2014,0.0003106249787379056
route,serial_wall_clock,45,c106C15,25,7.081445397084786e-06,2014,0.00031866504286881536
route,serial_wall_clock,3,c106C15,269,0.00025856900416935485,2014,0.0007757070125080645
route,serial_wall_clock,1,c106C15,278,0.0005217920115683228,2014,0.0005217920115683228
route,serial_wall_clock,1053,c106C15,3,1.911005558130302e-06,2014,0.002012288852711208
route,serial_wall_clock,5,c106C15,300,0.00021602520428132266,2014,0.0010801260214066133
route,serial_wall_clock,2,c106C15,318,0.00031466700602322817,2014,0.0006293340120464563
route,serial_wall_clock,2,c106C15,32,0.00012922899622935802,2014,0.00025845799245871603
route,serial_wall_clock,11,c106C15,361,8.778809172905643e-05,2014,0.0009656690090196207
route,serial_wall_clock,3,c106C15,376,0.0002130136708728969,2014,0.0006390410126186907
route,serial_wall_clock,5,c106C15,390,0.00022689120087306946,2014,0.0011344560043653473
route,serial_wall_clock,6,c106C15,42,6.644433112038921e-05,2014,0.0003986659867223352
route,serial_wall_clock,5,c106C15,470,0.00027348359872121365,2014,0.0013674179936060682
route,serial_wall_clock,2,c106C15,482,0.0004775000052177347,2014,0.0009550000104354694
route,serial_wall_clock,2,c106C15,49,0.00023643749591428787,2014,0.00047287499182857573
route,serial_wall_clock,1,c106C15,500,0.0014332920109154657,2014,0.0014332920109154657
route,serial_wall_clock,1,c106C15,55,0.0005609999934677035,2014,0.0005609999934677035
route,serial_wall_clock,5,c106C15,59,6.334139907266944e-05,2014,0.00031670699536334723
route,serial_wall_clock,12,c106C15,592,4.809050005860627e-05,2014,0.0005770860007032752
route,serial_wall_clock,1,c106C15,594,0.0005644999910145998,2014,0.0005644999910145998
route,serial_wall_clock,4,c106C15,609,0.00011414575055823661,2014,0.00045658300223294646
route,serial_wall_clock,2,c106C15,66,0.0002253955026390031,2014,0.0004507910052780062
route,serial_wall_clock,3,c106C15,672,0.00040083333927517134,2014,0.001202500017825514
route,serial_wall_clock,1,c106C15,70,0.0005685419891960919,2014,0.0005685419891960919
route,serial_wall_clock,8,c106C15,75,3.6765626646229066e-05,2014,0.00029412501316983253
route,serial_wall_clock,1,c106C15,761,0.0006853340019006282,2014,0.0006853340019006282
route,serial_wall_clock,41,c106C15,882,4.089943725309085e-05,2014,0.0016768769273767248
route,serial_wall_clock,4,c106C15,9,7.622924749739468e-05,2014,0.0003049169899895787
route,serial_wall_clock,1,c106C15,902,0.0007458750042133033,2014,0.0007458750042133033
route,serial_wall_clock,19,c106C15,92,7.465000013134589e-06,2014,0.0001418350002495572
route,serial_wall_clock,15,c106C15,955,3.141386453838398e-05,2014,0.0004712079680757597
route,serial_wall_clock,1,c106C15,965,0.0004477499896893278,2014,0.0004477499896893278
operator,parallel_wall_clock,171,c106C15,energy,0.0001018664851370785,2014,0.017419168958440423
operator,parallel_wall_clock,213,c106C15,greedy,8.543368080246126e-05,2014,0.01819737401092425
operator,parallel_wall_clock,6,c106C15,initial_solution,0.06584867383207893,2014,0.3950920429924736
operator,parallel_wall_clock,251,c106C15,regret2,5.973010246022289e-05,2014,0.014992255717515945
operator,parallel_wall_clock,1,c106C15,relocate,3.7500285543501377e-07,2014,3.7500285543501377e-07
operator,parallel_wall_clock,171,c106C15,route_elimination,1.9643508164724064e-05,2014,0.0033590398961678147
operator,parallel_wall_clock,180,c106C15,route_merge,3.803033743881517e-06,2014,0.0006845460738986731
operator,parallel_wall_clock,18,c106C15,shaw_related,6.626861027648879e-05,2014,0.0011928349849767983
operator,parallel_wall_clock,9,c106C15,standard,2.0833653656558857e-07,2014,1.8750288290902972e-06
operator,parallel_wall_clock,1,c106C15,swap,3.3299147617071867e-07,2014,3.3299147617071867e-07
operator,parallel_wall_clock,1,c106C15,two_opt_star,2.9199873097240925e-07,2014,2.9199873097240925e-07
operator,parallel_wall_clock,2454,c106C15,vehicle_count_aware_repair,5.133561145293373e-07,2014,0.001259775905054994
route,parallel_wall_clock,3,c106C15,1066,0.0003339863324072212,2014,0.0010019589972216636
route,parallel_wall_clock,12,c106C15,1084,8.139924830175005e-05,2014,0.0009767909796210006
route,parallel_wall_clock,1,c106C15,1087,0.00106733400025405,2014,0.00106733400025405
route,parallel_wall_clock,955,c106C15,1100,1.3832147787837068e-06,2014,0.00132097011373844
route,parallel_wall_clock,56,c106C15,1102,2.1874212637028124e-05,2014,0.001224955907673575
route,parallel_wall_clock,3,c106C15,1113,0.0003580416669137776,2014,0.0010741250007413328
route,parallel_wall_clock,2,c106C15,1114,0.0005190209994907491,2014,0.0010380419989814982
route,parallel_wall_clock,4,c106C15,1119,0.000281281001662137,2014,0.001125124006648548
route,parallel_wall_clock,2,c106C15,1123,0.0006342710039461963,2014,0.0012685420078923926
route,parallel_wall_clock,1,c106C15,1127,0.0009741669928189367,2014,0.0009741669928189367
route,parallel_wall_clock,4,c106C15,1131,0.00027489575222716667,2014,0.0010995830089086667
route,parallel_wall_clock,1,c106C15,1134,0.0014037079963600263,2014,0.0014037079963600263
route,parallel_wall_clock,32,c106C15,1137,3.660674974526046e-05,2014,0.0011714159918483347
route,parallel_wall_clock,2,c106C15,1139,0.0007037085015326738,2014,0.0014074170030653477
route,parallel_wall_clock,5,c106C15,1146,0.0001747831964166835,2014,0.0008739159820834175
route,parallel_wall_clock,2,c106C15,1168,0.00038908349961275235,2014,0.0007781669992255047
route,parallel_wall_clock,5,c106C15,1174,0.00015070000372361392,2014,0.0007535000186180696
route,parallel_wall_clock,5,c106C15,12,0.00013732499501202257,2014,0.0006866249750601128
route,parallel_wall_clock,6,c106C15,1230,0.00011709716394155596,2014,0.0007025829836493358
route,parallel_wall_clock,1,c106C15,156,0.0006309169984888285,2014,0.0006309169984888285
route,parallel_wall_clock,26,c106C15,194,3.4171460496369175e-05,2014,0.0008884579729055986
route,parallel_wall_clock,10,c106C15,2,4.752499662572518e-05,2014,0.0004752499662572518
route,parallel_wall_clock,24,c106C15,202,5.4147541353207394e-05,2014,0.0012995409924769774
route,parallel_wall_clock,966,c106C15,209,0.00013651295122063832,2014,0.13187151087913662
route,parallel_wall_clock,1,c106C15,23,0.001113999998779036,2014,0.001113999998779036
route,parallel_wall_clock,29,c106C15,236,3.884337864543215e-05,2014,0.0011264579807175323
route,parallel_wall_clock,53,c106C15,24,1.2946508677658747e-05,2014,0.0006861649599159136
route,parallel_wall_clock,45,c106C15,25,1.467784523912188e-05,2014,0.0006605030357604846
route,parallel_wall_clock,3,c106C15,269,0.0003102776681771502,2014,0.0009308330045314506
route,parallel_wall_clock,1,c106C15,278,0.0008691660041222349,2014,0.0008691660041222349
route,parallel_wall_clock,1053,c106C15,3,0.00012542360378723372,2014,0.1320710547879571
route,parallel_wall_clock,5,c106C15,300,0.0002302751992829144,2014,0.001151375996414572
route,parallel_wall_clock,2,c106C15,318,0.0004906039976049215,2014,0.000981207995209843
route,parallel_wall_clock,2,c106C15,32,0.0002997914998559281,2014,0.0005995829997118562
route,parallel_wall_clock,11,c106C15,361,0.00016750763593749568,2014,0.0018425839953124523
route,parallel_wall_clock,3,c106C15,376,0.00030966700190523017,2014,0.0009290010057156906
route,parallel_wall_clock,5,c106C15,390,0.0002324252011021599,2014,0.0011621260055107996
route,parallel_wall_clock,6,c106C15,42,0.00012847916756678993,2014,0.0007708750054007396
route,parallel_wall_clock,5,c106C15,470,0.0003851667977869511,2014,0.0019258339889347553
route,parallel_wall_clock,2,c106C15,482,0.000680729492160026,2014,0.001361458984320052
route,parallel_wall_clock,2,c106C15,49,0.00036027099122293293,2014,0.0007205419824458659
route,parallel_wall_clock,1,c106C15,500,0.00156341701222118,2014,0.00156341701222118
route,parallel_wall_clock,1,c106C15,55,0.0011478750093374401,2014,0.0011478750093374401
route,parallel_wall_clock,5,c106C15,59,0.0002253837970783934,2014,0.001126918985391967
route,parallel_wall_clock,12,c106C15,592,9.786783145197357e-05,2014,0.0011744139774236828
route,parallel_wall_clock,1,c106C15,594,0.0009098750015255064,2014,0.0009098750015255064
route,parallel_wall_clock,4,c106C15,609,0.0002028855014941655,2014,0.000811542005976662
route,parallel_wall_clock,2,c106C15,66,0.0005720209956052713,2014,0.0011440419912105426
route,parallel_wall_clock,3,c106C15,672,0.0005107780016260222,2014,0.0015323340048780665
route,parallel_wall_clock,1,c106C15,70,0.0015472090017283335,2014,0.0015472090017283335
route,parallel_wall_clock,8,c106C15,75,7.655212357349228e-05,2014,0.0006124169885879382
route,parallel_wall_clock,1,c106C15,761,0.0010308339988114312,2014,0.0010308339988114312
route,parallel_wall_clock,41,c106C15,882,0.003212310951245699,2014,0.13170474900107365
route,parallel_wall_clock,4,c106C15,9,0.0001641667513467837,2014,0.0006566670053871349
route,parallel_wall_clock,1,c106C15,902,0.0011022920079994947,2014,0.0011022920079994947
route,parallel_wall_clock,19,c106C15,92,2.3375053914557947e-05,2014,0.000444126024376601
route,parallel_wall_clock,15,c106C15,955,5.3505469501639406e-05,2014,0.0008025820425245911
route,parallel_wall_clock,1,c106C15,965,0.0008712499984540045,2014,0.0008712499984540045
operator,serial_fixed_exact_calls,1,c106C15,ejection_chain,6.659975042566657e-07,2015,6.659975042566657e-07
operator,serial_fixed_exact_calls,33,c106C15,energy,4.203793915538964e-05,2015,0.001387251992127858
operator,serial_fixed_exact_calls,52,c106C15,greedy,5.473151927267631e-05,2015,0.002846039002179168
operator,serial_fixed_exact_calls,6,c106C15,initial_solution,0.0008107289928981724,2015,0.004864373957389034
operator,serial_fixed_exact_calls,35,c106C15,regret2,6.803688385324287e-05,2015,0.0023812909348635003
operator,serial_fixed_exact_calls,1,c106C15,relocate,2.920132828876376e-07,2015,2.920132828876376e-07
operator,serial_fixed_exact_calls,41,c106C15,route_elimination,6.4065853820931985e-06,2015,0.00026267000066582114
operator,serial_fixed_exact_calls,30,c106C15,route_merge,1.737348308476309e-07,2015,5.212044925428927e-06
operator,serial_fixed_exact_calls,1,c106C15,route_segment_destroy,3.33995558321476e-07,2015,3.33995558321476e-07
operator,serial_fixed_exact_calls,2,c106C15,shaw_related,3.1249510357156396e-07,2015,6.249902071431279e-07
operator,serial_fixed_exact_calls,23,c106C15,station_pressure,2.8795709469072195e-07,2015,6.623013177886605e-06
operator,serial_fixed_exact_calls,1,c106C15,swap,2.9099464882165194e-07,2015,2.9099464882165194e-07
operator,serial_fixed_exact_calls,6,c106C15,time_window_conflict,4.3733355899651844e-07,2015,2.6240013539791107e-06
operator,serial_fixed_exact_calls,1,c106C15,two_opt_star,2.500019036233425e-07,2015,2.500019036233425e-07
operator,serial_fixed_exact_calls,67,c106C15,vehicle_count_aware_repair,5.870089047838614e-06,2015,0.00039329596620518714
operator,serial_fixed_exact_calls,10,c106C15,worst_energy_detour,4.624579887604341e-05,2015,0.0004624579887604341
route,serial_fixed_exact_calls,2,c106C15,1049,0.00043993749568471685,2015,0.0008798749913694337
route,serial_fixed_exact_calls,2,c106C15,114,0.0002875414938898757,2015,0.0005750829877797514
route,serial_fixed_exact_calls,2,c106C15,1149,0.00037010449887020513,2015,0.0007402089977404103
route,serial_fixed_exact_calls,2,c106C15,1163,0.0005298334945109673,2015,0.0010596669890219346
route,serial_fixed_exact_calls,61,c106C15,175,2.6732999029889946e-05,2015,0.0016307129408232868
route,serial_fixed_exact_calls,3,c106C15,188,0.00012566700267295042,2015,0.0003770010080188513
route,serial_fixed_exact_calls,2,c106C15,189,0.00016612500621704385,2015,0.0003322500124340877
route,serial_fixed_exact_calls,2,c106C15,204,0.00015579150203848258,2015,0.00031158300407696515
route,serial_fixed_exact_calls,2,c106C15,219,0.00022158349747769535,2015,0.0004431669949553907
route,serial_fixed_exact_calls,15,c106C15,221,3.125253618539621e-05,2015,0.0004687880427809432
route,serial_fixed_exact_calls,1,c106C15,357,0.000255750012001954,2015,0.000255750012001954
route,serial_fixed_exact_calls,93,c106C15,400,1.770293531608918e-05,2015,0.0016463729843962938
